Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.18%,-36.36,(-3.94%)
CAT,Caterpillar Inc.,9.52%,-5.37,(-0.71%)
MSFT,Microsoft Corporation,4.89%,-9.95,(-2.50%)
AMGN,Amgen Inc.,4.79%,5.02,(1.34%)
HD,"The Home Depot, Inc.",4.74%,-6.88,(-1.80%)
SHW,Sherwin-Williams,4.58%,2.1,(0.58%)
MCD,McDonald's Corporation,4.20%,3.4,(1.03%)
AXP,American Express Company,4.03%,-27.11,(-7.83%)
V,Visa Inc.,3.91%,-10.64,(-3.32%)
TRV,"The Travelers Companies, Inc.",3.85%,0.48,(0.16%)
JPM,JPMorgan Chase & Co.,3.73%,-15.35,(-4.94%)
UNH,UnitedHealth Group Incorporated,3.57%,-6.92,(-2.39%)
AAPL,Apple Inc.,3.38%,3.08,(1.16%)
IBM,International Business Machines Corporation,3.10%,-11.54,(-4.49%)
JNJ,Johnson & Johnson,3.10%,2.97,(1.23%)
HON,Honeywell International Inc.,3.07%,-0.88,(-0.36%)
BA,The Boeing Company,2.87%,-4.26,(-1.84%)
AMZN,"Amazon.com, Inc.amazon.com",2.57%,-6.4,(-3.05%)
NVDA,Nvidia,2.40%,0.38,(0.20%)
CVX,Chevron Corporation,2.33%,0.45,(0.25%)
CRM,"Salesforce, Inc.",2.21%,-9.93,(-5.36%)
MMM,3M Company,2.09%,-1.61,(-0.96%)
PG,The Procter & Gamble Company,2.08%,3.79,(2.36%)
WMT,Walmart Inc.,1.58%,2.33,(1.90%)
MRK,"Merck & Co., Inc.",1.56%,1.2,(0.99%)
DIS,The Walt Disney Company,1.30%,-2.22,(-2.10%)
KO,The Coca-Cola Company,1.01%,0.35,(0.44%)
CSCO,"Cisco Systems, Inc.",0.98%,-1.78,(-2.25%)
NKE,"Nike, Inc.",0.79%,-3.15,(-4.82%)
VZ,Verizon Communications Inc.,0.63%,0.74,(1.51%)
