Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.43%,895.79,19.49,(2.22%)
CAT,Caterpillar Inc.,7.37%,577.45,11.62,(2.05%)
MSFT,Microsoft Corporation,6.18%,484.19,0.21,(0.04%)
AXP,American Express Company,4.81%,377.35,1.83,(0.49%)
V,Visa Inc.,4.45%,348.37,2.36,(0.68%)
HD,"The Home Depot, Inc.",4.42%,346.22,-8.77,(-2.47%)
UNH,UnitedHealth Group Incorporated,4.26%,333.73,5.59,(1.70%)
AMGN,Amgen Inc.,4.20%,329.11,4.69,(1.44%)
SHW,Sherwin-Williams,4.09%,320.32,-5.04,(-1.55%)
JPM,JPMorgan Chase & Co.,4.05%,317.54,4.54,(1.45%)
MCD,McDonald's Corporation,4.04%,316.98,-2.67,(-0.84%)
IBM,International Business Machines Corporation,3.86%,302.18,1.73,(0.57%)
TRV,"The Travelers Companies, Inc.",3.74%,293.12,-0.53,(-0.18%)
AAPL,Apple Inc.,3.46%,271.46,-0.73,(-0.27%)
CRM,"Salesforce, Inc.",3.31%,259.34,1.48,(0.58%)
AMZN,"Amazon.com, Inc.amazon.com",2.92%,228.77,2.0,(0.88%)
BA,The Boeing Company,2.75%,215.2,6.93,(3.33%)
JNJ,Johnson & Johnson,2.66%,208.41,0.1,(0.05%)
HON,Honeywell International Inc.,2.56%,200.62,2.54,(1.28%)
NVDA,Nvidia,2.31%,180.89,6.75,(3.87%)
MMM,3M Company,2.07%,162.16,0.4,(0.24%)
CVX,Chevron Corporation,1.88%,147.59,-0.1,(-0.07%)
PG,The Procter & Gamble Company,1.84%,144.3,-1.22,(-0.84%)
WMT,Walmart Inc.,1.46%,114.03,-0.8,(-0.69%)
DIS,The Walt Disney Company,1.43%,111.94,0.07,(0.06%)
MRK,"Merck & Co., Inc.",1.30%,102.09,1.4,(1.39%)
CSCO,"Cisco Systems, Inc.",1.01%,78.96,2.0,(2.61%)
KO,The Coca-Cola Company,0.90%,70.48,0.11,(0.16%)
NKE,"Nike, Inc.",0.75%,58.75,-6.88,(-10.49%)
VZ,Verizon Communications Inc.,0.51%,39.96,-0.45,(-1.10%)
