Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,12.91%,175.72,1.58,(0.91%)
AAPL,Apple Inc.,12.12%,271.3,-0.89,(-0.33%)
MSFT,Microsoft,10.90%,485.24,1.25,(0.26%)
AMZN,Amazon,7.36%,227.6,0.84,(0.37%)
GOOGL,Alphabet Inc. (Class A),5.73%,302.89,0.43,(0.14%)
GOOG,Alphabet Inc. (Class C),5.35%,304.21,0.46,(0.15%)
META,Meta Platforms,5.05%,662.86,-1.59,(-0.24%)
TSLA,"Tesla, Inc.",4.90%,487.37,4.0,(0.83%)
AVGO,Broadcom Inc.,4.73%,331.4,1.51,(0.46%)
PLTR,Palantir Technologies,1.35%,187.0,1.31,(0.70%)
ASML,ASML Holding,1.23%,1045.73,9.42,(0.91%)
NFLX,Netflix,1.21%,94.25,0.25,(0.26%)
COST,Costco,1.15%,857.5,-0.09,(-0.01%)
AMD,Advanced Micro Devices Inc.,1.00%,203.04,1.98,(0.99%)
CSCO,Cisco,0.92%,76.83,-0.13,(-0.16%)
MU,Micron Technology,0.86%,251.75,3.2,(1.29%)
AZN,AstraZeneca,0.85%,90.76,0.15,(0.17%)
APP,Applovin Corp,0.71%,699.51,5.14,(0.74%)
TMUS,T-Mobile US,0.67%,199.25,-1.02,(-0.51%)
SHOP,Shopify,0.66%,167.24,0.44,(0.26%)
LRCX,Lam Research,0.63%,165.5,0.8,(0.49%)
PEP,PepsiCo,0.62%,149.36,-0.01,(-0.01%)
AMAT,Applied Materials,0.62%,256.89,3.39,(1.34%)
ISRG,Intuitive Surgical,0.60%,561.77,-0.12,(-0.02%)
LIN,Linde plc,0.59%,418.67,-0.32,(-0.08%)
QCOM,Qualcomm,0.56%,174.4,0.21,(0.12%)
INTU,Intuit,0.56%,668.25,-0.63,(-0.09%)
AMGN,Amgen,0.53%,323.97,-0.45,(-0.14%)
INTC,Intel,0.53%,36.54,0.26,(0.72%)
BKNG,Booking Holdings,0.52%,5333.62,-11.86,(-0.22%)
KLAC,KLA Corporation,0.49%,1232.61,10.22,(0.84%)
TXN,Texas Instruments,0.49%,177.9,1.71,(0.97%)
PDD,PDD Holdings,0.48%,112.09,6.3,(5.95%)
GILD,Gilead Sciences,0.45%,119.9,-1.57,(-1.29%)
ADBE,Adobe Inc.,0.45%,354.93,-0.88,(-0.25%)
ADI,Analog Devices,0.41%,275.56,0.64,(0.23%)
PANW,Palo Alto Networks,0.40%,189.52,3.64,(1.96%)
HON,Honeywell,0.38%,198.15,0.06,(0.03%)
ARM,Arm Holdings,0.37%,114.56,1.05,(0.93%)
CRWD,CrowdStrike,0.37%,481.08,3.81,(0.80%)
CEG,Constellation Energy,0.34%,363.82,2.77,(0.77%)
VRTX,Vertex Pharmaceuticals,0.34%,445.71,-1.67,(-0.37%)
CMCSA,Comcast,0.33%,30.19,-0.08,(-0.27%)
ADP,ADP,0.32%,261.77,0.8,(0.31%)
SBUX,Starbucks,0.31%,88.9,-0.52,(-0.58%)
