Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,7.10%,180.07,5.93,(3.40%)
AAPL,Apple Inc.,6.50%,271.09,-1.1,(-0.41%)
MSFT,Microsoft,5.85%,485.17,1.19,(0.25%)
AMZN,Amazon,3.96%,228.21,1.45,(0.64%)
GOOGL,Alphabet Inc. (Class A),3.10%,305.42,2.96,(0.98%)
GOOG,Alphabet Inc. (Class C),2.89%,306.79,3.04,(1.00%)
META,Meta Platforms,2.73%,667.22,2.77,(0.42%)
TSLA,"Tesla, Inc.",2.58%,478.41,-4.96,(-1.03%)
AVGO,Broadcom,2.56%,334.11,4.23,(1.28%)
BRK.B,Berkshire Hathaway,1.76%,501.89,-1.5,(-0.30%)
LLY,Lilly (Eli),1.54%,1063.13,6.25,(0.59%)
WMT,Walmart,1.48%,114.23,-0.6,(-0.53%)
JPM,JPMorgan Chase,1.40%,316.57,3.57,(1.14%)
V,Visa Inc.,1.09%,347.46,1.45,(0.42%)
ORCL,Oracle Corporation,0.90%,193.5,13.47,(7.48%)
MA,Mastercard,0.83%,569.72,3.51,(0.62%)
JNJ,Johnson & Johnson,0.82%,208.76,0.44,(0.21%)
XOM,ExxonMobil,0.80%,116.97,0.43,(0.37%)
PLTR,Palantir Technologies,0.74%,190.63,4.94,(2.66%)
NFLX,Netflix,0.65%,95.21,1.21,(1.29%)
ABBV,AbbVie,0.65%,226.84,4.02,(1.80%)
BAC,Bank of America,0.65%,54.89,0.63,(1.15%)
COST,Costco,0.61%,851.79,-5.8,(-0.68%)
HD,Home Depot (The),0.56%,348.09,-6.9,(-1.94%)
AMD,Advanced Micro Devices,0.56%,211.84,10.78,(5.36%)
PG,Procter & Gamble,0.55%,144.57,-0.95,(-0.65%)
GE,GE Aerospace,0.52%,306.17,4.48,(1.48%)
CSCO,Cisco,0.50%,78.22,1.27,(1.65%)
KO,Coca-Cola Company (The),0.49%,70.64,0.28,(0.39%)
UNH,UnitedHealth Group,0.49%,333.62,5.48,(1.67%)
MU,Micron Technology,0.48%,263.01,14.46,(5.82%)
CVX,Chevron Corporation,0.48%,147.76,0.07,(0.05%)
WFC,Wells Fargo,0.47%,92.33,0.85,(0.93%)
IBM,IBM,0.46%,302.73,2.28,(0.76%)
MS,Morgan Stanley,0.46%,176.6,3.64,(2.10%)
CAT,Caterpillar Inc.,0.44%,574.92,9.09,(1.61%)
GS,Goldman Sachs,0.44%,894.43,18.13,(2.07%)
AXP,American Express,0.42%,374.31,-1.21,(-0.32%)
MRK,Merck & Co.,0.41%,101.44,0.75,(0.75%)
PM,Philip Morris International,0.40%,159.57,2.25,(1.43%)
APP,AppLovin Corporation,0.40%,721.93,27.56,(3.97%)
RTX,RTX Corporation,0.40%,181.66,3.37,(1.89%)
CRM,Salesforce,0.39%,257.59,-0.26,(-0.10%)
MCD,McDonald's,0.37%,318.06,-1.59,(-0.50%)
TMUS,T-Mobile US,0.36%,199.05,-1.22,(-0.61%)
ABT,Abbott Laboratories,0.35%,124.6,-0.52,(-0.42%)
LRCX,Lam Research,0.35%,171.62,6.92,(4.20%)
TMO,Thermo Fisher Scientific,0.35%,567.5,5.11,(0.91%)
C,Citigroup,0.33%,114.83,2.0,(1.78%)
AMAT,Applied Materials,0.33%,256.9,3.4,(1.34%)
PEP,PepsiCo,0.33%,148.97,-0.41,(-0.27%)
ISRG,Intuitive Surgical,0.33%,570.78,8.89,(1.58%)
DIS,Walt Disney Company (The),0.33%,112.89,1.02,(0.91%)
LIN,Linde plc,0.32%,421.96,2.97,(0.71%)
QCOM,Qualcomm,0.31%,176.64,2.45,(1.41%)
INTU,Intuit,0.30%,671.34,2.46,(0.37%)
ACN,Accenture,0.30%,276.35,6.39,(2.37%)
