Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.14%,8.78,(5.31%)
AAPL,Apple Inc.,6.28%,6.62,(2.68%)
MSFT,Microsoft,4.65%,12.19,(3.40%)
AMZN,Amazon,3.77%,6.86,(3.41%)
GOOGL,Alphabet Inc. (Class A),3.03%,13.68,(5.00%)
GOOG,Alphabet Inc. (Class C),2.83%,13.3,(4.87%)
AVGO,Broadcom,2.47%,15.79,(5.38%)
META,Meta Platforms,2.44%,35.63,(6.64%)
TSLA,"Tesla, Inc.",2.36%,17.17,(4.83%)
BRK.B,Berkshire Hathaway,1.75%,4.39,(0.92%)
WMT,Walmart,1.67%,0.6,(0.49%)
LLY,Lilly (Eli),1.39%,33.07,(3.73%)
JPM,JPMorgan Chase,1.34%,10.21,(3.60%)
XOM,ExxonMobil,1.19%,-2.66,(-1.55%)
JNJ,Johnson & Johnson,0.99%,1.1,(0.45%)
V,Visa Inc.,0.98%,2.77,(0.93%)
MA,Mastercard,0.75%,4.75,(0.96%)
COST,Costco,0.75%,-1.08,(-0.11%)
ORCL,Oracle Corporation,0.71%,7.91,(5.70%)
CVX,Chevron Corporation,0.69%,-4.99,(-2.37%)
NFLX,Netflix,0.68%,2.91,(3.13%)
ABBV,AbbVie,0.65%,3.13,(1.47%)
MU,Micron Technology,0.64%,14.25,(4.43%)
PLTR,Palantir Technologies,0.59%,8.61,(6.26%)
BAC,Bank of America,0.59%,1.57,(3.31%)
PG,Procter & Gamble,0.57%,-0.38,(-0.26%)
AMD,Advanced Micro Devices,0.56%,6.88,(3.51%)
CAT,Caterpillar Inc.,0.56%,41.16,(6.17%)
KO,Coca-Cola Company (The),0.55%,-0.17,(-0.22%)
HD,Home Depot (The),0.55%,3.56,(1.10%)
CSCO,Cisco,0.52%,0.19,(0.25%)
GE,GE Aerospace,0.50%,11.62,(4.25%)
MRK,Merck & Co.,0.50%,1.78,(1.50%)
AMAT,Applied Materials,0.46%,17.64,(5.46%)
LRCX,Lam Research,0.45%,13.37,(6.69%)
MS,Morgan Stanley,0.44%,6.31,(3.99%)
RTX,RTX Corporation,0.44%,5.6,(2.99%)
PM,Philip Morris International,0.43%,0.17,(0.10%)
GS,Goldman Sachs,0.42%,35.9,(4.45%)
UNH,UnitedHealth Group,0.41%,8.47,(3.24%)
WFC,Wells Fargo,0.41%,2.64,(3.43%)
GEV,GE Vernova,0.40%,55.15,(6.75%)
TMUS,T-Mobile US,0.39%,-3.44,(-1.61%)
LIN,Linde plc,0.39%,-0.97,(-0.19%)
IBM,IBM,0.38%,5.15,(2.17%)
MCD,McDonald's,0.37%,2.51,(0.81%)
INTC,Intel,0.37%,2.76,(6.70%)
PEP,PepsiCo,0.36%,-1.69,(-1.08%)
VZ,Verizon,0.36%,-0.15,(-0.29%)
AXP,American Express,0.35%,4.13,(1.39%)
T,AT&T,0.34%,0.1,(0.35%)
C,Citigroup,0.33%,6.08,(5.67%)
NEE,NextEra Energy,0.33%,0.39,(0.42%)
KLAC,KLA Corporation,0.33%,85.42,(6.18%)
AMGN,Amgen,0.32%,3.52,(1.01%)
TMO,Thermo Fisher Scientific,0.30%,4.95,(1.03%)
ABT,Abbott Laboratories,0.30%,1.02,(1.00%)
TXN,Texas Instruments,0.30%,7.33,(3.93%)
TJX,TJX Companies,0.30%,2.92,(1.87%)
GILD,Gilead Sciences,0.29%,3.38,(2.48%)
CRM,Salesforce,0.29%,1.47,(0.80%)
DIS,Walt Disney Company (The),0.29%,1.85,(1.96%)
SCHW,Charles Schwab Corporation,0.28%,0.99,(1.06%)
ISRG,Intuitive Surgical,0.28%,8.8,(1.94%)
COP,ConocoPhillips,0.27%,-1.74,(-1.31%)
PFE,Pfizer,0.27%,0.27,(0.95%)
BA,Boeing,0.26%,9.42,(4.98%)
APH,Amphenol,0.26%,7.16,(6.01%)
ADI,Analog Devices,0.26%,13.77,(4.54%)
ANET,Arista Networks,0.26%,6.73,(5.80%)
DE,Deere & Company,0.26%,6.78,(1.22%)
BLK,BlackRock,0.25%,23.81,(2.55%)
UBER,Uber,0.25%,2.0,(2.86%)
UNP,Union Pacific Corporation,0.24%,3.33,(1.39%)
HON,Honeywell,0.24%,2.33,(1.04%)
LMT,Lockheed Martin,0.24%,5.18,(0.87%)
ETN,Eaton Corporation,0.23%,13.34,(3.88%)
WELL,Welltower,0.23%,2.03,(1.04%)
QCOM,Qualcomm,0.23%,1.41,(1.11%)
APP,AppLovin Corporation,0.23%,25.42,(6.83%)
DHR,Danaher Corporation,0.23%,5.5,(2.99%)
BKNG,Booking Holdings,0.22%,80.11,(1.95%)
LOW,Lowe's,0.22%,3.57,(1.54%)
PANW,Palo Alto Networks,0.22%,6.34,(4.10%)
CB,Chubb Limited,0.21%,0.07,(0.02%)
SPGI,S&P Global,0.21%,6.76,(1.62%)
SYK,Stryker Corporation,0.21%,2.19,(0.67%)
BMY,Bristol Myers Squibb,0.21%,0.73,(1.22%)
PLD,Prologis,0.21%,2.67,(2.07%)
ACN,Accenture,0.21%,0.5,(0.25%)
INTU,Intuit,0.20%,2.64,(0.62%)
NEM,Newmont,0.20%,4.94,(4.79%)
GLW,Corning Inc.,0.20%,7.0,(5.45%)
PGR,Progressive Corporation,0.20%,-3.37,(-1.67%)
VRTX,Vertex Pharmaceuticals,0.19%,5.91,(1.33%)
PH,Parker Hannifin,0.19%,34.86,(4.05%)
COF,Capital One,0.19%,3.42,(1.92%)
MO,Altria,0.19%,-0.88,(-1.31%)
MDT,Medtronic,0.19%,0.34,(0.39%)
NOW,ServiceNow,0.18%,-0.44,(-0.42%)
SO,Southern Company,0.18%,-0.49,(-0.51%)
CME,CME Group,0.18%,-3.51,(-1.18%)
MCK,McKesson Corporation,0.18%,4.56,(0.53%)
DELL,Dell Technologies,0.18%,-0.82,(-0.50%)
HCA,HCA Healthcare,0.18%,4.54,(0.97%)
CMCSA,Comcast,0.17%,-0.21,(-0.74%)
DUK,Duke Energy,0.17%,-0.61,(-0.46%)
SBUX,Starbucks,0.17%,2.77,(3.19%)
CEG,Constellation Energy,0.17%,-19.57,(-6.56%)
CRWD,CrowdStrike,0.17%,10.84,(2.85%)
ADBE,Adobe Inc.,0.17%,1.62,(0.67%)
NOC,Northrop Grumman,0.16%,5.02,(0.75%)
VRT,Vertiv Holdings Co,0.16%,16.58,(7.08%)
EQIX,Equinix,0.16%,10.61,(1.10%)
SNDK,Sandisk Corporation,0.16%,64.75,(11.31%)
BSX,Boston Scientific,0.16%,-0.09,(-0.15%)
GD,General Dynamics,0.16%,2.98,(0.88%)
WM,Waste Management,0.16%,-0.25,(-0.11%)
HWM,Howmet Aerospace,0.16%,6.44,(2.89%)
TT,Trane Technologies,0.16%,11.44,(2.83%)
WDC,Western Digital,0.15%,18.88,(7.50%)
CVS,CVS Health,0.15%,1.65,(2.35%)
ICE,Intercontinental Exchange,0.15%,0.37,(0.24%)
BX,Blackstone Inc.,0.15%,3.27,(2.93%)
WMB,Williams Companies,0.15%,-0.19,(-0.26%)
STX,Seagate Technology,0.15%,28.57,(7.88%)
MAR,Marriott International,0.15%,7.69,(2.41%)
FCX,Freeport-McMoRan,0.14%,4.57,(8.36%)
FDX,FedEx,0.14%,12.74,(3.73%)
MRSH,"Marsh & McLennan Companies, Inc.",0.14%,-1.29,(-0.74%)
UPS,United Parcel Service,0.14%,3.14,(3.31%)
PWR,Quanta Services,0.14%,18.05,(3.38%)
KKR,KKR,0.14%,1.97,(2.18%)
ADP,Automatic Data Processing,0.14%,-2.07,(-1.01%)
BK,BNY Mellon,0.14%,3.67,(3.19%)
REGN,Regeneron Pharmaceuticals,0.14%,23.11,(3.08%)
PNC,PNC Financial Services,0.14%,-0.95,(-0.47%)
USB,U.S. Bancorp,0.14%,1.13,(2.21%)
AMT,American Tower,0.14%,1.39,(0.82%)
JCI,Johnson Controls,0.13%,3.48,(2.75%)
SHW,Sherwin-Williams,0.13%,1.37,(0.43%)
ORLY,O'Reilly Auto Parts,0.13%,0.14,(0.15%)
MCO,Moody's Corporation,0.13%,1.08,(0.25%)
SLB,Schlumberger,0.13%,-0.26,(-0.49%)
EOG,EOG Resources,0.13%,-6.76,(-4.51%)
