Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.38%,1.09,(0.58%)
AAPL,Apple Inc.,6.33%,-4.13,(-1.50%)
MSFT,Microsoft,4.74%,-2.24,(-0.55%)
AMZN,Amazon,3.45%,-2.07,(-1.01%)
GOOGL,Alphabet Inc. (Class A),3.10%,1.04,(0.34%)
GOOG,Alphabet Inc. (Class C),2.90%,1.15,(0.37%)
META,Meta Platforms,2.66%,-7.85,(-1.17%)
TSLA,"Tesla, Inc.",2.56%,0.29,(0.07%)
AVGO,Broadcom,2.55%,-4.25,(-1.24%)
BRK.B,Berkshire Hathaway,1.73%,4.87,(0.97%)
WMT,Walmart,1.68%,3.71,(2.88%)
LLY,Lilly (Eli),1.48%,23.31,(2.30%)
JPM,JPMorgan Chase,1.32%,-2.27,(-0.73%)
XOM,ExxonMobil,1.02%,-1.81,(-1.16%)
V,Visa Inc.,1.01%,1.92,(0.58%)
JNJ,Johnson & Johnson,0.93%,1.91,(0.79%)
MA,Mastercard,0.76%,0.34,(0.06%)
MU,Micron Technology,0.76%,15.17,(3.70%)
ORCL,Oracle Corporation,0.71%,-0.9,(-0.57%)
COST,Costco,0.70%,12.97,(1.33%)
ABBV,AbbVie,0.63%,3.68,(1.67%)
HD,Home Depot (The),0.62%,4.38,(1.12%)
BAC,Bank of America,0.61%,-0.79,(-1.47%)
PG,Procter & Gamble,0.60%,1.71,(1.07%)
CVX,Chevron Corporation,0.58%,-1.17,(-0.63%)
CAT,Caterpillar Inc.,0.58%,5.09,(0.66%)
AMD,Advanced Micro Devices,0.55%,-0.37,(-0.17%)
KO,Coca-Cola Company (The),0.54%,1.13,(1.44%)
GE,GE Aerospace,0.54%,7.3,(2.33%)
NFLX,Netflix,0.51%,-3.26,(-4.09%)
PLTR,Palantir Technologies,0.50%,-3.26,(-2.40%)
CSCO,Cisco,0.48%,-8.63,(-10.09%)
MRK,Merck & Co.,0.48%,1.21,(1.01%)
LRCX,Lam Research,0.47%,2.06,(0.88%)
PM,Philip Morris International,0.47%,3.12,(1.67%)
GS,Goldman Sachs,0.45%,8.19,(0.87%)
MS,Morgan Stanley,0.44%,-0.51,(-0.29%)
WFC,Wells Fargo,0.43%,-0.9,(-1.01%)
RTX,RTX Corporation,0.43%,3.56,(1.81%)
AMAT,Applied Materials,0.42%,-2.92,(-0.86%)
UNH,UnitedHealth Group,0.41%,3.6,(1.29%)
IBM,IBM,0.39%,-7.49,(-2.75%)
AXP,American Express,0.39%,1.09,(0.31%)
TMUS,T-Mobile US,0.39%,7.36,(3.51%)
INTC,Intel,0.38%,-0.27,(-0.55%)
MCD,McDonald's,0.37%,4.16,(1.29%)
PEP,PepsiCo,0.37%,0.76,(0.45%)
GEV,GE Vernova,0.36%,7.89,(0.96%)
LIN,Linde plc,0.35%,4.47,(0.96%)
VZ,Verizon,0.33%,0.6,(1.23%)
TXN,Texas Instruments,0.33%,1.1,(0.49%)
T,AT&T,0.32%,0.58,(2.02%)
C,Citigroup,0.32%,-1.79,(-1.53%)
AMGN,Amgen,0.31%,0.76,(0.21%)
ABT,Abbott Laboratories,0.31%,-1.1,(-0.97%)
KLAC,KLA Corporation,0.31%,8.46,(0.57%)
NEE,NextEra Energy,0.31%,1.16,(1.27%)
TMO,Thermo Fisher Scientific,0.31%,-15.76,(-2.99%)
BA,Boeing,0.30%,6.98,(2.95%)
GILD,Gilead Sciences,0.30%,-4.1,(-2.63%)
DIS,Walt Disney Company (The),0.29%,-4.7,(-4.35%)
