Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.67%,-3.29,(-0.35%)
CAT,Caterpillar Inc.,8.03%,3.36,(0.53%)
MSFT,Microsoft Corporation,6.04%,10.62,(2.26%)
HD,"The Home Depot, Inc.",4.78%,-5.76,(-1.49%)
AXP,American Express Company,4.52%,-3.18,(-0.88%)
AMGN,Amgen Inc.,4.39%,-0.66,(-0.19%)
SHW,Sherwin-Williams,4.36%,-1.43,(-0.41%)
V,Visa Inc.,4.09%,-3.25,(-0.99%)
MCD,McDonald's Corporation,3.94%,0.89,(0.28%)
JPM,JPMorgan Chase & Co.,3.77%,-0.86,(-0.29%)
IBM,International Business Machines Corporation,3.70%,-2.24,(-0.76%)
UNH,UnitedHealth Group Incorporated,3.54%,-69.86,(-19.87%)
TRV,"The Travelers Companies, Inc.",3.53%,-0.74,(-0.26%)
AAPL,Apple Inc.,3.26%,3.88,(1.52%)
AMZN,"Amazon.com, Inc.amazon.com",3.07%,6.26,(2.63%)
BA,The Boeing Company,3.07%,-4.44,(-1.79%)
CRM,"Salesforce, Inc.",2.85%,-2.37,(-1.03%)
JNJ,Johnson & Johnson,2.82%,3.22,(1.45%)
HON,Honeywell International Inc.,2.78%,-0.02,(-0.01%)
NVDA,Nvidia,2.38%,2.61,(1.40%)
CVX,Chevron Corporation,2.12%,1.25,(0.75%)
MMM,3M Company,2.00%,-0.64,(-0.40%)
PG,The Procter & Gamble Company,1.86%,-1.17,(-0.78%)
WMT,Walmart Inc.,1.47%,-0.67,(-0.57%)
DIS,The Walt Disney Company,1.39%,-0.67,(-0.60%)
MRK,"Merck & Co., Inc.",1.36%,0.48,(0.45%)
CSCO,"Cisco Systems, Inc.",0.99%,1.87,(2.43%)
KO,The Coca-Cola Company,0.92%,0.8,(1.10%)
NKE,"Nike, Inc.",0.79%,-1.9,(-2.93%)
VZ,Verizon Communications Inc.,0.49%,-0.32,(-0.82%)
