Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.31%,3.16,(1.70%)
AAPL,Apple Inc.,6.09%,5.68,(2.23%)
MSFT,Microsoft,5.67%,10.29,(2.19%)
AMZN,Amazon,4.10%,3.52,(1.48%)
GOOGL,Alphabet Inc. (Class A),3.32%,1.84,(0.55%)
GOOG,Alphabet Inc. (Class C),3.09%,1.84,(0.55%)
META,Meta Platforms,2.67%,-5.21,(-0.78%)
AVGO,Broadcom,2.51%,9.38,(2.89%)
TSLA,"Tesla, Inc.",2.29%,-1.37,(-0.32%)
BRK.B,Berkshire Hathaway,1.63%,-8.4,(-1.74%)
LLY,Lilly (Eli),1.50%,-9.24,(-0.87%)
WMT,Walmart,1.47%,-1.49,(-1.27%)
JPM,JPMorgan Chase,1.28%,-2.15,(-0.72%)
V,Visa Inc.,1.00%,-1.69,(-0.52%)
XOM,ExxonMobil,0.91%,1.77,(1.32%)
JNJ,Johnson & Johnson,0.86%,3.19,(1.44%)
ORCL,Oracle Corporation,0.80%,-5.84,(-3.20%)
MA,Mastercard,0.75%,-4.06,(-0.77%)
MU,Micron Technology,0.73%,20.99,(5.39%)
COST,Costco,0.68%,-12.41,(-1.27%)
AMD,Advanced Micro Devices,0.65%,1.01,(0.40%)
PLTR,Palantir Technologies,0.63%,-0.93,(-0.55%)
ABBV,AbbVie,0.63%,2.45,(1.11%)
HD,Home Depot (The),0.60%,-7.42,(-1.92%)
BAC,Bank of America,0.59%,-0.1,(-0.19%)
NFLX,Netflix,0.57%,-1.63,(-1.90%)
PG,Procter & Gamble,0.55%,-0.48,(-0.32%)
CVX,Chevron Corporation,0.53%,0.74,(0.44%)
KO,Coca-Cola Company (The),0.50%,0.73,(1.01%)
GE,GE Aerospace,0.49%,1.31,(0.45%)
CSCO,Cisco,0.49%,1.31,(1.71%)
LRCX,Lam Research,0.48%,16.42,(7.37%)
CAT,Caterpillar Inc.,0.47%,1.3,(0.20%)
MS,Morgan Stanley,0.46%,-0.36,(-0.20%)
GS,Goldman Sachs,0.44%,-10.88,(-1.17%)
PM,Philip Morris International,0.44%,0.94,(0.54%)
IBM,IBM,0.44%,-2.66,(-0.90%)
WFC,Wells Fargo,0.43%,0.49,(0.56%)
MRK,Merck & Co.,0.42%,0.03,(0.03%)
AMAT,Applied Materials,0.42%,16.75,(5.24%)
RTX,RTX Corporation,0.42%,4.11,(2.12%)
UNH,UnitedHealth Group,0.40%,-70.03,(-19.92%)
AXP,American Express,0.39%,-5.29,(-1.45%)
TMO,Thermo Fisher Scientific,0.37%,-2.16,(-0.35%)
MCD,McDonald's,0.35%,0.16,(0.05%)
INTC,Intel,0.35%,1.46,(3.45%)
CRM,Salesforce,0.34%,-1.24,(-0.54%)
LIN,Linde plc,0.34%,1.02,(0.22%)
KLAC,KLA Corporation,0.34%,71.31,(4.62%)
TMUS,T-Mobile US,0.33%,-3.42,(-1.82%)
PEP,PepsiCo,0.32%,1.39,(0.96%)
C,Citigroup,0.32%,-0.34,(-0.30%)
APH,Amphenol,0.32%,7.27,(4.67%)
DIS,Walt Disney Company (The),0.31%,-1.18,(-1.06%)
BA,Boeing,0.31%,-2.48,(-1.00%)
AMGN,Amgen,0.30%,-0.39,(-0.11%)
GEV,GE Vernova,0.30%,27.06,(4.06%)
ANET,Arista Networks,0.30%,4.56,(3.18%)
ABT,Abbott Laboratories,0.30%,-1.59,(-1.46%)
ISRG,Intuitive Surgical,0.30%,-3.43,(-0.65%)
SCHW,Charles Schwab Corporation,0.29%,-0.03,(-0.03%)
APP,AppLovin Corporation,0.29%,3.93,(0.73%)
NEE,NextEra Energy,0.29%,1.96,(2.29%)
TXN,Texas Instruments,0.28%,0.82,(0.42%)
GILD,Gilead Sciences,0.28%,2.27,(1.65%)
BLK,BlackRock,0.27%,-23.03,(-2.05%)
UBER,Uber,0.27%,-0.57,(-0.69%)
ACN,Accenture,0.27%,-5.96,(-2.12%)
BKNG,Booking Holdings,0.26%,49.77,(0.97%)
DHR,Danaher Corporation,0.26%,-1.62,(-0.68%)
QCOM,Qualcomm,0.26%,0.54,(0.35%)
VZ,Verizon,0.26%,-0.38,(-0.97%)
TJX,TJX Companies,0.26%,-2.04,(-1.36%)
T,AT&T,0.26%,-0.34,(-1.46%)
SPGI,S&P Global,0.25%,-4.87,(-0.91%)
LOW,Lowe's,0.24%,-5.16,(-1.85%)
INTU,Intuit,0.24%,-17.94,(-3.19%)
PFE,Pfizer,0.24%,0.57,(2.22%)
ADI,Analog Devices,0.24%,1.72,(0.57%)
DE,Deere & Company,0.22%,1.53,(0.30%)
HON,Honeywell,0.22%,-0.39,(-0.18%)
NOW,ServiceNow,0.22%,-3.82,(-2.80%)
BSX,Boston Scientific,0.22%,-0.25,(-0.27%)
UNP,Union Pacific Corporation,0.22%,1.6,(0.69%)
NEM,Newmont,0.22%,-0.29,(-0.23%)
LMT,Lockheed Martin,0.22%,8.51,(1.46%)
SYK,Stryker Corporation,0.22%,-2.1,(-0.59%)
COF,Capital One,0.21%,-4.67,(-2.12%)
ETN,Eaton Corporation,0.21%,5.34,(1.61%)
MDT,Medtronic,0.21%,0.64,(0.64%)
PANW,Palo Alto Networks,0.20%,-0.95,(-0.51%)
WELL,Welltower,0.20%,-0.54,(-0.29%)
COP,ConocoPhillips,0.19%,0.95,(0.97%)
PGR,Progressive Corporation,0.19%,0.4,(0.19%)
VRTX,Vertex Pharmaceuticals,0.19%,0.8,(0.17%)
ADBE,Adobe Inc.,0.19%,-10.09,(-3.31%)
