Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.33%,0.9,(0.51%)
AAPL,Apple Inc.,11.13%,0.56,(0.23%)
MSFT,Microsoft,10.30%,-2.21,(-0.49%)
AMZN,Amazon,7.55%,-0.4,(-0.17%)
GOOGL,Alphabet Inc. (Class A),6.13%,-2.22,(-0.69%)
GOOG,Alphabet Inc. (Class C),5.70%,-2.05,(-0.64%)
AVGO,Broadcom Inc.,4.86%,1.7,(0.51%)
META,Meta Platforms,4.68%,1.36,(0.23%)
TSLA,"Tesla, Inc.",4.29%,1.74,(0.41%)
ASML,ASML Holding,1.58%,3.95,(0.30%)
COST,Costco,1.30%,-5.6,(-0.58%)
MU,Micron Technology,1.28%,7.58,(2.08%)
PLTR,Palantir Technologies,1.23%,0.08,(0.05%)
AMD,Advanced Micro Devices Inc.,1.17%,3.56,(1.53%)
NFLX,Netflix,1.05%,-6.29,(-7.21%)
CSCO,Cisco,0.89%,-0.16,(-0.21%)
LRCX,Lam Research,0.86%,1.36,(0.61%)
AZN,AstraZeneca,0.85%,-0.17,(-0.18%)
AMAT,Applied Materials,0.77%,0.5,(0.16%)
INTC,Intel,0.73%,1.59,(3.28%)
TMUS,T-Mobile US,0.63%,-0.72,(-0.39%)
LIN,Linde plc,0.62%,-1.79,(-0.41%)
PEP,PepsiCo,0.61%,-0.91,(-0.62%)
KLAC,KLA Corporation,0.60%,3.93,(0.26%)
SHOP,Shopify,0.58%,0.61,(0.42%)
ISRG,Intuitive Surgical,0.58%,2.9,(0.55%)
APP,Applovin Corp,0.57%,-10.61,(-1.88%)
AMGN,Amgen,0.54%,-2.73,(-0.82%)
TXN,Texas Instruments,0.53%,0.16,(0.08%)
QCOM,Qualcomm,0.50%,-0.19,(-0.12%)
BKNG,Booking Holdings,0.50%,3.5,(0.07%)
PDD,PDD Holdings,0.47%,4.09,(3.92%)
GILD,Gilead Sciences,0.47%,-0.18,(-0.14%)
INTU,Intuit,0.45%,-0.6,(-0.11%)
ADI,Analog Devices,0.44%,0.38,(0.13%)
HON,Honeywell,0.42%,-0.02,(-0.01%)
PANW,Palo Alto Networks,0.39%,-0.53,(-0.29%)
ADBE,Adobe Inc.,0.37%,0.1,(0.04%)
ARM,Arm Holdings,0.36%,5.08,(4.74%)
VRTX,Vertex Pharmaceuticals,0.34%,-1.45,(-0.33%)
CRWD,CrowdStrike,0.34%,-1.22,(-0.28%)
CEG,Constellation Energy,0.33%,3.1,(1.05%)
SBUX,Starbucks,0.33%,-0.28,(-0.30%)
MELI,MercadoLibre,0.32%,1.85,(0.09%)
ADP,ADP,0.31%,-1.06,(-0.42%)
CMCSA,Comcast,0.31%,-0.05,(-0.20%)
SNPS,Synopsys,0.30%,-1.32,(-0.26%)
DASH,DoorDash,0.27%,-1.17,(-0.57%)
MAR,Marriott International,0.26%,3.31,(1.05%)
CDNS,Cadence Design Systems,0.26%,-1.05,(-0.34%)
ORLY,O'Reilly Automotive,0.25%,-0.49,(-0.51%)
MNST,Monster Beverage,0.24%,0.03,(0.04%)
ABNB,Airbnb,0.24%,-0.6,(-0.46%)
CTAS,Cintas,0.24%,-0.58,(-0.30%)
REGN,Regeneron Pharmaceuticals,0.24%,-1.56,(-0.21%)
MDLZ,Mondelez International,0.23%,0.03,(0.06%)
WBD,Warner Bros. Discovery,0.22%,0.07,(0.23%)
MRVL,Marvell Technology,0.21%,0.7,(0.88%)
CSX,CSX Corporation,0.20%,-0.18,(-0.51%)
AEP,American Electric Power,0.20%,0.53,(0.44%)
PCAR,Paccar,0.19%,0.01,(0.00%)
ROST,Ross Stores,0.19%,0.99,(0.52%)
NXPI,NXP Semiconductors,0.18%,1.31,(0.57%)
