Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",12.01%,1.13,(0.12%)
CAT,Caterpillar Inc.,8.01%,0.85,(0.14%)
MSFT,Microsoft Corporation,5.75%,-2.21,(-0.49%)
HD,"The Home Depot, Inc.",4.76%,-1.0,(-0.27%)
AXP,American Express Company,4.50%,1.31,(0.37%)
SHW,Sherwin-Williams,4.42%,0.27,(0.08%)
UNH,UnitedHealth Group Incorporated,4.28%,-1.69,(-0.50%)
AMGN,Amgen Inc.,4.17%,-2.73,(-0.82%)
V,Visa Inc.,4.14%,-0.31,(-0.10%)
JPM,JPMorgan Chase & Co.,3.85%,0.26,(0.09%)
MCD,McDonald's Corporation,3.85%,-0.3,(-0.10%)
IBM,International Business Machines Corporation,3.71%,0.2,(0.07%)
TRV,"The Travelers Companies, Inc.",3.41%,-1.61,(-0.60%)
BA,The Boeing Company,3.16%,-0.85,(-0.34%)
AAPL,Apple Inc.,3.14%,0.56,(0.23%)
AMZN,"Amazon.com, Inc.amazon.com",2.93%,-0.41,(-0.18%)
CRM,"Salesforce, Inc.",2.79%,-0.77,(-0.35%)
HON,Honeywell International Inc.,2.73%,-0.02,(-0.01%)
JNJ,Johnson & Johnson,2.70%,-6.09,(-2.79%)
NVDA,Nvidia,2.28%,0.9,(0.51%)
CVX,Chevron Corporation,2.12%,1.01,(0.61%)
MMM,3M Company,1.99%,0.0,(0.00%)
PG,The Procter & Gamble Company,1.87%,-0.24,(-0.16%)
WMT,Walmart Inc.,1.50%,-0.67,(-0.57%)
DIS,The Walt Disney Company,1.40%,-0.06,(-0.05%)
MRK,"Merck & Co., Inc.",1.39%,0.1,(0.09%)
CSCO,"Cisco Systems, Inc.",0.93%,-0.16,(-0.21%)
KO,The Coca-Cola Company,0.91%,-0.33,(-0.46%)
NKE,"Nike, Inc.",0.81%,0.02,(0.03%)
VZ,Verizon Communications Inc.,0.50%,0.02,(0.04%)
