Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.13%,10.88,(6.33%)
AAPL,Apple Inc.,6.57%,3.01,(1.09%)
MSFT,Microsoft,4.70%,0.38,(0.10%)
AMZN,Amazon,3.51%,-18.12,(-8.14%)
GOOGL,Alphabet Inc. (Class A),3.22%,-10.42,(-3.15%)
GOOG,Alphabet Inc. (Class C),3.00%,-10.11,(-3.05%)
META,Meta Platforms,2.66%,-15.25,(-2.28%)
AVGO,Broadcom,2.48%,14.77,(4.76%)
TSLA,"Tesla, Inc.",2.47%,12.1,(3.04%)
BRK.B,Berkshire Hathaway,1.76%,4.94,(0.98%)
WMT,Walmart,1.65%,2.29,(1.81%)
LLY,Lilly (Eli),1.51%,30.77,(3.01%)
JPM,JPMorgan Chase,1.39%,12.05,(3.89%)
V,Visa Inc.,1.02%,0.42,(0.13%)
XOM,ExxonMobil,1.00%,3.1,(2.12%)
JNJ,Johnson & Johnson,0.93%,1.93,(0.81%)
MA,Mastercard,0.78%,-5.42,(-0.98%)
COST,Costco,0.71%,5.05,(0.51%)
MU,Micron Technology,0.69%,0.57,(0.15%)
BAC,Bank of America,0.65%,1.4,(2.55%)
ORCL,Oracle Corporation,0.65%,3.77,(2.77%)
ABBV,AbbVie,0.63%,4.27,(1.95%)
HD,Home Depot (The),0.62%,2.5,(0.65%)
PG,Procter & Gamble,0.59%,0.79,(0.50%)
CVX,Chevron Corporation,0.58%,2.49,(1.39%)
NFLX,Netflix,0.55%,0.3,(0.38%)
KO,Coca-Cola Company (The),0.54%,0.2,(0.26%)
AMD,Advanced Micro Devices,0.54%,13.25,(6.88%)
GE,GE Aerospace,0.54%,11.97,(3.91%)
CAT,Caterpillar Inc.,0.53%,32.65,(4.81%)
CSCO,Cisco,0.53%,0.78,(0.95%)
PLTR,Palantir Technologies,0.51%,4.17,(3.20%)
MRK,Merck & Co.,0.49%,2.52,(2.11%)
WFC,Wells Fargo,0.47%,2.11,(2.30%)
PM,Philip Morris International,0.47%,4.25,(2.33%)
MS,Morgan Stanley,0.46%,4.05,(2.30%)
LRCX,Lam Research,0.45%,13.6,(6.37%)
GS,Goldman Sachs,0.44%,31.32,(3.52%)
IBM,IBM,0.44%,5.46,(1.88%)
RTX,RTX Corporation,0.43%,3.72,(1.90%)
AMAT,Applied Materials,0.41%,14.89,(4.90%)
INTC,Intel,0.40%,1.63,(3.39%)
UNH,UnitedHealth Group,0.40%,3.88,(1.45%)
AXP,American Express,0.39%,3.73,(1.05%)
MCD,McDonald's,0.37%,2.05,(0.63%)
PEP,PepsiCo,0.37%,1.14,(0.68%)
TMUS,T-Mobile US,0.36%,-2.3,(-1.14%)
C,Citigroup,0.34%,6.06,(5.23%)
LIN,Linde plc,0.34%,-6.49,(-1.41%)
GEV,GE Vernova,0.33%,28.08,(3.81%)
TMO,Thermo Fisher Scientific,0.33%,-0.22,(-0.04%)
AMGN,Amgen,0.32%,5.94,(1.61%)
TXN,Texas Instruments,0.32%,-4.76,(-2.12%)
VZ,Verizon,0.31%,-0.7,(-1.48%)
T,AT&T,0.31%,-0.05,(-0.18%)
BA,Boeing,0.31%,5.85,(2.47%)
ABT,Abbott Laboratories,0.31%,0.28,(0.26%)
DIS,Walt Disney Company (The),0.30%,2.14,(2.04%)
NEE,NextEra Energy,0.30%,0.21,(0.24%)
GILD,Gilead Sciences,0.30%,0.58,(0.39%)
KLAC,KLA Corporation,0.30%,87.44,(6.57%)
SCHW,Charles Schwab Corporation,0.30%,2.21,(2.17%)
CRM,Salesforce,0.29%,-0.37,(-0.20%)
ISRG,Intuitive Surgical,0.28%,12.3,(2.58%)
TJX,TJX Companies,0.28%,0.44,(0.28%)
ANET,Arista Networks,0.27%,4.81,(3.74%)
APH,Amphenol,0.27%,8.75,(6.85%)
BLK,BlackRock,0.26%,-3.7,(-0.35%)
DE,Deere & Company,0.25%,12.12,(2.14%)
LOW,Lowe's,0.25%,3.35,(1.22%)
ADI,Analog Devices,0.25%,-2.9,(-0.90%)
PFE,Pfizer,0.25%,0.54,(2.02%)
UBER,Uber,0.25%,-1.34,(-1.78%)
DHR,Danaher Corporation,0.24%,-0.87,(-0.40%)
HON,Honeywell,0.24%,3.8,(1.62%)
UNP,Union Pacific Corporation,0.24%,0.06,(0.02%)
QCOM,Qualcomm,0.24%,1.67,(1.23%)
ACN,Accenture,0.23%,3.07,(1.31%)
ETN,Eaton Corporation,0.23%,13.96,(3.94%)
BKNG,Booking Holdings,0.23%,-36.75,(-0.83%)
LMT,Lockheed Martin,0.23%,4.1,(0.67%)
COF,Capital One,0.22%,6.54,(3.01%)
SYK,Stryker Corporation,0.22%,-4.06,(-1.12%)
SPGI,S&P Global,0.22%,-9.09,(-2.01%)
COP,ConocoPhillips,0.21%,2.68,(2.55%)
APP,AppLovin Corporation,0.21%,17.0,(4.53%)
WELL,Welltower,0.21%,1.88,(0.99%)
MDT,Medtronic,0.21%,-0.39,(-0.37%)
CB,Chubb Limited,0.21%,1.75,(0.53%)
PLD,Prologis,0.20%,0.33,(0.24%)
BMY,Bristol Myers Squibb,0.20%,2.02,(3.39%)
NEM,Newmont,0.20%,5.38,(4.96%)
PH,Parker Hannifin,0.20%,14.86,(1.54%)
INTU,Intuit,0.20%,9.42,(2.17%)
PGR,Progressive Corporation,0.19%,-1.52,(-0.73%)
VRTX,Vertex Pharmaceuticals,0.19%,10.14,(2.21%)
MCK,McKesson Corporation,0.19%,-12.48,(-1.30%)
HCA,HCA Healthcare,0.19%,-2.75,(-0.53%)
BSX,Boston Scientific,0.19%,0.38,(0.49%)
CMCSA,Comcast,0.18%,0.29,(0.92%)
SBUX,Starbucks,0.18%,1.75,(1.82%)
ADBE,Adobe Inc.,0.18%,-1.54,(-0.57%)
MO,Altria,0.18%,0.24,(0.37%)
PANW,Palo Alto Networks,0.17%,0.28,(0.18%)
CME,CME Group,0.17%,1.39,(0.47%)
NOW,ServiceNow,0.17%,-1.88,(-1.83%)
NOC,Northrop Grumman,0.16%,10.51,(1.51%)
BX,Blackstone Inc.,0.16%,0.99,(0.78%)
TT,Trane Technologies,0.16%,13.99,(3.21%)
SO,Southern Company,0.16%,-0.96,(-1.06%)
UPS,United Parcel Service,0.16%,0.35,(0.30%)
GLW,Corning Inc.,0.16%,2.81,(2.49%)
CVS,CVS Health,0.16%,1.61,(2.11%)
PNC,PNC Financial Services,0.16%,4.04,(1.69%)
ICE,Intercontinental Exchange,0.16%,1.83,(1.09%)
CRWD,CrowdStrike,0.16%,7.27,(1.93%)
GD,General Dynamics,0.16%,5.23,(1.48%)
DUK,Duke Energy,0.15%,-1.05,(-0.85%)
NKE,"Nike, Inc.",0.15%,1.12,(1.78%)
USB,U.S. Bancorp,0.15%,1.27,(2.15%)
ADP,Automatic Data Processing,0.15%,-1.54,(-0.66%)
CEG,Constellation Energy,0.15%,11.17,(4.52%)
RCL,Royal Caribbean Group,0.15%,15.67,(4.80%)
WM,Waste Management,0.15%,1.57,(0.69%)
KKR,KKR,0.15%,3.02,(3.04%)
MRSH,"Marsh & McLennan Companies, Inc.",0.15%,0.17,(0.09%)
MMM,3M,0.15%,7.27,(4.40%)
STX,Seagate Technology,0.15%,10.7,(2.64%)
WDC,Western Digital,0.15%,6.43,(2.47%)
SHW,Sherwin-Williams,0.14%,1.98,(0.55%)
MAR,Marriott International,0.14%,2.91,(0.89%)
HWM,Howmet Aerospace,0.14%,9.92,(4.73%)
EMR,Emerson Electric,0.14%,4.97,(3.29%)
FCX,Freeport-McMoRan,0.14%,1.36,(2.29%)
FDX,FedEx,0.14%,1.28,(0.35%)
SNDK,Sandisk Corporation,0.14%,5.43,(0.94%)
ITW,Illinois Tool Works,0.14%,6.06,(2.10%)
BK,BNY Mellon,0.14%,3.06,(2.54%)
CRH,CRH plc,0.14%,4.11,(3.37%)
JCI,Johnson Controls,0.13%,3.6,(2.72%)
WMB,Williams Companies,0.13%,0.34,(0.51%)
EQIX,Equinix,0.13%,26.48,(3.28%)
ECL,Ecolab,0.13%,1.13,(0.39%)
REGN,Regeneron Pharmaceuticals,0.13%,7.8,(1.02%)
MCO,Moody's Corporation,0.13%,-5.67,(-1.24%)
MNST,Monster Beverage,0.13%,0.57,(0.70%)
DELL,Dell Technologies,0.13%,5.77,(5.00%)
SNPS,Synopsys,0.13%,7.89,(1.92%)
AMT,American Tower,0.13%,-1.41,(-0.82%)
DASH,DoorDash,0.13%,-0.1,(-0.05%)
CI,Cigna,0.13%,10.92,(3.84%)
CMI,Cummins,0.13%,26.12,(4.83%)
ORLY,O'Reilly Auto Parts,0.13%,-0.36,(-0.39%)
CTAS,Cintas,0.13%,0.91,(0.47%)
MDLZ,Mondelez International,0.12%,-0.09,(-0.15%)
CL,Colgate-Palmolive,0.12%,0.05,(0.05%)
APO,Apollo Global Management,0.12%,5.29,(4.20%)
CDNS,Cadence Design Systems,0.12%,8.65,(3.20%)
SLB,Schlumberger,0.12%,1.22,(2.46%)
GM,General Motors,0.12%,-0.03,(-0.03%)
CSX,CSX Corporation,0.12%,0.31,(0.79%)
PWR,Quanta Services,0.12%,20.69,(4.33%)
HOOD,"Robinhood Markets, Inc.",0.12%,9.26,(12.74%)
AON,Aon,0.12%,-0.95,(-0.28%)
ELV,Elevance Health,0.12%,-2.93,(-0.88%)
ABNB,Airbnb,0.12%,-0.94,(-0.78%)
TDG,TransDigm Group,0.12%,24.04,(1.90%)
HLT,Hilton Worldwide,0.12%,2.2,(0.71%)
TFC,Truist Financial,0.11%,0.69,(1.25%)
COR,Cencora,0.11%,5.55,(1.58%)
MSI,Motorola Solutions,0.11%,-1.34,(-0.32%)
NSC,Norfolk Southern Railway,0.11%,-0.25,(-0.08%)
RSG,Republic Services,0.11%,1.87,(0.85%)
KMI,Kinder Morgan,0.11%,0.2,(0.64%)
PCAR,Paccar,0.11%,0.34,(0.26%)
WBD,Warner Bros. Discovery,0.11%,0.22,(0.81%)
TRV,Travelers Companies (The),0.11%,2.96,(0.99%)
LHX,L3Harris,0.10%,4.44,(1.30%)
SPG,Simon Property Group,0.10%,1.75,(0.89%)
AEP,American Electric Power,0.10%,0.06,(0.05%)
PSX,Phillips 66,0.10%,4.45,(2.88%)
APD,Air Products,0.10%,1.77,(0.63%)
TEL,TE Connectivity,0.10%,7.68,(3.68%)
AJG,Arthur J. Gallagher & Co.,0.10%,1.4,(0.58%)
EOG,EOG Resources,0.10%,1.59,(1.41%)
VLO,Valero Energy,0.10%,7.74,(3.98%)
ROST,Ross Stores,0.10%,0.69,(0.36%)
AFL,Aflac,0.10%,-0.92,(-0.78%)
FTNT,Fortinet,0.10%,2.34,(2.97%)
MPC,Marathon Petroleum,0.10%,8.35,(4.26%)
AZO,AutoZone,0.10%,7.02,(0.19%)
BDX,Becton Dickinson,0.09%,1.11,(0.54%)
DLR,Digital Realty,0.09%,5.17,(3.14%)
BKR,Baker Hughes,0.09%,1.73,(3.02%)
O,Realty Income,0.09%,-0.23,(-0.36%)
MPWR,Monolithic Power Systems,0.09%,42.76,(3.70%)
ZTS,Zoetis,0.09%,2.08,(1.65%)
CVNA,Carvana Co.,0.09%,16.87,(4.40%)
SRE,Sempra,0.09%,-0.0,(-0.00%)
GWW,W. W. Grainger,0.09%,2.83,(0.24%)
NXPI,NXP Semiconductors,0.09%,0.65,(0.29%)
URI,United Rentals,0.09%,35.3,(4.16%)
ALL,Allstate,0.09%,-2.79,(-1.30%)
FAST,Fastenal,0.09%,0.54,(1.13%)
F,Ford Motor Company,0.09%,-0.02,(-0.11%)
CAH,Cardinal Health,0.09%,1.59,(0.70%)
CARR,Carrier Global,0.09%,1.32,(2.10%)
AME,Ametek,0.09%,3.42,(1.49%)
