Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",10.69%,-34.82,(-4.02%)
CAT,Caterpillar Inc.,9.02%,-29.54,(-4.04%)
MSFT,Microsoft Corporation,5.27%,5.21,(1.28%)
AMGN,Amgen Inc.,4.71%,-12.5,(-3.30%)
HD,"The Home Depot, Inc.",4.66%,-5.94,(-1.61%)
SHW,Sherwin-Williams,4.32%,-10.99,(-3.16%)
MCD,McDonald's Corporation,4.21%,-4.11,(-1.24%)
V,Visa Inc.,4.10%,-1.35,(-0.42%)
TRV,"The Travelers Companies, Inc.",3.95%,-4.41,(-1.41%)
AXP,American Express Company,3.94%,-4.21,(-1.35%)
JPM,JPMorgan Chase & Co.,3.77%,-5.78,(-1.93%)
UNH,UnitedHealth Group Incorporated,3.70%,-3.51,(-1.20%)
AAPL,Apple Inc.,3.34%,-2.51,(-0.96%)
IBM,International Business Machines Corporation,3.33%,9.1,(3.64%)
JNJ,Johnson & Johnson,3.07%,-6.08,(-2.48%)
HON,Honeywell International Inc.,3.06%,-7.39,(-3.00%)
BA,The Boeing Company,2.85%,-5.08,(-2.23%)
AMZN,"Amazon.com, Inc.amazon.com",2.82%,2.39,(1.10%)
CRM,"Salesforce, Inc.",2.59%,8.88,(4.60%)
CVX,Chevron Corporation,2.43%,3.51,(1.89%)
NVDA,Nvidia,2.35%,-0.41,(-0.22%)
MMM,3M Company,2.00%,-5.18,(-3.22%)
PG,The Procter & Gamble Company,1.98%,-4.15,(-2.62%)
WMT,Walmart Inc.,1.59%,-4.36,(-3.41%)
MRK,"Merck & Co., Inc.",1.49%,-4.27,(-3.55%)
DIS,The Walt Disney Company,1.32%,-0.61,(-0.59%)
CSCO,"Cisco Systems, Inc.",1.03%,-1.04,(-1.28%)
KO,The Coca-Cola Company,0.99%,-1.22,(-1.57%)
NKE,"Nike, Inc.",0.74%,-0.65,(-1.11%)
VZ,Verizon Communications Inc.,0.66%,0.1,(0.20%)
