Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.49%,909.33,-1.45,(-0.16%)
CAT,Caterpillar Inc.,7.35%,581.09,-2.67,(-0.46%)
MSFT,Microsoft Corporation,6.16%,487.16,-0.86,(-0.18%)
AXP,American Express Company,4.81%,380.79,-2.32,(-0.61%)
V,Visa Inc.,4.50%,356.08,0.94,(0.26%)
HD,"The Home Depot, Inc.",4.40%,348.0,0.66,(0.19%)
AMGN,Amgen Inc.,4.20%,332.4,-1.56,(-0.47%)
JPM,JPMorgan Chase & Co.,4.17%,329.72,0.55,(0.17%)
UNH,UnitedHealth Group Incorporated,4.13%,327.01,-0.57,(-0.18%)
SHW,Sherwin-Williams,4.10%,324.02,-1.34,(-0.41%)
MCD,McDonald's Corporation,3.94%,311.95,-1.38,(-0.44%)
IBM,International Business Machines Corporation,3.85%,304.79,0.23,(0.08%)
TRV,"The Travelers Companies, Inc.",3.71%,293.43,-0.41,(-0.14%)
AAPL,Apple Inc.,3.47%,274.83,1.02,(0.37%)
CRM,"Salesforce, Inc.",3.37%,266.4,1.14,(0.43%)
AMZN,"Amazon.com, Inc.amazon.com",2.93%,231.88,-0.5,(-0.21%)
BA,The Boeing Company,2.76%,218.04,-0.12,(-0.05%)
JNJ,Johnson & Johnson,2.63%,207.7,-0.08,(-0.04%)
HON,Honeywell International Inc.,2.48%,196.43,-0.5,(-0.25%)
NVDA,Nvidia,2.43%,191.91,3.3,(1.75%)
MMM,3M Company,2.02%,160.18,-0.16,(-0.10%)
CVX,Chevron Corporation,1.91%,151.07,0.57,(0.38%)
PG,The Procter & Gamble Company,1.83%,145.11,0.62,(0.43%)
DIS,The Walt Disney Company,1.45%,114.5,0.02,(0.02%)
WMT,Walmart Inc.,1.41%,111.52,-0.09,(-0.08%)
MRK,"Merck & Co., Inc.",1.35%,106.87,0.42,(0.40%)
CSCO,"Cisco Systems, Inc.",0.99%,78.06,0.04,(0.05%)
KO,The Coca-Cola Company,0.88%,69.98,-0.13,(-0.18%)
NKE,"Nike, Inc.",0.76%,60.34,0.34,(0.57%)
VZ,Verizon Communications Inc.,0.51%,40.46,0.14,(0.34%)
