Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,7.43%,191.75,3.14,(1.67%)
AAPL,Apple Inc.,6.48%,274.92,1.11,(0.40%)
MSFT,Microsoft,5.77%,486.64,-1.38,(-0.28%)
AMZN,Amazon,3.96%,232.15,-0.23,(-0.10%)
GOOGL,Alphabet Inc. (Class A),3.12%,312.95,-1.14,(-0.36%)
GOOG,Alphabet Inc. (Class C),2.91%,314.38,-1.29,(-0.41%)
META,Meta Platforms,2.67%,664.85,-2.7,(-0.40%)
AVGO,Broadcom,2.66%,352.26,2.04,(0.58%)
TSLA,"Tesla, Inc.",2.52%,476.08,-9.32,(-1.92%)
BRK.B,Berkshire Hathaway,1.72%,500.32,-1.02,(-0.20%)
LLY,Lilly (Eli),1.53%,1071.78,-5.2,(-0.48%)
JPM,JPMorgan Chase,1.43%,328.55,-0.62,(-0.19%)
WMT,Walmart,1.42%,111.59,-0.02,(-0.02%)
V,Visa Inc.,1.09%,355.2,0.06,(0.02%)
ORCL,Oracle Corporation,0.90%,197.52,0.03,(0.01%)
MA,Mastercard,0.83%,579.76,0.31,(0.05%)
XOM,ExxonMobil,0.80%,119.41,0.19,(0.16%)
JNJ,Johnson & Johnson,0.80%,207.68,-0.1,(-0.05%)
PLTR,Palantir Technologies,0.73%,191.89,-2.28,(-1.18%)
BAC,Bank of America,0.66%,56.31,0.05,(0.10%)
ABBV,AbbVie,0.65%,230.02,0.13,(0.06%)
NFLX,Netflix,0.64%,94.51,0.87,(0.93%)
COST,Costco,0.62%,874.91,3.05,(0.35%)
AMD,Advanced Micro Devices,0.56%,216.0,0.96,(0.44%)
HD,Home Depot (The),0.55%,349.46,2.12,(0.61%)
PG,Procter & Gamble,0.54%,145.36,0.86,(0.60%)
GE,GE Aerospace,0.53%,316.8,0.05,(0.02%)
MU,Micron Technology,0.51%,285.88,-0.8,(-0.28%)
CSCO,Cisco,0.49%,77.99,-0.03,(-0.04%)
CVX,Chevron Corporation,0.48%,150.71,0.21,(0.14%)
KO,Coca-Cola Company (The),0.48%,70.05,-0.06,(-0.09%)
WFC,Wells Fargo,0.48%,95.36,0.06,(0.07%)
UNH,UnitedHealth Group,0.48%,329.92,2.34,(0.71%)
MS,Morgan Stanley,0.46%,182.15,0.5,(0.27%)
IBM,IBM,0.45%,304.49,-0.07,(-0.02%)
GS,Goldman Sachs,0.43%,909.37,-1.41,(-0.15%)
