Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,13.65%,190.29,1.68,(0.89%)
AAPL,Apple Inc.,11.92%,273.36,-0.45,(-0.16%)
MSFT,Microsoft,10.69%,487.51,-0.51,(-0.11%)
AMZN,Amazon,7.33%,232.48,0.1,(0.04%)
GOOGL,Alphabet Inc. (Class A),5.78%,313.44,-0.65,(-0.21%)
GOOG,Alphabet Inc. (Class C),5.40%,314.87,-0.8,(-0.25%)
META,Meta Platforms,4.93%,662.88,-4.67,(-0.70%)
AVGO,Broadcom Inc.,4.92%,351.72,1.49,(0.43%)
TSLA,"Tesla, Inc.",4.66%,474.98,-10.42,(-2.15%)
PLTR,Palantir Technologies,1.33%,188.55,-5.62,(-2.89%)
ASML,ASML Holding,1.23%,1077.97,12.44,(1.17%)
NFLX,Netflix,1.18%,94.5,0.86,(0.92%)
COST,Costco,1.14%,873.29,1.42,(0.16%)
AMD,Advanced Micro Devices Inc.,1.03%,214.94,-0.1,(-0.04%)
MU,Micron Technology,0.95%,284.9,-1.79,(-0.62%)
CSCO,Cisco,0.91%,78.29,0.27,(0.35%)
AZN,AstraZeneca,0.85%,92.94,0.49,(0.53%)
APP,Applovin Corp,0.71%,713.71,-13.79,(-1.90%)
TMUS,T-Mobile US,0.66%,200.75,1.73,(0.87%)
LRCX,Lam Research,0.66%,178.22,0.89,(0.50%)
SHOP,Shopify,0.66%,170.77,1.32,(0.78%)
AMAT,Applied Materials,0.61%,262.53,1.75,(0.67%)
ISRG,Intuitive Surgical,0.60%,577.98,0.83,(0.14%)
LIN,Linde plc,0.59%,424.81,-0.09,(-0.02%)
PEP,PepsiCo,0.58%,143.8,0.06,(0.04%)
INTU,Intuit,0.56%,677.11,2.27,(0.34%)
QCOM,Qualcomm,0.55%,174.92,0.15,(0.09%)
AMGN,Amgen,0.53%,333.28,-0.68,(-0.20%)
BKNG,Booking Holdings,0.52%,5449.5,2.99,(0.05%)
INTC,Intel,0.51%,36.17,0.01,(0.03%)
KLAC,KLA Corporation,0.50%,1279.11,2.12,(0.17%)
PDD,PDD Holdings,0.48%,115.04,1.6,(1.41%)
TXN,Texas Instruments,0.47%,176.86,-0.28,(-0.16%)
GILD,Gilead Sciences,0.46%,124.77,-0.91,(-0.72%)
ADBE,Adobe Inc.,0.44%,353.73,0.75,(0.21%)
ADI,Analog Devices,0.40%,277.0,-0.56,(-0.20%)
PANW,Palo Alto Networks,0.39%,188.61,1.39,(0.74%)
HON,Honeywell,0.37%,196.71,-0.22,(-0.11%)
CRWD,CrowdStrike,0.36%,482.4,5.29,(1.11%)
VRTX,Vertex Pharmaceuticals,0.35%,462.87,-0.13,(-0.03%)
ARM,Arm Holdings,0.35%,110.33,-1.22,(-1.10%)
CEG,Constellation Energy,0.33%,360.0,-3.95,(-1.09%)
CMCSA,Comcast,0.32%,29.62,-0.16,(-0.54%)
ADP,ADP,0.31%,260.38,2.28,(0.88%)
MELI,MercadoLibre,0.30%,2004.53,6.32,(0.32%)
DASH,DoorDash,0.30%,232.25,0.19,(0.08%)
SBUX,Starbucks,0.29%,85.1,0.53,(0.62%)
SNPS,Synopsys,0.27%,477.29,1.54,(0.32%)
CDNS,Cadence Design Systems,0.26%,319.15,1.38,(0.44%)
MAR,Marriott International,0.25%,315.58,0.42,(0.13%)
ABNB,Airbnb,0.24%,136.25,-0.53,(-0.39%)
REGN,Regeneron Pharmaceuticals,0.24%,784.66,0.94,(0.12%)
ORLY,O'Reilly Automotive,0.23%,92.26,-0.15,(-0.16%)
CTAS,Cintas,0.23%,191.07,-0.11,(-0.06%)
MNST,Monster Beverage,0.22%,77.31,-0.11,(-0.14%)
MRVL,Marvell Technology,0.22%,86.25,-0.24,(-0.28%)
WBD,Warner Bros. Discovery,0.21%,28.83,-0.4,(-1.37%)
MDLZ,Mondelez International,0.21%,54.63,0.01,(0.01%)
CSX,CSX Corporation,0.20%,36.75,-0.03,(-0.09%)
ADSK,Autodesk,0.19%,300.6,2.39,(0.80%)
AEP,American Electric Power,0.18%,115.75,0.44,(0.38%)
FTNT,Fortinet,0.18%,81.57,0.38,(0.47%)
TRI,Thomson Reuters Corporation,0.17%,133.2,0.19,(0.15%)
PCAR,Paccar,0.17%,111.78,0.27,(0.24%)
ROST,Ross Stores,0.17%,181.1,-0.58,(-0.32%)
WDAY,"Workday, Inc.",0.17%,220.01,3.16,(1.45%)
NXPI,NXP Semiconductors,0.17%,222.87,-2.39,(-1.06%)
PYPL,PayPal,0.17%,59.91,-0.13,(-0.22%)
IDXX,Idexx Laboratories,0.16%,688.52,0.34,(0.05%)
EA,Electronic Arts,0.15%,204.76,-0.02,(-0.01%)
ROP,Roper Technologies,0.14%,450.81,-0.38,(-0.08%)
DDOG,Datadog,0.14%,138.34,0.3,(0.21%)
FAST,Fastenal,0.14%,41.52,-0.31,(-0.75%)
TTWO,Take-Two Interactive,0.14%,256.76,5.16,(2.05%)
AXON,Axon Enterprise Inc.,0.14%,583.6,-7.55,(-1.28%)
MSTR,MicroStrategy Inc.,0.13%,158.73,0.01,(0.01%)
BKR,Baker Hughes,0.13%,45.25,-0.05,(-0.11%)
XEL,Xcel Energy,0.13%,74.42,0.33,(0.45%)
EXC,Exelon,0.13%,43.56,0.04,(0.09%)
TEAM,Atlassian,0.13%,163.01,1.88,(1.17%)
FANG,Diamondback Energy,0.12%,145.03,-1.88,(-1.28%)
CTSH,Cognizant,0.12%,85.53,0.11,(0.12%)
CCEP,Coca-Cola Europacific Partners,0.12%,91.69,0.16,(0.17%)
PAYX,Paychex,0.12%,114.19,-0.39,(-0.34%)
KDP,Keurig Dr Pepper,0.11%,28.09,0.09,(0.30%)
GEHC,GE HealthCare,0.11%,83.61,0.22,(0.26%)
CPRT,Copart,0.11%,39.29,0.18,(0.47%)
ZS,Zscaler,0.11%,230.54,0.94,(0.41%)
MCHP,Microchip Technology,0.10%,64.93,-0.43,(-0.66%)
ODFL,Old Dominion Freight Line,0.10%,159.53,0.16,(0.10%)
VRSK,Verisk,0.09%,220.33,1.47,(0.67%)
KHC,Kraft Heinz,0.08%,24.09,0.07,(0.29%)
CSGP,CoStar Group,0.08%,66.99,0.1,(0.16%)
CHTR,Charter Communications,0.08%,207.34,-1.13,(-0.54%)
DXCM,DexCom,0.08%,67.35,-0.07,(-0.10%)
BIIB,Biogen,0.08%,176.63,0.29,(0.17%)
LULU,Lululemon Athletica,0.07%,208.61,-1.8,(-0.85%)
ON,Onsemi,0.07%,54.89,-0.2,(-0.35%)
GFS,GlobalFoundries,0.06%,35.81,0.05,(0.15%)
TTD,Trade Desk (The),0.05%,38.25,0.13,(0.33%)
CDW,CDW Corporation,0.05%,139.71,1.0,(0.72%)
