Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.64%,1.95,(1.06%)
AAPL,Apple Inc.,10.94%,-0.44,(-0.18%)
MSFT,Microsoft,10.05%,-0.74,(-0.16%)
AMZN,Amazon,7.52%,-0.0,(-0.00%)
GOOGL,Alphabet Inc. (Class A),6.21%,0.25,(0.07%)
GOOG,Alphabet Inc. (Class C),5.78%,0.22,(0.07%)
META,Meta Platforms,4.87%,-4.74,(-0.73%)
AVGO,Broadcom Inc.,4.52%,-7.93,(-2.44%)
TSLA,"Tesla, Inc.",4.46%,-2.61,(-0.58%)
ASML,ASML Holding,1.59%,-33.47,(-2.40%)
MU,Micron Technology,1.33%,-4.39,(-1.10%)
COST,Costco,1.30%,-3.67,(-0.38%)
AMD,Advanced Micro Devices Inc.,1.27%,5.81,(2.29%)
PLTR,Palantir Technologies,1.19%,0.45,(0.27%)
NFLX,Netflix,1.06%,0.04,(0.05%)
CSCO,Cisco,0.88%,-0.25,(-0.33%)
AZN,AstraZeneca,0.86%,0.42,(0.46%)
LRCX,Lam Research,0.82%,-2.29,(-1.04%)
AMAT,Applied Materials,0.76%,0.71,(0.22%)
INTC,Intel,0.69%,-6.49,(-11.95%)
TMUS,T-Mobile US,0.62%,-0.09,(-0.05%)
LIN,Linde plc,0.62%,-2.21,(-0.50%)
PEP,PepsiCo,0.59%,0.17,(0.12%)
KLAC,KLA Corporation,0.59%,-9.9,(-0.66%)
ISRG,Intuitive Surgical,0.57%,14.25,(2.71%)
AMGN,Amgen,0.56%,-0.7,(-0.20%)
SHOP,Shopify,0.54%,-0.11,(-0.08%)
TXN,Texas Instruments,0.53%,-0.49,(-0.25%)
APP,Applovin Corp,0.53%,-2.74,(-0.52%)
QCOM,Qualcomm,0.51%,-0.34,(-0.22%)
BKNG,Booking Holdings,0.50%,-5.03,(-0.10%)
GILD,Gilead Sciences,0.49%,0.02,(0.01%)
INTU,Intuit,0.46%,0.33,(0.06%)
PDD,PDD Holdings,0.46%,0.82,(0.77%)
ADI,Analog Devices,0.45%,-1.09,(-0.35%)
HON,Honeywell,0.42%,0.03,(0.01%)
ARM,Arm Holdings,0.39%,3.45,(2.89%)
PANW,Palo Alto Networks,0.38%,-0.02,(-0.01%)
ADBE,Adobe Inc.,0.37%,0.22,(0.07%)
VRTX,Vertex Pharmaceuticals,0.36%,-0.72,(-0.15%)
CRWD,CrowdStrike,0.34%,-0.73,(-0.16%)
SBUX,Starbucks,0.33%,0.56,(0.59%)
MELI,MercadoLibre,0.33%,-1.75,(-0.08%)
CMCSA,Comcast,0.32%,-0.0,(-0.02%)
ADP,ADP,0.32%,-0.04,(-0.01%)
CEG,Constellation Energy,0.31%,0.74,(0.26%)
SNPS,Synopsys,0.29%,-0.79,(-0.16%)
DASH,DoorDash,0.27%,0.22,(0.11%)
MAR,Marriott International,0.26%,-1.24,(-0.38%)
CDNS,Cadence Design Systems,0.26%,-1.84,(-0.58%)
ORLY,O'Reilly Automotive,0.25%,-0.0,(-0.01%)
ABNB,Airbnb,0.24%,0.01,(0.01%)
REGN,Regeneron Pharmaceuticals,0.24%,-0.97,(-0.13%)
MNST,Monster Beverage,0.24%,-0.21,(-0.26%)
CTAS,Cintas,0.23%,-1.19,(-0.62%)
MDLZ,Mondelez International,0.22%,-0.07,(-0.13%)
WBD,Warner Bros. Discovery,0.21%,-0.05,(-0.18%)
MRVL,Marvell Technology,0.21%,-2.38,(-2.86%)
CSX,CSX Corporation,0.20%,0.85,(2.39%)
PCAR,Paccar,0.19%,-0.12,(-0.10%)
AEP,American Electric Power,0.19%,0.04,(0.04%)
FTNT,Fortinet,0.18%,4.75,(6.13%)
ROST,Ross Stores,0.18%,-0.05,(-0.03%)
NXPI,NXP Semiconductors,0.18%,-1.45,(-0.61%)
ADSK,Autodesk,0.17%,-1.95,(-0.72%)
IDXX,Idexx Laboratories,0.17%,0.22,(0.03%)
TRI,Thomson Reuters Corporation,0.16%,0.04,(0.03%)
BKR,Baker Hughes,0.16%,0.12,(0.21%)
PYPL,PayPal,0.16%,-0.07,(-0.12%)
FAST,Fastenal,0.15%,-0.09,(-0.21%)
EA,Electronic Arts,0.15%,-0.1,(-0.05%)
WDAY,"Workday, Inc.",0.15%,-0.62,(-0.33%)
AXON,Axon Enterprise Inc.,0.15%,2.64,(0.43%)
MSTR,MicroStrategy Inc.,0.14%,-0.06,(-0.04%)
DDOG,Datadog,0.14%,-0.65,(-0.50%)
EXC,Exelon,0.14%,0.05,(0.11%)
XEL,Xcel Energy,0.13%,-0.01,(-0.01%)
TTWO,Take-Two Interactive,0.13%,0.02,(0.01%)
FANG,Diamondback Energy,0.13%,1.45,(0.95%)
ROP,Roper Technologies,0.13%,-0.67,(-0.16%)
CTSH,Cognizant,0.12%,-0.2,(-0.24%)
MCHP,Microchip Technology,0.12%,-0.22,(-0.29%)
CPRT,Copart,0.12%,0.03,(0.07%)
CCEP,Coca-Cola Europacific Partners,0.12%,-0.53,(-0.59%)
PAYX,Paychex,0.12%,-0.19,(-0.17%)
KDP,Keurig Dr Pepper,0.11%,0.0,(0.00%)
