Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.30%,-2.29,(-1.27%)
AAPL,Apple Inc.,11.32%,0.88,(0.35%)
MSFT,Microsoft,8.89%,-2.29,(-0.58%)
AMZN,Amazon,6.86%,-2.07,(-0.99%)
GOOGL,Alphabet Inc. (Class A),5.87%,-2.22,(-0.72%)
GOOG,Alphabet Inc. (Class C),5.46%,-2.25,(-0.74%)
META,Meta Platforms,4.74%,-6.56,(-1.07%)
AVGO,Broadcom Inc.,4.56%,-2.38,(-0.75%)
TSLA,"Tesla, Inc.",4.42%,-9.31,(-2.37%)
WMT,Walmart,2.97%,-0.84,(-0.69%)
ASML,ASML Holding,1.60%,-1.27,(-0.09%)
MU,Micron Technology,1.55%,-14.48,(-3.14%)
COST,Costco,1.34%,3.01,(0.31%)
NFLX,Netflix,1.21%,-1.6,(-1.69%)
PLTR,Palantir Technologies,1.12%,-0.46,(-0.30%)
AMD,Advanced Micro Devices Inc.,0.99%,-1.88,(-0.94%)
CSCO,Cisco,0.95%,0.59,(0.76%)
LRCX,Lam Research,0.87%,2.73,(1.22%)
AMAT,Applied Materials,0.87%,5.13,(1.47%)
TMUS,T-Mobile US,0.71%,2.09,(1.01%)
INTC,Intel,0.70%,0.55,(1.21%)
LIN,Linde plc,0.69%,-3.1,(-0.63%)
PEP,PepsiCo,0.65%,0.34,(0.22%)
KLAC,KLA Corporation,0.60%,-3.87,(-0.26%)
AMGN,Amgen,0.58%,1.14,(0.32%)
GILD,Gilead Sciences,0.54%,-0.02,(-0.02%)
ISRG,Intuitive Surgical,0.52%,1.82,(0.38%)
TXN,Texas Instruments,0.52%,-4.38,(-2.29%)
SHOP,Shopify,0.49%,-1.9,(-1.54%)
ADI,Analog Devices,0.46%,-0.5,(-0.16%)
HON,Honeywell,0.45%,-1.8,(-0.78%)
APP,Applovin Corp,0.44%,-22.29,(-5.04%)
QCOM,Qualcomm,0.43%,0.94,(0.72%)
PDD,PDD Holdings,0.43%,-2.77,(-2.75%)
PANW,Palo Alto Networks,0.42%,0.32,(0.19%)
BKNG,Booking Holdings,0.42%,-37.38,(-0.85%)
ARM,Arm Holdings,0.42%,0.76,(0.59%)
INTU,Intuit,0.39%,8.54,(1.91%)
VRTX,Vertex Pharmaceuticals,0.35%,-0.82,(-0.18%)
CEG,Constellation Energy,0.35%,-3.26,(-1.03%)
CRWD,CrowdStrike,0.34%,-5.8,(-1.33%)
CMCSA,Comcast,0.32%,0.57,(1.99%)
SBUX,Starbucks,0.32%,-0.7,(-0.76%)
WDC,Western Digital,0.32%,2.02,(0.66%)
ADBE,Adobe Inc.,0.31%,0.09,(0.04%)
STX,Seagate Technology Holdings,0.28%,6.45,(1.59%)
MAR,Marriott International,0.26%,1.83,(0.57%)
ADP,ADP,0.26%,2.77,(1.33%)
MELI,MercadoLibre,0.26%,-26.56,(-1.57%)
SNPS,Synopsys,0.25%,-3.96,(-0.92%)
CDNS,Cadence Design Systems,0.24%,-2.21,(-0.76%)
REGN,Regeneron Pharmaceuticals,0.24%,-2.43,(-0.33%)
ABNB,Airbnb,0.24%,-1.29,(-0.98%)
MRVL,Marvell Technology,0.24%,-0.14,(-0.16%)
CTAS,Cintas,0.23%,-0.16,(-0.09%)
ORLY,O'Reilly Automotive,0.23%,0.11,(0.13%)
MNST,Monster Beverage,0.22%,0.02,(0.03%)
MDLZ,Mondelez International,0.22%,-0.12,(-0.22%)
CSX,CSX Corporation,0.22%,-0.83,(-2.09%)
AEP,American Electric Power,0.22%,0.19,(0.14%)
DASH,DoorDash,0.21%,-4.36,(-2.65%)
WBD,Warner Bros. Discovery,0.21%,0.05,(0.20%)
ROST,Ross Stores,0.21%,2.43,(1.17%)
FTNT,Fortinet,0.19%,0.48,(0.58%)
PCAR,Paccar,0.18%,-0.97,(-0.85%)
BKR,Baker Hughes,0.18%,1.33,(2.32%)
FANG,Diamondback Energy,0.17%,2.6,(1.37%)
MPWR,Monolithic Power Systems,0.16%,10.43,(0.97%)
ADSK,Autodesk,0.16%,0.91,(0.36%)
FAST,Fastenal,0.16%,-0.2,(-0.44%)
EXC,Exelon,0.16%,0.17,(0.35%)
EA,Electronic Arts,0.15%,-0.1,(-0.05%)
XEL,Xcel Energy,0.15%,0.04,(0.05%)
NXPI,NXP Semiconductors,0.15%,-0.75,(-0.39%)
IDXX,Idexx Laboratories,0.14%,2.62,(0.45%)
MSTR,MicroStrategy Inc.,0.14%,-3.44,(-2.45%)
FER,Ferrovial SE,0.14%,-1.17,(-1.81%)
DDOG,Datadog,0.14%,-3.09,(-2.36%)
CCEP,Coca-Cola Europacific Partners,0.13%,-0.18,(-0.18%)
ALNY,Alnylam Pharmaceuticals,0.13%,-1.93,(-0.61%)
TRI,Thomson Reuters Corporation,0.13%,-1.27,(-1.35%)
PYPL,PayPal,0.12%,-0.6,(-1.35%)
AXON,Axon Enterprise Inc.,0.12%,-14.26,(-2.80%)
ODFL,Old Dominion Freight Line,0.12%,-1.83,(-1.00%)
TTWO,Take-Two Interactive,0.12%,-2.06,(-1.01%)
KDP,Keurig Dr Pepper,0.11%,0.28,(1.04%)
ROP,Roper Technologies,0.11%,4.98,(1.42%)
WDAY,"Workday, Inc.",0.11%,1.33,(1.00%)
MCHP,Microchip Technology,0.11%,-1.26,(-1.95%)
PAYX,Paychex,0.10%,1.07,(1.18%)
GEHC,GE HealthCare,0.10%,-0.05,(-0.07%)
CPRT,Copart,0.10%,-0.23,(-0.70%)
INSM,Insmed Incorporated,0.10%,0.83,(0.58%)
CTSH,Cognizant,0.09%,0.73,(1.22%)
VRSK,Verisk,0.09%,-0.76,(-0.37%)
CHTR,Charter Communications,0.08%,5.42,(2.60%)
KHC,Kraft Heinz,0.08%,0.05,(0.22%)
DXCM,DexCom,0.08%,0.07,(0.10%)
ZS,Zscaler,0.08%,0.04,(0.02%)
TEAM,Atlassian,0.06%,0.91,(1.24%)
CSGP,CoStar Group,0.05%,-0.86,(-1.99%)
