Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.14%,2.82,(1.57%)
AAPL,Apple Inc.,6.22%,-0.01,(-0.00%)
MSFT,Microsoft,4.82%,0.48,(0.12%)
AMZN,Amazon,3.72%,6.84,(3.28%)
GOOGL,Alphabet Inc. (Class A),3.06%,0.5,(0.17%)
GOOG,Alphabet Inc. (Class C),2.85%,0.54,(0.18%)
META,Meta Platforms,2.72%,15.21,(2.32%)
AVGO,Broadcom,2.45%,7.64,(2.43%)
TSLA,"Tesla, Inc.",2.44%,13.07,(3.33%)
BRK.B,Berkshire Hathaway,1.68%,3.26,(0.68%)
WMT,Walmart,1.63%,-0.43,(-0.34%)
LLY,Lilly (Eli),1.44%,-4.37,(-0.43%)
JPM,JPMorgan Chase,1.29%,-1.74,(-0.58%)
V,Visa Inc.,1.00%,3.63,(1.13%)
XOM,ExxonMobil,1.00%,-2.24,(-1.48%)
JNJ,Johnson & Johnson,0.95%,-1.21,(-0.49%)
MA,Mastercard,0.75%,0.16,(0.03%)
MU,Micron Technology,0.73%,25.9,(6.82%)
COST,Costco,0.72%,-1.52,(-0.15%)
ORCL,Oracle Corporation,0.70%,2.74,(1.84%)
ABBV,AbbVie,0.67%,1.65,(0.71%)
NFLX,Netflix,0.67%,0.52,(0.53%)
PG,Procter & Gamble,0.59%,-0.88,(-0.55%)
CVX,Chevron Corporation,0.59%,-2.51,(-1.33%)
HD,Home Depot (The),0.58%,-2.31,(-0.63%)
PLTR,Palantir Technologies,0.58%,4.53,(3.07%)
BAC,Bank of America,0.58%,0.02,(0.04%)
GE,GE Aerospace,0.57%,4.06,(1.21%)
CAT,Caterpillar Inc.,0.55%,19.0,(2.63%)
KO,Coca-Cola Company (The),0.54%,-1.38,(-1.74%)
AMD,Advanced Micro Devices,0.52%,7.29,(3.82%)
CSCO,Cisco,0.51%,0.88,(1.11%)
MRK,Merck & Co.,0.48%,-0.23,(-0.19%)
AMAT,Applied Materials,0.46%,8.52,(2.42%)
LRCX,Lam Research,0.45%,6.37,(2.93%)
RTX,RTX Corporation,0.45%,0.77,(0.37%)
PM,Philip Morris International,0.44%,-0.69,(-0.38%)
MS,Morgan Stanley,0.43%,2.32,(1.40%)
UNH,UnitedHealth Group,0.43%,3.53,(1.22%)
GS,Goldman Sachs,0.42%,12.15,(1.41%)
WFC,Wells Fargo,0.41%,0.46,(0.56%)
TMUS,T-Mobile US,0.39%,1.57,(0.72%)
MCD,McDonald's,0.38%,-0.95,(-0.29%)
LIN,Linde plc,0.37%,-1.1,(-0.22%)
IBM,IBM,0.37%,2.51,(1.02%)
GEV,GE Vernova,0.37%,9.54,(1.13%)
INTC,Intel,0.36%,1.86,(4.32%)
PEP,PepsiCo,0.36%,-0.79,(-0.48%)
VZ,Verizon,0.34%,-0.04,(-0.07%)
AXP,American Express,0.34%,3.92,(1.27%)
AMGN,Amgen,0.33%,1.02,(0.27%)
T,AT&T,0.32%,0.05,(0.17%)
ABT,Abbott Laboratories,0.32%,0.24,(0.21%)
C,Citigroup,0.31%,0.77,(0.70%)
TMO,Thermo Fisher Scientific,0.31%,8.73,(1.72%)
NEE,NextEra Energy,0.31%,0.32,(0.35%)
KLAC,KLA Corporation,0.31%,28.43,(1.97%)
TXN,Texas Instruments,0.30%,2.18,(1.07%)
GILD,Gilead Sciences,0.30%,0.41,(0.27%)
DIS,Walt Disney Company (The),0.29%,0.08,(0.07%)
CRM,Salesforce,0.29%,-1.49,(-0.76%)
TJX,TJX Companies,0.29%,1.48,(0.93%)
ISRG,Intuitive Surgical,0.29%,6.43,(1.29%)
BA,Boeing,0.28%,1.09,(0.49%)
SCHW,Charles Schwab Corporation,0.27%,0.68,(0.71%)
ADI,Analog Devices,0.27%,4.51,(1.33%)
DE,Deere & Company,0.27%,-1.27,(-0.21%)
ANET,Arista Networks,0.27%,7.89,(6.34%)
BLK,BlackRock,0.26%,-0.12,(-0.01%)
APH,Amphenol,0.26%,0.95,(0.73%)
APP,AppLovin Corporation,0.25%,26.55,(6.05%)
UNP,Union Pacific Corporation,0.25%,-1.37,(-0.51%)
UBER,Uber,0.25%,-0.2,(-0.26%)
HON,Honeywell,0.25%,-1.07,(-0.44%)
LMT,Lockheed Martin,0.24%,-7.98,(-1.20%)
PFE,Pfizer,0.24%,0.1,(0.37%)
QCOM,Qualcomm,0.24%,0.33,(0.24%)
SYK,Stryker Corporation,0.24%,-0.56,(-0.15%)
DHR,Danaher Corporation,0.23%,2.52,(1.24%)
WELL,Welltower,0.23%,-1.23,(-0.59%)
LOW,Lowe's,0.23%,-0.95,(-0.37%)
COP,ConocoPhillips,0.23%,-2.83,(-2.39%)
ETN,Eaton Corporation,0.22%,1.29,(0.36%)
BKNG,Booking Holdings,0.22%,94.74,(2.28%)
SPGI,S&P Global,0.21%,1.06,(0.24%)
ACN,Accenture,0.21%,4.4,(2.10%)
NEM,Newmont,0.21%,2.19,(1.85%)
CB,Chubb Limited,0.21%,-3.6,(-1.07%)
PLD,Prologis,0.21%,-1.63,(-1.15%)
PANW,Palo Alto Networks,0.21%,2.17,(1.39%)
GLW,Corning Inc.,0.21%,1.72,(1.17%)
BMY,Bristol Myers Squibb,0.20%,1.15,(1.88%)
PH,Parker Hannifin,0.20%,-1.42,(-0.14%)
MDT,Medtronic,0.20%,-0.1,(-0.11%)
