Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.20%,2.63,(1.46%)
AAPL,Apple Inc.,11.47%,-1.12,(-0.42%)
MSFT,Microsoft,8.96%,1.96,(0.49%)
AMZN,Amazon,6.92%,7.97,(3.82%)
GOOGL,Alphabet Inc. (Class A),5.64%,-0.52,(-0.17%)
GOOG,Alphabet Inc. (Class C),5.27%,-0.41,(-0.13%)
META,Meta Platforms,5.02%,12.62,(1.93%)
TSLA,"Tesla, Inc.",4.52%,12.57,(3.20%)
AVGO,Broadcom Inc.,4.50%,5.54,(1.76%)
WMT,Walmart,3.03%,-0.2,(-0.16%)
ASML,ASML Holding,1.61%,39.62,(2.91%)
MU,Micron Technology,1.34%,21.71,(5.72%)
COST,Costco,1.33%,0.0,(0.00%)
NFLX,Netflix,1.24%,0.89,(0.92%)
PLTR,Palantir Technologies,1.09%,5.68,(3.86%)
AMD,Advanced Micro Devices Inc.,0.98%,11.1,(5.81%)
CSCO,Cisco,0.95%,1.83,(2.32%)
AMAT,Applied Materials,0.85%,8.07,(2.30%)
LRCX,Lam Research,0.83%,6.6,(3.04%)
TMUS,T-Mobile US,0.72%,1.17,(0.54%)
LIN,Linde plc,0.69%,-2.24,(-0.45%)
INTC,Intel,0.68%,2.55,(5.93%)
PEP,PepsiCo,0.67%,-0.69,(-0.42%)
AMGN,Amgen,0.61%,2.18,(0.58%)
KLAC,KLA Corporation,0.58%,34.65,(2.40%)
GILD,Gilead Sciences,0.55%,0.71,(0.48%)
TXN,Texas Instruments,0.55%,0.01,(0.00%)
ISRG,Intuitive Surgical,0.53%,3.58,(0.72%)
SHOP,Shopify,0.50%,7.62,(6.25%)
ADI,Analog Devices,0.50%,3.01,(0.89%)
APP,Applovin Corp,0.48%,43.92,(10.01%)
HON,Honeywell,0.46%,1.92,(0.79%)
QCOM,Qualcomm,0.44%,1.73,(1.25%)
PDD,PDD Holdings,0.43%,0.52,(0.52%)
BKNG,Booking Holdings,0.40%,106.13,(2.55%)
ARM,Arm Holdings,0.39%,2.53,(2.08%)
PANW,Palo Alto Networks,0.39%,3.26,(2.09%)
INTU,Intuit,0.36%,6.85,(1.58%)
VRTX,Vertex Pharmaceuticals,0.36%,3.83,(0.81%)
CEG,Constellation Energy,0.35%,-0.37,(-0.11%)
CMCSA,Comcast,0.34%,1.01,(3.27%)
ADBE,Adobe Inc.,0.33%,1.95,(0.72%)
SBUX,Starbucks,0.33%,-0.02,(-0.02%)
CRWD,CrowdStrike,0.30%,15.26,(3.90%)
MELI,MercadoLibre,0.27%,51.12,(2.98%)
WDC,Western Digital,0.27%,12.64,(5.04%)
MAR,Marriott International,0.26%,0.21,(0.06%)
ADP,ADP,0.26%,0.48,(0.22%)
STX,Seagate Technology Holdings,0.25%,20.38,(5.70%)
CDNS,Cadence Design Systems,0.25%,4.06,(1.35%)
REGN,Regeneron Pharmaceuticals,0.25%,16.99,(2.22%)
SNPS,Synopsys,0.25%,6.42,(1.51%)
ABNB,Airbnb,0.24%,2.5,(1.88%)
CTAS,Cintas,0.24%,-0.2,(-0.10%)
ORLY,O'Reilly Automotive,0.24%,0.75,(0.80%)
CSX,CSX Corporation,0.24%,0.12,(0.28%)
MNST,Monster Beverage,0.23%,0.39,(0.49%)
DASH,DoorDash,0.23%,1.29,(0.73%)
MDLZ,Mondelez International,0.22%,-0.22,(-0.37%)
AEP,American Electric Power,0.21%,1.21,(0.91%)
WBD,Warner Bros. Discovery,0.21%,-0.22,(-0.78%)
ROST,Ross Stores,0.20%,14.99,(7.58%)
MRVL,Marvell Technology,0.20%,0.68,(0.88%)
PCAR,Paccar,0.20%,3.78,(3.11%)
FTNT,Fortinet,0.18%,2.29,(2.82%)
BKR,Baker Hughes,0.18%,-1.34,(-2.14%)
NXPI,NXP Semiconductors,0.16%,1.55,(0.72%)
ADSK,Autodesk,0.16%,4.4,(1.74%)
MPWR,Monolithic Power Systems,0.16%,21.97,(2.04%)
FAST,Fastenal,0.16%,0.21,(0.45%)
IDXX,Idexx Laboratories,0.15%,13.52,(2.13%)
EA,Electronic Arts,0.15%,0.47,(0.24%)
FANG,Diamondback Energy,0.15%,-0.87,(-0.49%)
EXC,Exelon,0.15%,0.05,(0.11%)
FER,Ferrovial SE,0.15%,0.59,(0.86%)
XEL,Xcel Energy,0.15%,-0.13,(-0.16%)
MSTR,MicroStrategy Inc.,0.14%,13.13,(9.90%)
CCEP,Coca-Cola Europacific Partners,0.14%,-0.7,(-0.67%)
TRI,Thomson Reuters Corporation,0.14%,-1.96,(-1.86%)
AXON,Axon Enterprise Inc.,0.14%,-8.69,(-1.50%)
ODFL,Old Dominion Freight Line,0.13%,8.34,(4.01%)
ALNY,Alnylam Pharmaceuticals,0.13%,8.48,(2.66%)
PYPL,PayPal,0.13%,0.45,(0.97%)
DDOG,Datadog,0.12%,6.09,(5.45%)
TTWO,Take-Two Interactive,0.12%,-0.04,(-0.02%)
KDP,Keurig Dr Pepper,0.12%,-0.67,(-2.26%)
MCHP,Microchip Technology,0.11%,-1.34,(-1.88%)
WDAY,"Workday, Inc.",0.11%,-0.26,(-0.18%)
ROP,Roper Technologies,0.11%,2.95,(0.83%)
CPRT,Copart,0.11%,-0.61,(-1.59%)
GEHC,GE HealthCare,0.11%,0.56,(0.71%)
PAYX,Paychex,0.10%,0.28,(0.30%)
INSM,Insmed Incorporated,0.10%,2.63,(1.79%)
CTSH,Cognizant,0.09%,0.86,(1.34%)
VRSK,Verisk,0.09%,1.2,(0.56%)
CHTR,Charter Communications,0.09%,2.84,(1.24%)
KHC,Kraft Heinz,0.08%,-0.19,(-0.78%)
DXCM,DexCom,0.08%,-0.18,(-0.25%)
ZS,Zscaler,0.07%,1.83,(1.18%)
TEAM,Atlassian,0.06%,-1.38,(-1.76%)
CSGP,CoStar Group,0.06%,0.85,(1.82%)
