Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.01%,7.66,(0.89%)
CAT,Caterpillar Inc.,9.29%,12.05,(1.67%)
MSFT,Microsoft Corporation,5.12%,0.83,(0.20%)
AMGN,Amgen Inc.,4.77%,-0.25,(-0.07%)
HD,"The Home Depot, Inc.",4.65%,0.23,(0.06%)
SHW,Sherwin-Williams,4.39%,-2.07,(-0.59%)
MCD,McDonald's Corporation,4.19%,-1.44,(-0.44%)
V,Visa Inc.,4.06%,-0.27,(-0.09%)
TRV,"The Travelers Companies, Inc.",3.93%,-0.22,(-0.07%)
AXP,American Express Company,3.91%,1.26,(0.41%)
JPM,JPMorgan Chase & Co.,3.82%,1.43,(0.48%)
UNH,UnitedHealth Group Incorporated,3.66%,0.14,(0.05%)
AAPL,Apple Inc.,3.33%,-0.35,(-0.13%)
IBM,International Business Machines Corporation,3.12%,1.14,(0.46%)
JNJ,Johnson & Johnson,3.11%,-0.87,(-0.35%)
HON,Honeywell International Inc.,3.09%,0.65,(0.27%)
BA,The Boeing Company,2.86%,1.68,(0.75%)
AMZN,"Amazon.com, Inc.amazon.com",2.66%,1.19,(0.57%)
CRM,"Salesforce, Inc.",2.50%,1.17,(0.60%)
CVX,Chevron Corporation,2.36%,-2.22,(-1.17%)
NVDA,Nvidia,2.31%,2.44,(1.35%)
PG,The Procter & Gamble Company,2.02%,0.19,(0.12%)
MMM,3M Company,2.01%,0.17,(0.11%)
WMT,Walmart Inc.,1.62%,-0.2,(-0.16%)
MRK,"Merck & Co., Inc.",1.52%,-0.11,(-0.09%)
DIS,The Walt Disney Company,1.31%,0.1,(0.10%)
KO,The Coca-Cola Company,1.00%,-0.11,(-0.14%)
CSCO,"Cisco Systems, Inc.",1.00%,-0.18,(-0.23%)
NKE,"Nike, Inc.",0.75%,0.04,(0.07%)
VZ,Verizon Communications Inc.,0.64%,-0.24,(-0.48%)
