Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.61%,2.86,(1.52%)
AAPL,Apple Inc.,11.02%,-1.91,(-0.74%)
MSFT,Microsoft,10.45%,-0.03,(-0.01%)
AMZN,Amazon,7.62%,-1.05,(-0.43%)
GOOGL,Alphabet Inc. (Class A),6.17%,2.38,(0.71%)
GOOG,Alphabet Inc. (Class C),5.73%,2.03,(0.61%)
META,Meta Platforms,4.96%,-0.76,(-0.11%)
AVGO,Broadcom Inc.,4.61%,-0.28,(-0.08%)
TSLA,"Tesla, Inc.",4.23%,3.42,(0.79%)
ASML,ASML Holding,1.62%,-31.01,(-2.13%)
MU,Micron Technology,1.43%,24.12,(5.88%)
COST,Costco,1.25%,-8.61,(-0.89%)
AMD,Advanced Micro Devices Inc.,1.21%,0.96,(0.38%)
PLTR,Palantir Technologies,1.10%,-7.46,(-4.50%)
NFLX,Netflix,1.05%,-0.7,(-0.82%)
CSCO,Cisco,0.91%,0.22,(0.27%)
LRCX,Lam Research,0.88%,1.47,(0.62%)
AZN,AstraZeneca,0.85%,-2.23,(-2.34%)
AMAT,Applied Materials,0.78%,3.95,(1.19%)
INTC,Intel,0.71%,4.82,(10.98%)
KLAC,KLA Corporation,0.63%,13.41,(0.83%)
LIN,Linde plc,0.62%,-1.77,(-0.39%)
TMUS,T-Mobile US,0.61%,1.84,(1.00%)
PEP,PepsiCo,0.59%,-0.52,(-0.35%)
TXN,Texas Instruments,0.57%,19.38,(9.86%)
ISRG,Intuitive Surgical,0.54%,-2.99,(-0.57%)
AMGN,Amgen,0.54%,-9.06,(-2.58%)
APP,Applovin Corp,0.54%,-0.88,(-0.16%)
SHOP,Shopify,0.53%,1.75,(1.27%)
GILD,Gilead Sciences,0.51%,-1.69,(-1.20%)
BKNG,Booking Holdings,0.48%,-55.24,(-1.07%)
QCOM,Qualcomm,0.48%,-0.25,(-0.17%)
ADI,Analog Devices,0.45%,12.78,(4.20%)
INTU,Intuit,0.44%,-7.03,(-1.29%)
PDD,PDD Holdings,0.43%,-3.56,(-3.33%)
HON,Honeywell,0.40%,-4.11,(-1.86%)
PANW,Palo Alto Networks,0.38%,0.41,(0.22%)
ADBE,Adobe Inc.,0.36%,0.95,(0.32%)
VRTX,Vertex Pharmaceuticals,0.35%,3.18,(0.67%)
CRWD,CrowdStrike,0.35%,-5.26,(-1.10%)
ARM,Arm Holdings,0.34%,-4.99,(-4.35%)
MELI,MercadoLibre,0.34%,-13.16,(-0.57%)
SBUX,Starbucks,0.32%,0.07,(0.07%)
CEG,Constellation Energy,0.30%,-1.05,(-0.36%)
CMCSA,Comcast,0.30%,-0.37,(-1.30%)
ADP,ADP,0.30%,-3.56,(-1.40%)
SNPS,Synopsys,0.29%,6.86,(1.36%)
DASH,DoorDash,0.26%,-0.72,(-0.35%)
CDNS,Cadence Design Systems,0.25%,1.14,(0.36%)
ORLY,O'Reilly Automotive,0.25%,0.91,(0.90%)
MAR,Marriott International,0.25%,-1.55,(-0.49%)
ABNB,Airbnb,0.23%,-0.33,(-0.25%)
REGN,Regeneron Pharmaceuticals,0.23%,-19.36,(-2.51%)
MNST,Monster Beverage,0.23%,-0.57,(-0.70%)
CTAS,Cintas,0.22%,-2.07,(-1.08%)
MDLZ,Mondelez International,0.22%,-1.41,(-2.39%)
MRVL,Marvell Technology,0.21%,0.53,(0.64%)
CSX,CSX Corporation,0.20%,-0.29,(-0.76%)
WBD,Warner Bros. Discovery,0.20%,-0.05,(-0.20%)
PCAR,Paccar,0.19%,2.46,(2.03%)
AEP,American Electric Power,0.19%,-0.34,(-0.29%)
