Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.65%,-2.84,(-0.31%)
CAT,Caterpillar Inc.,8.10%,5.22,(0.82%)
MSFT,Microsoft Corporation,6.04%,0.02,(0.00%)
HD,"The Home Depot, Inc.",4.73%,-3.75,(-0.99%)
AXP,American Express Company,4.50%,-1.76,(-0.49%)
SHW,Sherwin-Williams,4.38%,1.94,(0.56%)
AMGN,Amgen Inc.,4.31%,-8.37,(-2.38%)
V,Visa Inc.,4.09%,0.0,(0.00%)
MCD,McDonald's Corporation,3.93%,-1.3,(-0.41%)
JPM,JPMorgan Chase & Co.,3.77%,-0.69,(-0.23%)
IBM,International Business Machines Corporation,3.70%,0.76,(0.26%)
UNH,UnitedHealth Group Incorporated,3.70%,11.75,(4.16%)
TRV,"The Travelers Companies, Inc.",3.53%,-0.54,(-0.19%)
AAPL,Apple Inc.,3.21%,-2.62,(-1.02%)
BA,The Boeing Company,3.07%,-0.16,(-0.07%)
AMZN,"Amazon.com, Inc.amazon.com",3.06%,-1.65,(-0.67%)
CRM,"Salesforce, Inc.",2.90%,1.77,(0.78%)
JNJ,Johnson & Johnson,2.85%,2.49,(1.11%)
HON,Honeywell International Inc.,2.75%,-1.89,(-0.86%)
NVDA,Nvidia,2.41%,3.32,(1.76%)
CVX,Chevron Corporation,2.13%,0.03,(0.02%)
MMM,3M Company,1.96%,-2.14,(-1.35%)
PG,The Procter & Gamble Company,1.85%,-0.9,(-0.61%)
WMT,Walmart Inc.,1.47%,-0.33,(-0.28%)
DIS,The Walt Disney Company,1.38%,-0.49,(-0.44%)
MRK,"Merck & Co., Inc.",1.34%,-1.39,(-1.29%)
CSCO,"Cisco Systems, Inc.",0.99%,-0.13,(-0.17%)
KO,The Coca-Cola Company,0.92%,-0.6,(-0.81%)
NKE,"Nike, Inc.",0.78%,-0.68,(-1.07%)
VZ,Verizon Communications Inc.,0.50%,0.23,(0.60%)
