Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.38%,3.21,(1.70%)
AAPL,Apple Inc.,5.96%,-2.29,(-0.89%)
MSFT,Microsoft,5.67%,1.13,(0.24%)
AMZN,Amazon,4.16%,1.29,(0.53%)
GOOGL,Alphabet Inc. (Class A),3.33%,1.6,(0.48%)
GOOG,Alphabet Inc. (Class C),3.10%,1.57,(0.47%)
META,Meta Platforms,2.69%,1.35,(0.20%)
AVGO,Broadcom,2.53%,4.46,(1.34%)
TSLA,"Tesla, Inc.",2.29%,3.32,(0.77%)
BRK.B,Berkshire Hathaway,1.61%,-2.17,(-0.46%)
WMT,Walmart,1.47%,-0.46,(-0.39%)
LLY,Lilly (Eli),1.46%,-6.59,(-0.63%)
JPM,JPMorgan Chase,1.28%,-0.8,(-0.26%)
V,Visa Inc.,0.99%,0.04,(0.01%)
XOM,ExxonMobil,0.92%,0.45,(0.33%)
JNJ,Johnson & Johnson,0.86%,1.05,(0.47%)
ORCL,Oracle Corporation,0.80%,0.56,(0.32%)
MU,Micron Technology,0.75%,12.45,(3.04%)
MA,Mastercard,0.74%,-1.91,(-0.37%)
COST,Costco,0.68%,-4.5,(-0.46%)
AMD,Advanced Micro Devices,0.66%,3.75,(1.49%)
ABBV,AbbVie,0.62%,-1.22,(-0.54%)
PLTR,Palantir Technologies,0.62%,-1.28,(-0.77%)
HD,Home Depot (The),0.60%,-1.46,(-0.38%)
BAC,Bank of America,0.59%,-0.14,(-0.27%)
NFLX,Netflix,0.57%,-0.18,(-0.21%)
PG,Procter & Gamble,0.54%,-0.59,(-0.39%)
CVX,Chevron Corporation,0.54%,0.3,(0.18%)
KO,Coca-Cola Company (The),0.50%,-0.34,(-0.47%)
GE,GE Aerospace,0.49%,0.41,(0.14%)
CSCO,Cisco,0.49%,0.28,(0.36%)
LRCX,Lam Research,0.49%,8.75,(3.67%)
CAT,Caterpillar Inc.,0.47%,0.74,(0.12%)
MS,Morgan Stanley,0.46%,-0.36,(-0.20%)
GS,Goldman Sachs,0.44%,-4.96,(-0.53%)
PM,Philip Morris International,0.44%,-0.8,(-0.45%)
IBM,IBM,0.44%,0.79,(0.27%)
WFC,Wells Fargo,0.43%,-0.14,(-0.16%)
AMAT,Applied Materials,0.43%,12.7,(3.82%)
RTX,RTX Corporation,0.43%,-0.56,(-0.28%)
MRK,Merck & Co.,0.42%,-0.88,(-0.82%)
UNH,UnitedHealth Group,0.41%,1.59,(0.56%)
AXP,American Express,0.39%,-0.63,(-0.18%)
TMO,Thermo Fisher Scientific,0.37%,-9.39,(-1.51%)
INTC,Intel,0.36%,1.97,(4.47%)
MCD,McDonald's,0.35%,-1.0,(-0.32%)
KLAC,KLA Corporation,0.35%,47.93,(2.97%)
CRM,Salesforce,0.34%,0.01,(0.00%)
LIN,Linde plc,0.33%,-2.46,(-0.54%)
TMUS,T-Mobile US,0.33%,1.07,(0.58%)
PEP,PepsiCo,0.32%,-0.68,(-0.46%)
C,Citigroup,0.32%,-0.38,(-0.33%)
DIS,Walt Disney Company (The),0.31%,-0.14,(-0.12%)
BA,Boeing,0.30%,0.99,(0.40%)
TXN,Texas Instruments,0.30%,13.47,(6.85%)
ANET,Arista Networks,0.30%,4.61,(3.14%)
AMGN,Amgen,0.30%,0.01,(0.00%)
ABT,Abbott Laboratories,0.30%,-0.42,(-0.39%)
ISRG,Intuitive Surgical,0.29%,-0.31,(-0.06%)
APP,AppLovin Corporation,0.29%,5.74,(1.06%)
APH,Amphenol,0.29%,-14.76,(-8.88%)
GEV,GE Vernova,0.29%,-10.2,(-1.47%)
SCHW,Charles Schwab Corporation,0.29%,0.06,(0.06%)
NEE,NextEra Energy,0.29%,-0.23,(-0.26%)
GILD,Gilead Sciences,0.27%,-1.66,(-1.17%)
BLK,BlackRock,0.27%,3.62,(0.33%)
ACN,Accenture,0.27%,-0.55,(-0.20%)
UBER,Uber,0.27%,0.2,(0.24%)
VZ,Verizon,0.26%,-0.01,(-0.03%)
BKNG,Booking Holdings,0.26%,-12.16,(-0.24%)
T,AT&T,0.26%,0.17,(0.74%)
TJX,TJX Companies,0.26%,-1.16,(-0.78%)
QCOM,Qualcomm,0.26%,-1.02,(-0.67%)
DHR,Danaher Corporation,0.26%,-6.25,(-2.65%)
SPGI,S&P Global,0.25%,-1.78,(-0.34%)
ADI,Analog Devices,0.24%,12.0,(3.95%)
LOW,Lowe's,0.24%,-1.22,(-0.45%)
INTU,Intuit,0.24%,0.93,(0.17%)
PFE,Pfizer,0.24%,-0.27,(-1.04%)
DE,Deere & Company,0.22%,-1.15,(-0.22%)
NEM,Newmont,0.22%,1.45,(1.14%)
HON,Honeywell,0.22%,-0.19,(-0.08%)
NOW,ServiceNow,0.22%,0.85,(0.64%)
BSX,Boston Scientific,0.22%,-0.67,(-0.72%)
LMT,Lockheed Martin,0.22%,-1.3,(-0.22%)
UNP,Union Pacific Corporation,0.22%,-1.02,(-0.44%)
