Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.41%,-1.43,(-0.76%)
AAPL,Apple Inc.,11.13%,7.59,(3.06%)
MSFT,Microsoft,10.36%,4.89,(1.05%)
AMZN,Amazon,7.55%,-0.64,(-0.27%)
GOOGL,Alphabet Inc. (Class A),6.18%,5.84,(1.78%)
GOOG,Alphabet Inc. (Class C),5.75%,5.69,(1.73%)
META,Meta Platforms,5.02%,13.58,(2.06%)
AVGO,Broadcom Inc.,4.56%,4.75,(1.49%)
TSLA,"Tesla, Inc.",4.28%,-14.07,(-3.13%)
ASML,ASML Holding,1.63%,24.88,(1.79%)
MU,Micron Technology,1.30%,-10.47,(-2.62%)
COST,Costco,1.29%,-5.22,(-0.53%)
AMD,Advanced Micro Devices Inc.,1.21%,-8.92,(-3.43%)
PLTR,Palantir Technologies,1.18%,-2.1,(-1.24%)
NFLX,Netflix,1.08%,-0.47,(-0.54%)
CSCO,Cisco,0.90%,2.55,(3.42%)
AZN,AstraZeneca,0.87%,1.25,(1.34%)
LRCX,Lam Research,0.83%,5.86,(2.69%)
AMAT,Applied Materials,0.75%,-2.3,(-0.71%)
LIN,Linde plc,0.63%,3.43,(0.76%)
INTC,Intel,0.63%,-2.69,(-5.96%)
TMUS,T-Mobile US,0.62%,0.8,(0.43%)
KLAC,KLA Corporation,0.60%,23.41,(1.55%)
PEP,PepsiCo,0.59%,1.22,(0.84%)
ISRG,Intuitive Surgical,0.56%,8.26,(1.58%)
AMGN,Amgen,0.56%,5.45,(1.58%)
APP,Applovin Corp,0.54%,12.92,(2.46%)
TXN,Texas Instruments,0.53%,3.29,(1.70%)
SHOP,Shopify,0.53%,-1.54,(-1.12%)
GILD,Gilead Sciences,0.51%,2.07,(1.53%)
QCOM,Qualcomm,0.49%,-0.69,(-0.44%)
BKNG,Booking Holdings,0.49%,12.01,(0.24%)
INTU,Intuit,0.46%,-1.56,(-0.28%)
PDD,PDD Holdings,0.45%,0.42,(0.39%)
ADI,Analog Devices,0.44%,-1.58,(-0.52%)
HON,Honeywell,0.42%,-0.19,(-0.09%)
PANW,Palo Alto Networks,0.38%,4.32,(2.40%)
ADBE,Adobe Inc.,0.37%,4.01,(1.33%)
ARM,Arm Holdings,0.36%,-1.44,(-1.24%)
VRTX,Vertex Pharmaceuticals,0.36%,4.08,(0.87%)
CRWD,CrowdStrike,0.35%,16.28,(3.60%)
MELI,MercadoLibre,0.33%,72.72,(3.40%)
SBUX,Starbucks,0.32%,-1.31,(-1.34%)
CMCSA,Comcast,0.32%,-0.02,(-0.07%)
ADP,ADP,0.31%,0.66,(0.25%)
CEG,Constellation Energy,0.31%,-3.62,(-1.25%)
SNPS,Synopsys,0.28%,1.38,(0.28%)
DASH,DoorDash,0.27%,2.2,(1.06%)
CDNS,Cadence Design Systems,0.26%,3.69,(1.16%)
MAR,Marriott International,0.25%,-3.16,(-0.99%)
ORLY,O'Reilly Automotive,0.25%,1.03,(1.04%)
ABNB,Airbnb,0.24%,0.6,(0.45%)
REGN,Regeneron Pharmaceuticals,0.24%,8.92,(1.18%)
MNST,Monster Beverage,0.24%,-0.34,(-0.42%)
CTAS,Cintas,0.23%,0.95,(0.49%)
MDLZ,Mondelez International,0.22%,-0.07,(-0.12%)
CSX,CSX Corporation,0.21%,1.08,(2.95%)
WBD,Warner Bros. Discovery,0.21%,-0.29,(-1.01%)
MRVL,Marvell Technology,0.21%,1.43,(1.78%)
PCAR,Paccar,0.19%,0.13,(0.11%)
AEP,American Electric Power,0.19%,1.41,(1.20%)
FTNT,Fortinet,0.18%,1.06,(1.30%)
ROST,Ross Stores,0.18%,-1.09,(-0.58%)
NXPI,NXP Semiconductors,0.17%,-1.37,(-0.59%)
ADSK,Autodesk,0.17%,2.4,(0.89%)
IDXX,Idexx Laboratories,0.16%,3.15,(0.45%)
BKR,Baker Hughes,0.16%,2.24,(4.16%)
TRI,Thomson Reuters Corporation,0.16%,-0.1,(-0.08%)
PYPL,PayPal,0.16%,-0.0,(-0.01%)
