Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.59%,9.39,(1.02%)
CAT,Caterpillar Inc.,7.79%,-3.28,(-0.52%)
MSFT,Microsoft Corporation,5.87%,3.67,(0.79%)
HD,"The Home Depot, Inc.",4.82%,2.16,(0.56%)
AXP,American Express Company,4.52%,-0.14,(-0.04%)
UNH,UnitedHealth Group Incorporated,4.37%,-6.59,(-1.85%)
AMGN,Amgen Inc.,4.36%,4.19,(1.22%)
SHW,Sherwin-Williams,4.35%,-0.41,(-0.12%)
V,Visa Inc.,4.07%,0.03,(0.01%)
MCD,McDonald's Corporation,3.90%,3.17,(1.02%)
JPM,JPMorgan Chase & Co.,3.76%,2.9,(0.98%)
IBM,International Business Machines Corporation,3.69%,2.71,(0.93%)
TRV,"The Travelers Companies, Inc.",3.53%,4.61,(1.66%)
AAPL,Apple Inc.,3.19%,6.99,(2.82%)
BA,The Boeing Company,3.11%,-2.93,(-1.16%)
AMZN,"Amazon.com, Inc.amazon.com",2.99%,0.33,(0.14%)
CRM,"Salesforce, Inc.",2.87%,1.33,(0.58%)
HON,Honeywell International Inc.,2.77%,0.11,(0.05%)
JNJ,Johnson & Johnson,2.77%,1.35,(0.61%)
NVDA,Nvidia,2.34%,-0.56,(-0.30%)
CVX,Chevron Corporation,2.09%,0.83,(0.50%)
MMM,3M Company,2.02%,-1.31,(-0.81%)
PG,The Procter & Gamble Company,1.88%,-0.02,(-0.01%)
WMT,Walmart Inc.,1.48%,0.64,(0.54%)
DIS,The Walt Disney Company,1.39%,0.58,(0.52%)
MRK,"Merck & Co., Inc.",1.34%,-0.98,(-0.90%)
CSCO,"Cisco Systems, Inc.",0.95%,1.75,(2.34%)
KO,The Coca-Cola Company,0.91%,0.34,(0.46%)
NKE,"Nike, Inc.",0.81%,-0.06,(-0.09%)
VZ,Verizon Communications Inc.,0.50%,0.13,(0.32%)
