Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.43%,3.98,(0.43%)
CAT,Caterpillar Inc.,9.47%,1.99,(0.26%)
MSFT,Microsoft Corporation,4.94%,-0.24,(-0.06%)
HD,"The Home Depot, Inc.",4.73%,2.7,(0.71%)
AMGN,Amgen Inc.,4.64%,-1.67,(-0.45%)
SHW,Sherwin-Williams,4.47%,2.54,(0.71%)
AXP,American Express Company,4.28%,1.76,(0.51%)
MCD,McDonald's Corporation,4.07%,0.8,(0.24%)
V,Visa Inc.,3.99%,2.29,(0.72%)
JPM,JPMorgan Chase & Co.,3.86%,2.57,(0.83%)
TRV,"The Travelers Companies, Inc.",3.74%,1.73,(0.58%)
UNH,UnitedHealth Group Incorporated,3.60%,0.06,(0.02%)
AAPL,Apple Inc.,3.28%,3.63,(1.39%)
IBM,International Business Machines Corporation,3.20%,1.74,(0.68%)
HON,Honeywell International Inc.,3.03%,2.98,(1.24%)
JNJ,Johnson & Johnson,3.02%,-3.7,(-1.50%)
BA,The Boeing Company,2.91%,0.8,(0.34%)
AMZN,"Amazon.com, Inc.amazon.com",2.61%,5.41,(2.64%)
NVDA,Nvidia,2.36%,2.03,(1.08%)
CRM,"Salesforce, Inc.",2.30%,0.19,(0.10%)
CVX,Chevron Corporation,2.28%,-1.34,(-0.73%)
MMM,3M Company,2.07%,1.66,(1.01%)
PG,The Procter & Gamble Company,2.00%,2.15,(1.36%)
WMT,Walmart Inc.,1.52%,-2.7,(-2.16%)
MRK,"Merck & Co., Inc.",1.51%,-0.02,(-0.01%)
DIS,The Walt Disney Company,1.31%,-0.43,(-0.40%)
KO,The Coca-Cola Company,0.99%,0.67,(0.84%)
CSCO,"Cisco Systems, Inc.",0.98%,0.26,(0.33%)
NKE,"Nike, Inc.",0.81%,-0.57,(-0.87%)
VZ,Verizon Communications Inc.,0.61%,0.58,(1.18%)
