Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.61%,0.65,(0.34%)
AAPL,Apple Inc.,11.45%,1.94,(0.74%)
MSFT,Microsoft,8.76%,-1.32,(-0.33%)
AMZN,Amazon,6.67%,4.3,(2.10%)
GOOGL,Alphabet Inc. (Class A),5.87%,12.78,(4.22%)
GOOG,Alphabet Inc. (Class C),5.48%,12.25,(4.04%)
META,Meta Platforms,4.94%,12.56,(1.95%)
AVGO,Broadcom Inc.,4.71%,0.45,(0.14%)
TSLA,"Tesla, Inc.",4.56%,-2.51,(-0.61%)
WMT,Walmart,2.88%,-3.2,(-2.57%)
ASML,ASML Holding,1.69%,10.67,(0.73%)
MU,Micron Technology,1.43%,9.28,(2.22%)
COST,Costco,1.29%,-5.83,(-0.59%)
NFLX,Netflix,0.98%,1.16,(1.50%)
AMD,Advanced Micro Devices Inc.,0.97%,-3.84,(-1.89%)
PLTR,Palantir Technologies,0.95%,-1.09,(-0.81%)
CSCO,Cisco,0.93%,0.44,(0.56%)
LRCX,Lam Research,0.90%,4.91,(2.07%)
AMAT,Applied Materials,0.88%,1.48,(0.40%)
TMUS,T-Mobile US,0.70%,-1.43,(-0.67%)
LIN,Linde plc,0.69%,5.7,(1.16%)
PEP,PepsiCo,0.67%,-0.54,(-0.33%)
INTC,Intel,0.65%,-1.03,(-2.32%)
AMGN,Amgen,0.60%,-1.49,(-0.40%)
TXN,Texas Instruments,0.59%,-0.01,(-0.00%)
KLAC,KLA Corporation,0.58%,7.02,(0.48%)
GILD,Gilead Sciences,0.56%,0.61,(0.40%)
ISRG,Intuitive Surgical,0.53%,2.04,(0.41%)
ADI,Analog Devices,0.51%,8.14,(2.36%)
SHOP,Shopify,0.50%,4.44,(3.59%)
HON,Honeywell,0.46%,2.16,(0.90%)
QCOM,Qualcomm,0.45%,1.12,(0.79%)
PDD,PDD Holdings,0.45%,4.16,(4.08%)
APP,Applovin Corp,0.43%,16.23,(3.94%)
ARM,Arm Holdings,0.40%,1.38,(1.09%)
BKNG,Booking Holdings,0.39%,47.31,(1.18%)
PANW,Palo Alto Networks,0.37%,4.9,(3.25%)
VRTX,Vertex Pharmaceuticals,0.36%,7.22,(1.54%)
CMCSA,Comcast,0.33%,-0.09,(-0.28%)
SBUX,Starbucks,0.32%,0.07,(0.08%)
CEG,Constellation Energy,0.32%,4.21,(1.44%)
CRWD,CrowdStrike,0.32%,1.14,(0.27%)
INTU,Intuit,0.32%,1.93,(0.51%)
ADBE,Adobe Inc.,0.31%,-1.89,(-0.73%)
MELI,MercadoLibre,0.30%,15.22,(0.76%)
WDC,Western Digital,0.29%,6.51,(2.29%)
MAR,Marriott International,0.27%,-2.47,(-0.71%)
STX,Seagate Technology Holdings,0.27%,3.38,(0.83%)
ADP,ADP,0.26%,-2.69,(-1.25%)
SNPS,Synopsys,0.25%,1.57,(0.35%)
REGN,Regeneron Pharmaceuticals,0.24%,-7.52,(-0.96%)
MNST,Monster Beverage,0.24%,1.61,(1.96%)
CDNS,Cadence Design Systems,0.24%,-0.66,(-0.22%)
CTAS,Cintas,0.23%,-0.61,(-0.31%)
CSX,CSX Corporation,0.23%,0.3,(0.73%)
ORLY,O'Reilly Automotive,0.23%,-1.69,(-1.80%)
ABNB,Airbnb,0.23%,1.43,(1.14%)
DASH,DoorDash,0.23%,-0.03,(-0.02%)
MDLZ,Mondelez International,0.22%,0.4,(0.69%)
WBD,Warner Bros. Discovery,0.21%,0.18,(0.63%)
AEP,American Electric Power,0.21%,1.29,(1.00%)
MRVL,Marvell Technology,0.20%,0.06,(0.08%)
PCAR,Paccar,0.20%,1.09,(0.88%)
ROST,Ross Stores,0.19%,-0.16,(-0.08%)
FTNT,Fortinet,0.18%,1.19,(1.45%)
BKR,Baker Hughes,0.18%,-0.37,(-0.60%)
NXPI,NXP Semiconductors,0.17%,0.17,(0.08%)
MPWR,Monolithic Power Systems,0.17%,20.1,(1.71%)
FAST,Fastenal,0.15%,-0.92,(-1.99%)
FER,Ferrovial SE,0.15%,1.23,(1.72%)
IDXX,Idexx Laboratories,0.15%,2.19,(0.35%)
EA,Electronic Arts,0.15%,0.31,(0.16%)
FANG,Diamondback Energy,0.15%,0.99,(0.56%)
EXC,Exelon,0.14%,0.33,(0.70%)
ADSK,Autodesk,0.14%,-1.11,(-0.48%)
XEL,Xcel Energy,0.14%,0.69,(0.85%)
CCEP,Coca-Cola Europacific Partners,0.14%,0.94,(0.90%)
ALNY,Alnylam Pharmaceuticals,0.13%,1.5,(0.44%)
MSTR,MicroStrategy Inc.,0.13%,3.4,(2.62%)
DDOG,Datadog,0.13%,0.16,(0.14%)
MCHP,Microchip Technology,0.12%,0.58,(0.76%)
ODFL,Old Dominion Freight Line,0.12%,2.9,(1.49%)
KDP,Keurig Dr Pepper,0.12%,0.25,(0.87%)
PYPL,PayPal,0.11%,0.18,(0.43%)
GEHC,GE HealthCare,0.11%,1.4,(1.69%)
TRI,Thomson Reuters Corporation,0.11%,-1.13,(-1.32%)
TTWO,Take-Two Interactive,0.11%,-1.45,(-0.72%)
WDAY,"Workday, Inc.",0.11%,-0.67,(-0.48%)
ROP,Roper Technologies,0.11%,3.07,(0.93%)
INSM,Insmed Incorporated,0.11%,5.76,(3.58%)
CPRT,Copart,0.10%,-1.61,(-4.28%)
AXON,Axon Enterprise Inc.,0.10%,-3.39,(-0.77%)
PAYX,Paychex,0.10%,-1.79,(-1.94%)
CTSH,Cognizant,0.09%,-0.64,(-0.98%)
CHTR,Charter Communications,0.09%,-3.06,(-1.32%)
KHC,Kraft Heinz,0.09%,0.34,(1.42%)
DXCM,DexCom,0.08%,0.4,(0.55%)
ZS,Zscaler,0.08%,0.11,(0.06%)
VRSK,Verisk,0.07%,-3.73,(-2.03%)
CSGP,CoStar Group,0.06%,0.66,(1.36%)
TEAM,Atlassian,0.06%,-2.81,(-3.49%)
