Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,6.93%,174.13,3.19,(1.87%)
AAPL,Apple Inc.,6.60%,272.55,0.71,(0.26%)
MSFT,Microsoft,5.85%,480.28,4.16,(0.87%)
AMZN,Amazon,3.94%,224.98,3.71,(1.68%)
GOOGL,Alphabet Inc. (Class A),3.07%,299.69,2.96,(1.00%)
GOOG,Alphabet Inc. (Class C),2.89%,303.4,5.34,(1.79%)
META,Meta Platforms,2.71%,655.62,6.12,(0.94%)
TSLA,"Tesla, Inc.",2.60%,477.9,10.64,(2.28%)
AVGO,Broadcom,2.58%,334.16,8.14,(2.50%)
BRK.B,Berkshire Hathaway,1.78%,502.8,-1.47,(-0.29%)
LLY,Lilly (Eli),1.53%,1043.25,1.46,(0.14%)
WMT,Walmart,1.51%,115.45,-0.21,(-0.18%)
JPM,JPMorgan Chase,1.41%,316.57,1.59,(0.51%)
V,Visa Inc.,1.09%,344.77,0.36,(0.10%)
ORCL,Oracle Corporation,0.85%,181.53,3.07,(1.72%)
MA,Mastercard,0.83%,565.81,0.33,(0.06%)
JNJ,Johnson & Johnson,0.83%,209.6,-0.73,(-0.35%)
XOM,ExxonMobil,0.81%,117.03,-0.38,(-0.32%)
PLTR,Palantir Technologies,0.71%,182.4,5.11,(2.88%)
NFLX,Netflix,0.66%,95.33,0.54,(0.57%)
BAC,Bank of America,0.66%,54.92,0.37,(0.68%)
ABBV,AbbVie,0.65%,224.47,0.16,(0.07%)
COST,Costco,0.63%,861.7,-0.95,(-0.11%)
HD,Home Depot (The),0.59%,360.75,4.0,(1.12%)
PG,Procter & Gamble,0.56%,147.0,-0.81,(-0.55%)
AMD,Advanced Micro Devices,0.54%,204.3,6.19,(3.13%)
GE,GE Aerospace,0.51%,295.3,3.12,(1.07%)
KO,Coca-Cola Company (The),0.50%,70.47,-0.2,(-0.29%)
CSCO,Cisco,0.50%,76.72,0.72,(0.94%)
UNH,UnitedHealth Group,0.49%,330.0,-1.63,(-0.49%)
CVX,Chevron Corporation,0.49%,149.03,-0.5,(-0.33%)
WFC,Wells Fargo,0.48%,93.32,0.72,(0.78%)
MU,Micron Technology,0.48%,259.07,33.55,(14.88%)
IBM,IBM,0.47%,304.69,1.37,(0.45%)
MS,Morgan Stanley,0.46%,176.29,1.48,(0.85%)
CAT,Caterpillar Inc.,0.44%,568.5,6.61,(1.18%)
GS,Goldman Sachs,0.43%,883.66,11.32,(1.30%)
AXP,American Express,0.43%,379.26,3.64,(0.97%)
MRK,Merck & Co.,0.41%,99.96,0.77,(0.78%)
PM,Philip Morris International,0.40%,158.4,-0.21,(-0.13%)
CRM,Salesforce,0.40%,258.73,0.59,(0.23%)
RTX,RTX Corporation,0.39%,177.65,0.45,(0.25%)
APP,AppLovin Corporation,0.37%,674.2,17.07,(2.60%)
MCD,McDonald's,0.37%,318.8,0.11,(0.03%)
TMUS,T-Mobile US,0.37%,199.62,0.24,(0.12%)
ABT,Abbott Laboratories,0.36%,126.53,-0.18,(-0.14%)
TMO,Thermo Fisher Scientific,0.35%,564.22,1.66,(0.29%)
PEP,PepsiCo,0.34%,149.71,-0.37,(-0.25%)
AMAT,Applied Materials,0.33%,255.34,7.06,(2.85%)
LRCX,Lam Research,0.33%,160.1,5.12,(3.31%)
C,Citigroup,0.33%,112.38,0.92,(0.83%)
ISRG,Intuitive Surgical,0.32%,559.0,2.14,(0.38%)
DIS,Walt Disney Company (The),0.32%,110.98,0.35,(0.32%)
LIN,Linde plc,0.32%,420.95,-1.39,(-0.33%)
QCOM,Qualcomm,0.30%,173.74,1.4,(0.81%)
INTU,Intuit,0.30%,667.81,7.02,(1.06%)
INTC,Intel,0.29%,37.0,0.95,(2.64%)
AMGN,Amgen,0.29%,327.65,1.64,(0.50%)
GEV,GE Vernova,0.29%,646.39,32.2,(5.24%)
ACN,Accenture,0.28%,262.97,-10.77,(-3.93%)
TJX,TJX Companies,0.28%,155.5,-0.16,(-0.10%)
SCHW,Charles Schwab Corporation,0.28%,97.13,0.52,(0.53%)
BKNG,Booking Holdings,0.28%,5344.25,3.27,(0.06%)
T,AT&T,0.28%,24.27,-0.09,(-0.37%)
VZ,Verizon,0.28%,40.73,-0.15,(-0.37%)
NEE,NextEra Energy,0.27%,80.31,0.02,(0.02%)
BLK,BlackRock,0.27%,1073.2,8.2,(0.77%)
UBER,Uber,0.27%,79.98,0.84,(1.06%)
BA,Boeing,0.27%,208.19,1.86,(0.90%)
TXN,Texas Instruments,0.26%,177.1,2.61,(1.50%)
KLAC,KLA Corporation,0.26%,1205.01,32.99,(2.81%)
DHR,Danaher Corporation,0.26%,222.75,0.12,(0.05%)
ANET,Arista Networks,0.26%,124.8,2.44,(1.99%)
APH,Amphenol,0.26%,128.27,1.75,(1.39%)
SPGI,S&P Global,0.25%,510.85,0.26,(0.05%)
COF,Capital One,0.25%,242.82,3.32,(1.38%)
GILD,Gilead Sciences,0.25%,121.03,-0.33,(-0.28%)
ADBE,Adobe Inc.,0.24%,356.5,1.84,(0.52%)
PFE,Pfizer,0.23%,25.05,0.01,(0.02%)
LOW,Lowe's,0.23%,253.02,5.05,(2.04%)
UNP,Union Pacific Corporation,0.23%,238.52,1.78,(0.75%)
BSX,Boston Scientific,0.23%,94.3,-0.19,(-0.20%)
SYK,Stryker Corporation,0.22%,350.63,-1.95,(-0.55%)
ADI,Analog Devices,0.22%,273.47,2.42,(0.89%)
PGR,Progressive Corporation,0.22%,224.45,-2.83,(-1.24%)
DE,Deere & Company,0.21%,481.83,0.82,(0.17%)
PANW,Palo Alto Networks,0.21%,186.41,2.97,(1.62%)
