Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.35%,2.75,(1.46%)
AAPL,Apple Inc.,6.37%,0.48,(0.18%)
MSFT,Microsoft,4.89%,2.83,(0.68%)
AMZN,Amazon,3.54%,1.66,(0.80%)
GOOGL,Alphabet Inc. (Class A),3.17%,1.59,(0.50%)
GOOG,Alphabet Inc. (Class C),2.96%,1.5,(0.47%)
META,Meta Platforms,2.70%,5.33,(0.79%)
AVGO,Broadcom,2.58%,4.12,(1.21%)
TSLA,"Tesla, Inc.",2.53%,1.64,(0.38%)
BRK.B,Berkshire Hathaway,1.71%,-0.35,(-0.07%)
WMT,Walmart,1.60%,0.04,(0.03%)
LLY,Lilly (Eli),1.45%,1.6,(0.16%)
JPM,JPMorgan Chase,1.37%,2.42,(0.76%)
XOM,ExxonMobil,1.01%,1.95,(1.29%)
V,Visa Inc.,1.00%,0.72,(0.22%)
JNJ,Johnson & Johnson,0.90%,-1.2,(-0.50%)
MA,Mastercard,0.76%,1.41,(0.26%)
ORCL,Oracle Corporation,0.74%,3.01,(1.88%)
MU,Micron Technology,0.70%,20.6,(5.52%)
COST,Costco,0.68%,-0.34,(-0.03%)
BAC,Bank of America,0.64%,0.38,(0.68%)
ABBV,AbbVie,0.62%,-0.29,(-0.13%)
HD,Home Depot (The),0.61%,-2.95,(-0.76%)
PG,Procter & Gamble,0.58%,-0.7,(-0.44%)
CVX,Chevron Corporation,0.58%,1.74,(0.95%)
CAT,Caterpillar Inc.,0.56%,13.61,(1.83%)
AMD,Advanced Micro Devices,0.56%,2.28,(1.07%)
NFLX,Netflix,0.55%,0.44,(0.54%)
CSCO,Cisco,0.54%,0.06,(0.07%)
GE,GE Aerospace,0.53%,1.94,(0.61%)
PLTR,Palantir Technologies,0.53%,0.14,(0.10%)
KO,Coca-Cola Company (The),0.52%,-0.06,(-0.08%)
LRCX,Lam Research,0.46%,7.72,(3.41%)
MRK,Merck & Co.,0.46%,0.1,(0.09%)
GS,Goldman Sachs,0.45%,8.87,(0.93%)
WFC,Wells Fargo,0.45%,0.47,(0.51%)
MS,Morgan Stanley,0.45%,1.62,(0.91%)
PM,Philip Morris International,0.45%,-1.16,(-0.64%)
IBM,IBM,0.43%,0.14,(0.05%)
