Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.43%,890.22,13.64,(1.56%)
CAT,Caterpillar Inc.,7.80%,607.27,12.91,(2.17%)
MSFT,Microsoft Corporation,6.12%,476.59,-15.43,(-3.14%)
AXP,American Express Company,4.83%,375.84,11.93,(3.28%)
HD,"The Home Depot, Inc.",4.48%,348.99,3.72,(1.08%)
V,Visa Inc.,4.20%,326.83,0.33,(0.10%)
UNH,UnitedHealth Group Incorporated,4.19%,326.54,2.94,(0.91%)
SHW,Sherwin-Williams,4.15%,323.18,2.04,(0.63%)
AMGN,Amgen Inc.,4.06%,315.81,1.95,(0.62%)
IBM,International Business Machines Corporation,4.03%,313.55,3.07,(0.99%)
MCD,McDonald's Corporation,3.98%,310.01,-0.78,(-0.25%)
JPM,JPMorgan Chase & Co.,3.96%,308.31,7.8,(2.59%)
TRV,"The Travelers Companies, Inc.",3.59%,279.45,0.29,(0.11%)
AAPL,Apple Inc.,3.58%,278.78,1.6,(0.58%)
CRM,"Salesforce, Inc.",3.38%,263.42,2.4,(0.92%)
AMZN,"Amazon.com, Inc.amazon.com",2.96%,230.6,2.68,(1.18%)
JNJ,Johnson & Johnson,2.64%,205.52,5.56,(2.78%)
BA,The Boeing Company,2.57%,199.87,-0.5,(-0.25%)
HON,Honeywell International Inc.,2.46%,191.28,1.11,(0.59%)
NVDA,Nvidia,2.36%,183.54,-1.43,(-0.77%)
MMM,3M Company,2.13%,165.75,0.66,(0.40%)
CVX,Chevron Corporation,1.94%,151.26,2.77,(1.87%)
PG,The Procter & Gamble Company,1.80%,139.84,0.21,(0.15%)
WMT,Walmart Inc.,1.46%,113.48,-1.58,(-1.37%)
DIS,The Walt Disney Company,1.40%,108.85,1.83,(1.71%)
MRK,"Merck & Co., Inc.",1.24%,96.85,-0.04,(-0.04%)
CSCO,"Cisco Systems, Inc.",1.03%,80.29,0.77,(0.97%)
KO,The Coca-Cola Company,0.90%,69.97,-0.12,(-0.17%)
NKE,"Nike, Inc.",0.84%,65.43,2.1,(3.32%)
VZ,Verizon Communications Inc.,0.51%,39.71,-0.43,(-1.07%)
