Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,13.07%,182.55,-2.43,(-1.31%)
AAPL,Apple Inc.,12.13%,278.79,1.61,(0.58%)
MSFT,Microsoft,10.46%,477.92,-14.1,(-2.87%)
AMZN,Amazon,7.29%,231.58,3.66,(1.60%)
GOOGL,Alphabet Inc. (Class A),5.91%,320.62,3.54,(1.11%)
AVGO,Broadcom Inc.,5.73%,411.89,5.59,(1.38%)
GOOG,Alphabet Inc. (Class C),5.50%,321.37,3.62,(1.14%)
META,Meta Platforms,4.82%,649.18,-7.79,(-1.19%)
TSLA,"Tesla, Inc.",4.42%,450.79,5.62,(1.26%)
PLTR,Palantir Technologies,1.32%,187.7,5.86,(3.22%)
ASML,ASML Holding,1.28%,1117.76,6.32,(0.57%)
NFLX,Netflix,1.16%,93.18,-3.53,(-3.65%)
COST,Costco,1.14%,875.5,-12.94,(-1.46%)
AMD,Advanced Micro Devices Inc.,1.06%,221.17,-0.45,(-0.20%)
CSCO,Cisco,0.94%,80.45,0.94,(1.18%)
MU,Micron Technology,0.87%,263.47,11.05,(4.38%)
AZN,AstraZeneca,0.84%,91.58,1.76,(1.96%)
APP,Applovin Corp,0.70%,703.3,-21.33,(-2.94%)
AMAT,Applied Materials,0.65%,275.22,8.07,(3.02%)
SHOP,Shopify,0.65%,168.34,8.45,(5.28%)
TMUS,T-Mobile US,0.64%,195.8,-5.55,(-2.76%)
LRCX,Lam Research,0.62%,168.28,2.47,(1.49%)
PEP,PepsiCo,0.60%,149.73,5.09,(3.52%)
ISRG,Intuitive Surgical,0.58%,555.97,-2.16,(-0.39%)
QCOM,Qualcomm,0.57%,182.06,6.06,(3.44%)
INTC,Intel,0.57%,40.69,0.19,(0.46%)
INTU,Intuit,0.54%,662.5,6.75,(1.03%)
LIN,Linde plc,0.54%,392.69,2.31,(0.59%)
BKNG,Booking Holdings,0.50%,5279.74,83.97,(1.62%)
AMGN,Amgen,0.50%,315.62,1.77,(0.56%)
TXN,Texas Instruments,0.49%,181.61,2.08,(1.16%)
PDD,PDD Holdings,0.48%,115.19,-1.95,(-1.66%)
KLAC,KLA Corporation,0.48%,1239.14,13.53,(1.10%)
GILD,Gilead Sciences,0.44%,121.34,1.98,(1.66%)
ARM,Arm Holdings,0.44%,141.53,-0.41,(-0.29%)
ADBE,Adobe Inc.,0.43%,345.01,0.69,(0.20%)
ADI,Analog Devices,0.41%,281.35,5.11,(1.85%)
PANW,Palo Alto Networks,0.40%,192.96,-2.04,(-1.05%)
CRWD,CrowdStrike,0.39%,518.78,0.79,(0.15%)
HON,Honeywell,0.36%,192.01,1.84,(0.97%)
CEG,Constellation Energy,0.33%,362.0,2.85,(0.79%)
VRTX,Vertex Pharmaceuticals,0.33%,444.45,7.44,(1.70%)
ADP,ADP,0.31%,259.33,1.1,(0.43%)
CMCSA,Comcast,0.30%,27.58,0.79,(2.93%)
MELI,MercadoLibre,0.29%,1973.85,-100.63,(-4.85%)
SBUX,Starbucks,0.28%,83.93,1.64,(2.00%)
DASH,DoorDash,0.28%,220.38,-9.62,(-4.18%)
SNPS,Synopsys,0.27%,486.07,20.22,(4.34%)
CDNS,Cadence Design Systems,0.27%,338.12,3.05,(0.91%)
ORLY,O'Reilly Automotive,0.23%,93.63,-0.63,(-0.66%)
MRVL,Marvell Technology,0.23%,92.23,3.33,(3.74%)
ABNB,Airbnb,0.23%,127.63,2.23,(1.78%)
MAR,Marriott International,0.23%,286.9,3.06,(1.08%)
REGN,Regeneron Pharmaceuticals,0.22%,726.77,34.18,(4.94%)
CTAS,Cintas,0.22%,185.5,2.35,(1.28%)
WBD,Warner Bros. Discovery,0.22%,29.53,1.26,(4.48%)
MNST,Monster Beverage,0.21%,73.86,0.29,(0.39%)
MDLZ,Mondelez International,0.20%,53.88,-0.23,(-0.43%)
CSX,CSX Corporation,0.20%,37.04,0.66,(1.83%)
ADSK,Autodesk,0.19%,300.14,-0.61,(-0.20%)
AEP,American Electric Power,0.18%,114.16,-1.91,(-1.65%)
FTNT,Fortinet,0.18%,81.6,-1.91,(-2.28%)
PCAR,Paccar,0.18%,113.51,4.6,(4.22%)
ROST,Ross Stores,0.17%,181.74,4.72,(2.67%)
WDAY,"Workday, Inc.",0.17%,222.86,0.6,(0.27%)
NXPI,NXP Semiconductors,0.17%,230.61,2.56,(1.12%)
TRI,Thomson Reuters Corporation,0.17%,129.85,1.2,(0.93%)
PYPL,PayPal,0.17%,61.16,0.38,(0.63%)
IDXX,Idexx Laboratories,0.17%,701.79,2.73,(0.39%)
DDOG,Datadog,0.16%,152.02,-0.56,(-0.36%)
MSTR,MicroStrategy Inc.,0.16%,184.26,-4.73,(-2.50%)
EA,Electronic Arts,0.15%,203.87,0.05,(0.02%)
ROP,Roper Technologies,0.14%,442.08,1.44,(0.33%)
BKR,Baker Hughes,0.14%,48.12,0.43,(0.89%)
FAST,Fastenal,0.14%,41.03,0.69,(1.71%)
FANG,Diamondback Energy,0.14%,160.55,2.38,(1.50%)
TTWO,Take-Two Interactive,0.13%,246.01,-2.72,(-1.09%)
AXON,Axon Enterprise Inc.,0.13%,567.27,20.62,(3.77%)
XEL,Xcel Energy,0.13%,74.62,-1.1,(-1.45%)
EXC,Exelon,0.13%,43.4,-0.36,(-0.82%)
TEAM,Atlassian,0.13%,161.82,0.41,(0.25%)
