Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.04%,-3.84,(-2.24%)
AAPL,Apple Inc.,6.31%,-4.7,(-1.86%)
MSFT,Microsoft,4.59%,-9.07,(-2.48%)
AMZN,Amazon,3.70%,-8.42,(-4.06%)
GOOGL,Alphabet Inc. (Class A),2.97%,-6.81,(-2.43%)
GOOG,Alphabet Inc. (Class C),2.77%,-7.22,(-2.57%)
AVGO,Broadcom,2.46%,-9.37,(-3.03%)
TSLA,"Tesla, Inc.",2.35%,-10.98,(-2.95%)
META,Meta Platforms,2.30%,-22.81,(-4.17%)
BRK.B,Berkshire Hathaway,1.75%,-6.44,(-1.35%)
WMT,Walmart,1.70%,0.67,(0.55%)
LLY,Lilly (Eli),1.36%,-20.25,(-2.26%)
JPM,JPMorgan Chase,1.32%,-8.99,(-3.08%)
XOM,ExxonMobil,1.23%,5.51,(3.33%)
JNJ,Johnson & Johnson,1.00%,1.41,(0.59%)
V,Visa Inc.,0.98%,-9.7,(-3.18%)
COST,Costco,0.75%,3.51,(0.36%)
MA,Mastercard,0.75%,-17.25,(-3.45%)
CVX,Chevron Corporation,0.72%,3.41,(1.64%)
ORCL,Oracle Corporation,0.69%,-3.47,(-2.43%)
MU,Micron Technology,0.69%,-0.21,(-0.06%)
NFLX,Netflix,0.68%,-0.19,(-0.21%)
ABBV,AbbVie,0.64%,-2.54,(-1.20%)
PLTR,Palantir Technologies,0.59%,-5.23,(-3.55%)
BAC,Bank of America,0.59%,-1.09,(-2.27%)
PG,Procter & Gamble,0.57%,0.2,(0.14%)
AMD,Advanced Micro Devices,0.57%,-2.57,(-1.26%)
KO,Coca-Cola Company (The),0.56%,0.99,(1.33%)
CAT,Caterpillar Inc.,0.56%,-8.02,(-1.14%)
HD,Home Depot (The),0.55%,-7.11,(-2.16%)
CSCO,Cisco,0.54%,-2.5,(-3.04%)
MRK,Merck & Co.,0.51%,0.58,(0.49%)
GE,GE Aerospace,0.51%,-3.24,(-1.14%)
AMAT,Applied Materials,0.46%,-2.68,(-0.79%)
LRCX,Lam Research,0.46%,-0.69,(-0.32%)
PM,Philip Morris International,0.44%,1.71,(1.05%)
RTX,RTX Corporation,0.44%,-3.5,(-1.81%)
MS,Morgan Stanley,0.44%,-4.55,(-2.79%)
WFC,Wells Fargo,0.41%,-2.02,(-2.56%)
GS,Goldman Sachs,0.41%,-20.81,(-2.53%)
UNH,UnitedHealth Group,0.41%,-9.7,(-3.62%)
TMUS,T-Mobile US,0.40%,-1.18,(-0.56%)
GEV,GE Vernova,0.40%,-21.64,(-2.48%)
LIN,Linde plc,0.39%,-8.28,(-1.67%)
IBM,IBM,0.38%,-5.7,(-2.36%)
MCD,McDonald's,0.38%,-3.18,(-1.03%)
INTC,Intel,0.37%,-1.02,(-2.32%)
VZ,Verizon,0.37%,-0.41,(-0.82%)
PEP,PepsiCo,0.36%,2.13,(1.41%)
T,AT&T,0.35%,0.15,(0.54%)
AXP,American Express,0.35%,-6.96,(-2.33%)
NEE,NextEra Energy,0.33%,0.11,(0.12%)
KLAC,KLA Corporation,0.33%,-8.24,(-0.57%)
AMGN,Amgen,0.33%,-3.78,(-1.07%)
C,Citigroup,0.32%,-5.17,(-4.60%)
ABT,Abbott Laboratories,0.31%,-0.21,(-0.21%)
TMO,Thermo Fisher Scientific,0.30%,-15.49,(-3.17%)
TXN,Texas Instruments,0.30%,-3.47,(-1.80%)
TJX,TJX Companies,0.30%,-2.73,(-1.73%)
GILD,Gilead Sciences,0.29%,-3.56,(-2.60%)
CRM,Salesforce,0.29%,-6.66,(-3.59%)
COP,ConocoPhillips,0.28%,0.93,(0.69%)
DIS,Walt Disney Company (The),0.28%,-2.34,(-2.47%)
SCHW,Charles Schwab Corporation,0.28%,-1.81,(-1.92%)
ISRG,Intuitive Surgical,0.28%,-16.8,(-3.59%)
PFE,Pfizer,0.27%,-0.51,(-1.86%)
DE,Deere & Company,0.26%,-16.57,(-2.85%)
ANET,Arista Networks,0.26%,-1.39,(-1.14%)
APH,Amphenol,0.26%,-0.21,(-0.17%)
ADI,Analog Devices,0.26%,-6.58,(-2.10%)
BA,Boeing,0.26%,-4.21,(-2.16%)
BLK,BlackRock,0.25%,-34.46,(-3.56%)
UBER,Uber,0.25%,-1.42,(-2.02%)
LMT,Lockheed Martin,0.25%,-11.87,(-1.89%)
HON,Honeywell,0.24%,-2.51,(-1.11%)
UNP,Union Pacific Corporation,0.24%,-0.96,(-0.40%)
ETN,Eaton Corporation,0.24%,-0.85,(-0.24%)
WELL,Welltower,0.24%,-0.12,(-0.06%)
