Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.21%,-1.68,(-0.98%)
AAPL,Apple Inc.,11.89%,-0.34,(-0.14%)
MSFT,Microsoft,8.59%,-5.32,(-1.45%)
AMZN,Amazon,6.93%,-6.35,(-3.06%)
GOOGL,Alphabet Inc. (Class A),5.58%,-2.57,(-0.92%)
GOOG,Alphabet Inc. (Class C),5.21%,-2.67,(-0.95%)
AVGO,Broadcom Inc.,4.63%,-4.74,(-1.53%)
TSLA,"Tesla, Inc.",4.42%,-4.71,(-1.26%)
META,Meta Platforms,4.30%,-17.67,(-3.23%)
WMT,Walmart,3.16%,1.4,(1.15%)
ASML,ASML Holding,1.64%,-2.8,(-0.21%)
COST,Costco,1.40%,5.23,(0.53%)
MU,Micron Technology,1.33%,11.79,(3.32%)
NFLX,Netflix,1.27%,0.45,(0.48%)
PLTR,Palantir Technologies,1.12%,-2.17,(-1.47%)
AMD,Advanced Micro Devices Inc.,1.05%,-3.02,(-1.48%)
CSCO,Cisco,1.02%,-2.03,(-2.47%)
AMAT,Applied Materials,0.87%,3.99,(1.18%)
LRCX,Lam Research,0.86%,3.58,(1.69%)
TMUS,T-Mobile US,0.76%,2.25,(1.06%)
LIN,Linde plc,0.73%,-6.64,(-1.34%)
INTC,Intel,0.70%,-0.43,(-0.98%)
PEP,PepsiCo,0.67%,1.68,(1.12%)
KLAC,KLA Corporation,0.62%,20.45,(1.41%)
AMGN,Amgen,0.61%,0.45,(0.13%)
TXN,Texas Instruments,0.56%,-1.76,(-0.91%)
GILD,Gilead Sciences,0.55%,0.18,(0.13%)
ISRG,Intuitive Surgical,0.52%,-13.3,(-2.84%)
ARM,Arm Holdings,0.50%,-9.35,(-6.04%)
ADI,Analog Devices,0.48%,-4.67,(-1.49%)
SHOP,Shopify,0.47%,-3.35,(-2.90%)
PDD,PDD Holdings,0.46%,0.54,(0.54%)
HON,Honeywell,0.46%,0.13,(0.06%)
QCOM,Qualcomm,0.44%,-1.87,(-1.43%)
APP,Applovin Corp,0.43%,1.75,(0.45%)
BKNG,Booking Holdings,0.41%,-129.87,(-3.08%)
PANW,Palo Alto Networks,0.39%,-7.96,(-5.09%)
INTU,Intuit,0.37%,-15.37,(-3.55%)
VRTX,Vertex Pharmaceuticals,0.36%,-7.61,(-1.68%)
CEG,Constellation Energy,0.35%,9.42,(3.19%)
CMCSA,Comcast,0.33%,-0.09,(-0.33%)
SBUX,Starbucks,0.32%,-3.14,(-3.44%)
ADBE,Adobe Inc.,0.31%,-5.55,(-2.30%)
CRWD,CrowdStrike,0.30%,-20.81,(-5.30%)
WDC,Western Digital,0.30%,3.43,(1.25%)
STX,Seagate Technology Holdings,0.28%,5.34,(1.41%)
MAR,Marriott International,0.27%,-5.04,(-1.55%)
MRVL,Marvell Technology,0.27%,-2.81,(-2.88%)
MELI,MercadoLibre,0.26%,-24.83,(-1.52%)
ADP,ADP,0.26%,-2.85,(-1.40%)
REGN,Regeneron Pharmaceuticals,0.25%,-6.03,(-0.80%)
ORLY,O'Reilly Automotive,0.25%,-0.16,(-0.17%)
CDNS,Cadence Design Systems,0.25%,-3.42,(-1.22%)
ABNB,Airbnb,0.24%,-6.04,(-4.61%)
MDLZ,Mondelez International,0.24%,0.87,(1.52%)
SNPS,Synopsys,0.24%,-11.31,(-2.81%)
CSX,CSX Corporation,0.24%,0.24,(0.60%)
AEP,American Electric Power,0.23%,1.63,(1.26%)
MNST,Monster Beverage,0.23%,0.39,(0.55%)
ROST,Ross Stores,0.22%,-0.79,(-0.37%)
WBD,Warner Bros. Discovery,0.22%,0.06,(0.22%)
CTAS,Cintas,0.21%,-1.28,(-0.76%)
DASH,DoorDash,0.21%,-4.41,(-2.90%)
BKR,Baker Hughes,0.20%,0.59,(0.95%)
PCAR,Paccar,0.19%,-1.23,(-1.07%)
FTNT,Fortinet,0.19%,-1.84,(-2.27%)
FANG,Diamondback Energy,0.18%,0.27,(0.13%)
MPWR,Monolithic Power Systems,0.17%,4.55,(0.43%)
FAST,Fastenal,0.17%,0.1,(0.22%)
EA,Electronic Arts,0.16%,-0.23,(-0.11%)
EXC,Exelon,0.16%,0.35,(0.73%)
XEL,Xcel Energy,0.16%,0.93,(1.20%)
ADSK,Autodesk,0.16%,-7.2,(-3.00%)
NXPI,NXP Semiconductors,0.16%,-3.83,(-1.94%)
FER,Ferrovial SE,0.15%,0.23,(0.37%)
IDXX,Idexx Laboratories,0.14%,-5.79,(-1.01%)
MSTR,MicroStrategy Inc.,0.14%,-5.99,(-4.51%)
ALNY,Alnylam Pharmaceuticals,0.14%,-4.12,(-1.26%)
CCEP,Coca-Cola Europacific Partners,0.13%,-0.11,(-0.12%)
DDOG,Datadog,0.13%,-8.14,(-6.55%)
PYPL,PayPal,0.13%,-1.15,(-2.54%)
TRI,Thomson Reuters Corporation,0.13%,-1.19,(-1.31%)
ODFL,Old Dominion Freight Line,0.12%,-2.66,(-1.41%)
KDP,Keurig Dr Pepper,0.11%,0.12,(0.44%)
ROP,Roper Technologies,0.11%,-2.93,(-0.84%)
AXON,Axon Enterprise Inc.,0.11%,-10.07,(-2.24%)
TTWO,Take-Two Interactive,0.11%,-3.57,(-1.83%)
MCHP,Microchip Technology,0.11%,-1.82,(-2.84%)
PAYX,Paychex,0.11%,-1.6,(-1.71%)
WDAY,"Workday, Inc.",0.10%,-3.45,(-2.69%)
GEHC,GE HealthCare,0.10%,-1.74,(-2.43%)
CPRT,Copart,0.10%,-0.15,(-0.45%)
INSM,Insmed Incorporated,0.10%,-3.69,(-2.50%)
CTSH,Cognizant,0.09%,-1.09,(-1.80%)
CHTR,Charter Communications,0.09%,-1.36,(-0.62%)
KHC,Kraft Heinz,0.08%,0.66,(3.06%)
VRSK,Verisk,0.08%,-1.91,(-1.03%)
DXCM,DexCom,0.08%,-3.25,(-4.92%)
ZS,Zscaler,0.07%,-7.08,(-5.00%)
TEAM,Atlassian,0.06%,-2.58,(-3.78%)
CSGP,CoStar Group,0.05%,-1.29,(-3.13%)
