Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.10%,21.58,(2.65%)
CAT,Caterpillar Inc.,9.33%,20.84,(3.06%)
MSFT,Microsoft Corporation,5.09%,1.21,(0.32%)
AMGN,Amgen Inc.,4.66%,2.79,(0.80%)
HD,"The Home Depot, Inc.",4.42%,11.9,(3.71%)
SHW,Sherwin-Williams,4.19%,11.56,(3.81%)
MCD,McDonald's Corporation,4.11%,0.06,(0.02%)
V,Visa Inc.,4.07%,4.73,(1.57%)
AXP,American Express Company,4.03%,7.81,(2.64%)
TRV,"The Travelers Companies, Inc.",3.94%,-0.12,(-0.04%)
JPM,JPMorgan Chase & Co.,3.87%,4.75,(1.66%)
UNH,UnitedHealth Group Incorporated,3.59%,-5.69,(-2.06%)
AAPL,Apple Inc.,3.35%,3.87,(1.56%)
IBM,International Business Machines Corporation,3.31%,7.62,(3.15%)
JNJ,Johnson & Johnson,3.13%,0.41,(0.17%)
HON,Honeywell International Inc.,2.98%,2.75,(1.24%)
AMZN,"Amazon.com, Inc.amazon.com",2.80%,5.41,(2.64%)
CVX,Chevron Corporation,2.71%,2.3,(1.14%)
BA,The Boeing Company,2.65%,4.17,(2.14%)
CRM,"Salesforce, Inc.",2.59%,-0.3,(-0.15%)
NVDA,Nvidia,2.35%,3.79,(2.19%)
MMM,3M Company,1.95%,5.64,(4.00%)
PG,The Procter & Gamble Company,1.91%,-0.41,(-0.29%)
WMT,Walmart Inc.,1.60%,1.42,(1.19%)
MRK,"Merck & Co., Inc.",1.54%,1.47,(1.29%)
DIS,The Walt Disney Company,1.31%,-1.04,(-1.04%)
CSCO,"Cisco Systems, Inc.",1.05%,1.29,(1.66%)
KO,The Coca-Cola Company,1.00%,0.33,(0.45%)
NKE,"Nike, Inc.",0.70%,0.63,(1.20%)
VZ,Verizon Communications Inc.,0.67%,0.49,(0.99%)
