Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.18%,4.84,(2.80%)
AAPL,Apple Inc.,6.17%,4.77,(1.92%)
MSFT,Microsoft,4.78%,4.79,(1.25%)
AMZN,Amazon,3.80%,7.18,(3.50%)
GOOGL,Alphabet Inc. (Class A),3.17%,4.03,(1.34%)
GOOG,Alphabet Inc. (Class C),2.94%,4.21,(1.41%)
AVGO,Broadcom,2.57%,15.33,(4.94%)
META,Meta Platforms,2.55%,11.79,(1.99%)
TSLA,"Tesla, Inc.",2.39%,14.95,(4.06%)
BRK.B,Berkshire Hathaway,1.73%,0.96,(0.20%)
WMT,Walmart,1.60%,1.42,(1.19%)
LLY,Lilly (Eli),1.36%,5.81,(0.64%)
JPM,JPMorgan Chase,1.32%,6.75,(2.35%)
XOM,ExxonMobil,1.11%,1.16,(0.72%)
V,Visa Inc.,0.98%,5.58,(1.85%)
JNJ,Johnson & Johnson,0.94%,-0.49,(-0.21%)
MU,Micron Technology,0.80%,1.71,(0.40%)
MA,Mastercard,0.75%,9.58,(1.93%)
ORCL,Oracle Corporation,0.74%,4.95,(3.31%)
COST,Costco,0.72%,-1.49,(-0.15%)
CVX,Chevron Corporation,0.67%,2.17,(1.08%)
NFLX,Netflix,0.65%,0.75,(0.81%)
PLTR,Palantir Technologies,0.64%,9.12,(6.05%)
ABBV,AbbVie,0.60%,-0.37,(-0.18%)
BAC,Bank of America,0.57%,0.94,(2.00%)
AMD,Advanced Micro Devices,0.56%,6.43,(3.19%)
PG,Procter & Gamble,0.56%,-0.38,(-0.26%)
HD,Home Depot (The),0.55%,11.8,(3.68%)
CAT,Caterpillar Inc.,0.55%,28.37,(4.17%)
KO,Coca-Cola Company (The),0.54%,0.01,(0.01%)
CSCO,Cisco,0.52%,1.46,(1.88%)
GE,GE Aerospace,0.52%,10.19,(3.55%)
LRCX,Lam Research,0.49%,9.27,(4.06%)
AMAT,Applied Materials,0.49%,15.85,(4.44%)
MRK,Merck & Co.,0.48%,1.35,(1.18%)
RTX,RTX Corporation,0.44%,0.1,(0.05%)
MS,Morgan Stanley,0.44%,5.34,(3.31%)
PM,Philip Morris International,0.43%,1.03,(0.63%)
UNH,UnitedHealth Group,0.42%,1.67,(0.61%)
GS,Goldman Sachs,0.42%,30.33,(3.73%)
GEV,GE Vernova,0.41%,61.15,(7.19%)
WFC,Wells Fargo,0.41%,1.68,(2.16%)
IBM,IBM,0.39%,9.25,(3.83%)
TMUS,T-Mobile US,0.38%,0.97,(0.47%)
INTC,Intel,0.38%,1.54,(3.50%)
LIN,Linde plc,0.38%,-0.64,(-0.13%)
MCD,McDonald's,0.37%,0.85,(0.27%)
VZ,Verizon,0.35%,0.5,(0.99%)
AXP,American Express,0.34%,6.48,(2.19%)
PEP,PepsiCo,0.34%,0.43,(0.28%)
KLAC,KLA Corporation,0.34%,66.88,(4.46%)
T,AT&T,0.33%,0.39,(1.37%)
C,Citigroup,0.33%,3.11,(2.84%)
NEE,NextEra Energy,0.31%,0.99,(1.11%)
AMGN,Amgen,0.31%,1.64,(0.47%)
ABT,Abbott Laboratories,0.30%,-0.21,(-0.20%)
CRM,Salesforce,0.30%,1.76,(0.90%)
TMO,Thermo Fisher Scientific,0.30%,8.35,(1.76%)
DIS,Walt Disney Company (The),0.30%,0.77,(0.78%)
TJX,TJX Companies,0.29%,2.01,(1.30%)
TXN,Texas Instruments,0.29%,4.09,(2.18%)
ANET,Arista Networks,0.29%,6.56,(5.00%)
ISRG,Intuitive Surgical,0.29%,5.86,(1.23%)
GILD,Gilead Sciences,0.28%,-0.13,(-0.09%)
