Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,7.31%,187.85,-0.37,(-0.19%)
AAPL,Apple Inc.,6.46%,273.21,-0.55,(-0.20%)
MSFT,Microsoft,5.81%,488.33,1.23,(0.25%)
AMZN,Amazon,3.96%,231.66,-0.41,(-0.18%)
GOOGL,Alphabet Inc. (Class A),3.14%,314.07,0.51,(0.16%)
GOOG,Alphabet Inc. (Class C),2.93%,314.86,0.47,(0.15%)
META,Meta Platforms,2.69%,667.32,8.63,(1.31%)
AVGO,Broadcom,2.66%,350.4,1.01,(0.29%)
TSLA,"Tesla, Inc.",2.44%,457.68,-1.96,(-0.43%)
BRK.B,Berkshire Hathaway,1.74%,504.71,3.66,(0.73%)
LLY,Lilly (Eli),1.55%,1081.86,3.13,(0.29%)
WMT,Walmart,1.43%,112.18,-0.35,(-0.31%)
JPM,JPMorgan Chase,1.41%,323.54,-0.21,(-0.07%)
V,Visa Inc.,1.09%,353.83,-0.78,(-0.22%)
ORCL,Oracle Corporation,0.91%,198.11,2.73,(1.40%)
MA,Mastercard,0.83%,576.36,-1.54,(-0.27%)
XOM,ExxonMobil,0.82%,121.09,0.55,(0.46%)
JNJ,Johnson & Johnson,0.80%,207.27,-0.29,(-0.14%)
PLTR,Palantir Technologies,0.70%,182.75,-1.43,(-0.77%)
ABBV,AbbVie,0.65%,229.37,-1.47,(-0.64%)
BAC,Bank of America,0.65%,55.3,-0.05,(-0.10%)
NFLX,Netflix,0.64%,93.88,-0.27,(-0.29%)
COST,Costco,0.62%,867.46,-0.38,(-0.04%)
AMD,Advanced Micro Devices,0.56%,214.96,-0.65,(-0.30%)
HD,Home Depot (The),0.55%,346.8,-0.65,(-0.19%)
PG,Procter & Gamble,0.54%,143.9,-0.67,(-0.46%)
MU,Micron Technology,0.53%,294.72,0.34,(0.12%)
GE,GE Aerospace,0.53%,312.36,0.78,(0.25%)
CSCO,Cisco,0.49%,77.53,-0.27,(-0.34%)
CVX,Chevron Corporation,0.49%,152.09,1.1,(0.73%)
KO,Coca-Cola Company (The),0.48%,70.11,-0.05,(-0.08%)
UNH,UnitedHealth Group,0.48%,332.56,3.62,(1.10%)
WFC,Wells Fargo,0.47%,94.3,-0.22,(-0.23%)
MS,Morgan Stanley,0.45%,178.63,-1.31,(-0.73%)
IBM,IBM,0.45%,303.59,-2.15,(-0.70%)
CAT,Caterpillar Inc.,0.43%,576.77,-1.84,(-0.32%)
GS,Goldman Sachs,0.42%,883.55,-8.63,(-0.97%)
MRK,Merck & Co.,0.42%,106.27,-0.35,(-0.33%)
AXP,American Express,0.41%,374.06,-1.26,(-0.34%)
PM,Philip Morris International,0.40%,162.04,0.1,(0.06%)
CRM,Salesforce,0.40%,266.09,-0.14,(-0.05%)
RTX,RTX Corporation,0.39%,183.95,-0.47,(-0.26%)
APP,AppLovin Corporation,0.38%,696.78,-2.04,(-0.29%)
TMUS,T-Mobile US,0.37%,204.12,0.97,(0.48%)
MCD,McDonald's,0.35%,308.47,-0.06,(-0.02%)
ABT,Abbott Laboratories,0.35%,126.14,1.57,(1.26%)
TMO,Thermo Fisher Scientific,0.35%,582.77,-2.3,(-0.39%)
LRCX,Lam Research,0.35%,174.2,-1.67,(-0.95%)
C,Citigroup,0.33%,116.89,-1.24,(-1.05%)
AMAT,Applied Materials,0.33%,260.9,-2.15,(-0.82%)
DIS,Walt Disney Company (The),0.33%,115.09,0.9,(0.79%)
ISRG,Intuitive Surgical,0.33%,574.1,-1.3,(-0.23%)
LIN,Linde plc,0.32%,428.68,2.13,(0.50%)
PEP,PepsiCo,0.32%,144.21,-0.03,(-0.02%)
INTU,Intuit,0.30%,672.5,-1.65,(-0.25%)
QCOM,Qualcomm,0.30%,173.62,0.19,(0.11%)
GEV,GE Vernova,0.29%,665.32,1.86,(0.28%)
INTC,Intel,0.29%,37.51,0.83,(2.25%)
SCHW,Charles Schwab Corporation,0.29%,100.63,-0.68,(-0.67%)
AMGN,Amgen,0.28%,328.48,-1.15,(-0.35%)
BKNG,Booking Holdings,0.28%,5448.91,7.58,(0.14%)
T,AT&T,0.28%,24.77,-0.0,(-0.02%)
TJX,TJX Companies,0.28%,155.58,-0.89,(-0.57%)
BA,Boeing,0.28%,220.22,2.97,(1.37%)
VZ,Verizon,0.27%,40.69,0.21,(0.51%)
UBER,Uber,0.27%,82.15,0.65,(0.80%)
BLK,BlackRock,0.27%,1084.55,-3.86,(-0.35%)
ANET,Arista Networks,0.27%,133.35,-0.8,(-0.59%)
NEE,NextEra Energy,0.27%,80.55,0.28,(0.35%)
APH,Amphenol,0.27%,136.38,-0.52,(-0.38%)
ACN,Accenture,0.27%,270.16,-1.18,(-0.43%)
KLAC,KLA Corporation,0.26%,1246.82,-13.57,(-1.08%)
DHR,Danaher Corporation,0.26%,230.19,-0.44,(-0.19%)
SPGI,S&P Global,0.26%,529.81,-0.29,(-0.05%)
NOW,ServiceNow,0.26%,154.23,-0.35,(-0.23%)
TXN,Texas Instruments,0.26%,175.61,-0.08,(-0.05%)
COF,Capital One,0.25%,244.09,-1.66,(-0.68%)
GILD,Gilead Sciences,0.25%,123.61,-1.3,(-1.04%)
ADBE,Adobe Inc.,0.24%,353.67,0.5,(0.14%)
BSX,Boston Scientific,0.23%,96.09,0.33,(0.35%)
PFE,Pfizer,0.23%,25.02,0.02,(0.06%)
UNP,Union Pacific Corporation,0.22%,233.68,-0.85,(-0.36%)
LOW,Lowe's,0.22%,243.4,-0.43,(-0.18%)
SYK,Stryker Corporation,0.22%,354.47,1.97,(0.56%)
ADI,Analog Devices,0.22%,275.02,-0.61,(-0.22%)
PGR,Progressive Corporation,0.22%,229.61,1.09,(0.48%)
PANW,Palo Alto Networks,0.21%,187.15,0.3,(0.16%)
WELL,Welltower,0.21%,187.99,-1.65,(-0.87%)
DE,Deere & Company,0.20%,471.71,1.46,(0.31%)
HON,Honeywell,0.20%,197.25,0.16,(0.08%)
ETN,Eaton Corporation,0.20%,321.08,-0.37,(-0.12%)
MDT,Medtronic,0.20%,96.67,0.52,(0.54%)
CB,Chubb Limited,0.20%,313.97,-0.48,(-0.15%)
CRWD,CrowdStrike,0.19%,476.68,0.77,(0.16%)
BX,Blackstone Inc.,0.19%,155.13,0.0,(0.00%)
PLD,Prologis,0.19%,128.64,0.16,(0.12%)
COP,ConocoPhillips,0.19%,93.89,1.26,(1.36%)
VRTX,Vertex Pharmaceuticals,0.18%,454.5,-5.28,(-1.15%)
KKR,KKR,0.18%,129.07,-0.35,(-0.27%)
LMT,Lockheed Martin,0.18%,489.46,0.59,(0.12%)
PH,Parker Hannifin,0.18%,889.34,-1.21,(-0.14%)
NEM,Newmont,0.18%,102.42,2.61,(2.62%)
CEG,Constellation Energy,0.18%,356.34,-2.0,(-0.56%)
BMY,Bristol Myers Squibb,0.18%,54.06,-0.05,(-0.10%)
CMCSA,Comcast,0.18%,30.01,0.13,(0.45%)
HCA,HCA Healthcare,0.17%,474.25,0.23,(0.05%)
ADP,Automatic Data Processing,0.17%,260.06,0.44,(0.17%)
HOOD,"Robinhood Markets, Inc.",0.17%,116.35,-1.08,(-0.92%)
MCK,McKesson Corporation,0.16%,830.59,0.17,(0.02%)
CVS,CVS Health,0.16%,80.01,-0.01,(-0.01%)
CME,CME Group,0.16%,276.62,-1.8,(-0.65%)
DASH,DoorDash,0.16%,229.61,-1.4,(-0.61%)
SBUX,Starbucks,0.16%,85.42,-0.15,(-0.17%)
MO,Altria,0.15%,57.62,-0.0,(-0.01%)
SO,Southern Company,0.15%,87.64,0.1,(0.11%)
ICE,Intercontinental Exchange,0.15%,163.7,-0.28,(-0.17%)
MCO,Moody's Corporation,0.15%,517.29,-1.77,(-0.34%)
MMC,Marsh McLennan,0.15%,187.52,-0.12,(-0.06%)
GD,General Dynamics,0.15%,340.06,-0.43,(-0.12%)
DUK,Duke Energy,0.15%,117.73,0.2,(0.17%)
SNPS,Synopsys,0.15%,475.8,-3.17,(-0.66%)
NKE,"Nike, Inc.",0.14%,61.21,-0.0,(-0.00%)
WM,Waste Management,0.14%,222.41,0.12,(0.05%)
TT,Trane Technologies,0.14%,392.78,-1.41,(-0.36%)
CDNS,Cadence Design Systems,0.14%,316.69,-1.02,(-0.32%)
MMM,3M,0.14%,161.32,-0.41,(-0.25%)
APO,Apollo Global Management,0.14%,146.72,-0.55,(-0.38%)
UPS,United Parcel Service,0.14%,99.77,0.09,(0.09%)
DELL,Dell Technologies,0.14%,127.6,0.14,(0.11%)
MAR,Marriott International,0.14%,314.53,0.12,(0.04%)
CRH,CRH plc,0.13%,125.99,-1.36,(-1.07%)
USB,U.S. Bancorp,0.13%,54.19,-0.31,(-0.58%)
HWM,Howmet Aerospace,0.13%,208.24,-1.25,(-0.60%)
ABNB,Airbnb,0.13%,137.08,0.46,(0.34%)
PNC,PNC Financial Services,0.13%,211.46,-0.51,(-0.24%)
AMT,American Tower,0.13%,176.36,0.53,(0.30%)
NOC,Northrop Grumman,0.13%,577.66,-0.12,(-0.02%)
BK,BNY Mellon,0.13%,116.85,-0.63,(-0.53%)
REGN,Regeneron Pharmaceuticals,0.13%,772.09,-8.41,(-1.08%)
SHW,Sherwin-Williams,0.13%,326.15,0.92,(0.28%)
ELV,Elevance Health,0.12%,348.71,0.33,(0.09%)
ORLY,O'Reilly Auto Parts,0.12%,91.69,-0.09,(-0.10%)
RCL,Royal Caribbean Group,0.12%,282.95,0.26,(0.09%)
CTAS,Cintas,0.12%,190.82,-0.22,(-0.12%)
AON,Aon,0.12%,357.28,0.55,(0.15%)
GM,General Motors,0.12%,82.32,-0.61,(-0.74%)
GLW,Corning Inc.,0.12%,88.87,-0.13,(-0.15%)
