Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,13.58%,188.39,0.16,(0.09%)
AAPL,Apple Inc.,11.97%,273.03,-0.74,(-0.27%)
MSFT,Microsoft,10.70%,485.48,-1.62,(-0.33%)
AMZN,Amazon,7.34%,231.59,-0.48,(-0.21%)
GOOGL,Alphabet Inc. (Class A),5.80%,312.65,-0.91,(-0.29%)
GOOG,Alphabet Inc. (Class C),5.41%,313.5,-0.89,(-0.28%)
META,Meta Platforms,4.93%,659.16,0.46,(0.07%)
AVGO,Broadcom Inc.,4.92%,349.54,0.15,(0.04%)
TSLA,"Tesla, Inc.",4.56%,462.58,2.94,(0.64%)
PLTR,Palantir Technologies,1.30%,184.27,0.09,(0.05%)
ASML,ASML Holding,1.25%,1081.98,15.98,(1.50%)
NFLX,Netflix,1.18%,93.72,-0.44,(-0.46%)
COST,Costco,1.14%,866.05,-1.79,(-0.21%)
AMD,Advanced Micro Devices Inc.,1.04%,215.96,0.35,(0.16%)
MU,Micron Technology,0.98%,294.86,0.49,(0.17%)
CSCO,Cisco,0.91%,77.6,-0.19,(-0.24%)
AZN,AstraZeneca,0.85%,92.93,0.41,(0.44%)
APP,Applovin Corp,0.70%,696.49,-2.33,(-0.33%)
TMUS,T-Mobile US,0.67%,201.95,-1.2,(-0.59%)
LRCX,Lam Research,0.66%,175.95,0.07,(0.04%)
SHOP,Shopify,0.65%,167.02,-0.86,(-0.51%)
AMAT,Applied Materials,0.62%,263.84,0.79,(0.30%)
ISRG,Intuitive Surgical,0.60%,572.65,-2.75,(-0.48%)
LIN,Linde plc,0.59%,425.25,-1.3,(-0.30%)
PEP,PepsiCo,0.58%,144.18,-0.06,(-0.05%)
INTU,Intuit,0.56%,674.36,0.21,(0.03%)
QCOM,Qualcomm,0.55%,173.44,0.01,(0.01%)
AMGN,Amgen,0.53%,329.45,-0.19,(-0.06%)
INTC,Intel,0.52%,36.86,0.18,(0.48%)
BKNG,Booking Holdings,0.52%,5449.6,8.27,(0.15%)
KLAC,KLA Corporation,0.49%,1260.72,0.33,(0.03%)
PDD,PDD Holdings,0.48%,114.35,0.2,(0.18%)
TXN,Texas Instruments,0.48%,176.55,0.86,(0.49%)
GILD,Gilead Sciences,0.46%,124.87,-0.05,(-0.04%)
ADBE,Adobe Inc.,0.44%,352.35,-0.81,(-0.23%)
ADI,Analog Devices,0.40%,276.88,1.25,(0.45%)
PANW,Palo Alto Networks,0.39%,187.04,0.19,(0.10%)
HON,Honeywell,0.37%,196.55,-0.54,(-0.27%)
CRWD,CrowdStrike,0.36%,475.85,-0.06,(-0.01%)
ARM,Arm Holdings,0.35%,110.71,0.19,(0.18%)
VRTX,Vertex Pharmaceuticals,0.35%,459.55,-0.23,(-0.05%)
CEG,Constellation Energy,0.33%,360.29,1.96,(0.55%)
CMCSA,Comcast,0.32%,29.79,-0.08,(-0.27%)
ADP,ADP,0.31%,259.04,-0.57,(-0.22%)
MELI,MercadoLibre,0.30%,2016.2,1.22,(0.06%)
DASH,DoorDash,0.29%,230.21,-0.8,(-0.35%)
SBUX,Starbucks,0.29%,85.68,0.11,(0.12%)
