Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.35%,893.51,1.33,(0.15%)
CAT,Caterpillar Inc.,7.37%,580.5,1.89,(0.33%)
MSFT,Microsoft Corporation,6.17%,485.48,-1.63,(-0.33%)
AXP,American Express Company,4.78%,376.25,0.93,(0.25%)
V,Visa Inc.,4.50%,354.74,0.13,(0.04%)
HD,"The Home Depot, Inc.",4.41%,347.27,-0.19,(-0.05%)
UNH,UnitedHealth Group Incorporated,4.18%,329.51,0.57,(0.17%)
AMGN,Amgen Inc.,4.18%,329.45,-0.19,(-0.06%)
SHW,Sherwin-Williams,4.13%,325.01,-0.22,(-0.07%)
JPM,JPMorgan Chase & Co.,4.12%,324.4,0.65,(0.20%)
MCD,McDonald's Corporation,3.92%,308.33,-0.2,(-0.07%)
IBM,International Business Machines Corporation,3.88%,305.82,0.08,(0.03%)
TRV,"The Travelers Companies, Inc.",3.70%,291.74,-0.19,(-0.07%)
AAPL,Apple Inc.,3.47%,273.03,-0.74,(-0.27%)
CRM,"Salesforce, Inc.",3.39%,266.6,0.37,(0.14%)
AMZN,"Amazon.com, Inc.amazon.com",2.94%,231.59,-0.48,(-0.21%)
BA,The Boeing Company,2.78%,218.75,1.5,(0.69%)
JNJ,Johnson & Johnson,2.64%,207.69,0.13,(0.06%)
HON,Honeywell International Inc.,2.50%,196.55,-0.54,(-0.27%)
NVDA,Nvidia,2.39%,188.39,0.16,(0.09%)
MMM,3M Company,2.05%,161.55,-0.17,(-0.10%)
CVX,Chevron Corporation,1.92%,151.27,0.28,(0.19%)
PG,The Procter & Gamble Company,1.83%,144.23,-0.34,(-0.24%)
DIS,The Walt Disney Company,1.45%,114.15,-0.04,(-0.04%)
WMT,Walmart Inc.,1.43%,112.45,-0.08,(-0.07%)
MRK,"Merck & Co., Inc.",1.35%,106.56,-0.06,(-0.06%)
CSCO,"Cisco Systems, Inc.",0.99%,77.6,-0.19,(-0.24%)
KO,The Coca-Cola Company,0.89%,70.09,-0.08,(-0.11%)
NKE,"Nike, Inc.",0.78%,61.46,0.25,(0.41%)
VZ,Verizon Communications Inc.,0.51%,40.51,0.03,(0.06%)
