Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,13.59%,187.81,-1.04,(-0.55%)
AAPL,Apple Inc.,11.75%,267.0,-4.01,(-1.48%)
MSFT,Microsoft,10.52%,475.59,2.65,(0.56%)
AMZN,Amazon,7.43%,233.58,7.08,(3.13%)
GOOGL,Alphabet Inc. (Class A),5.87%,315.45,0.3,(0.10%)
GOOG,Alphabet Inc. (Class C),5.47%,316.05,0.73,(0.23%)
META,Meta Platforms,4.96%,661.16,10.75,(1.65%)
AVGO,Broadcom Inc.,4.80%,339.82,-7.8,(-2.24%)
TSLA,"Tesla, Inc.",4.52%,455.98,17.91,(4.09%)
ASML,ASML Holding,1.42%,1226.26,62.48,(5.37%)
PLTR,Palantir Technologies,1.24%,174.4,6.54,(3.90%)
NFLX,Netflix,1.16%,92.05,1.06,(1.16%)
COST,Costco,1.16%,877.34,22.84,(2.67%)
AMD,Advanced Micro Devices Inc.,1.08%,222.87,-0.6,(-0.27%)
MU,Micron Technology,1.04%,311.67,-3.75,(-1.19%)
CSCO,Cisco,0.89%,75.62,-0.43,(-0.56%)
AZN,AstraZeneca,0.84%,90.87,-0.7,(-0.77%)
LRCX,Lam Research,0.73%,195.93,10.87,(5.87%)
AMAT,Applied Materials,0.67%,285.28,16.41,(6.10%)
TMUS,T-Mobile US,0.67%,200.07,0.49,(0.24%)
SHOP,Shopify,0.64%,165.99,8.79,(5.59%)
APP,Applovin Corp,0.64%,637.83,19.51,(3.16%)
LIN,Linde plc,0.60%,431.37,2.26,(0.53%)
ISRG,Intuitive Surgical,0.60%,565.56,3.58,(0.64%)
PEP,PepsiCo,0.57%,140.22,-2.01,(-1.41%)
QCOM,Qualcomm,0.56%,176.53,3.55,(2.05%)
INTC,Intel,0.56%,39.6,0.22,(0.57%)
KLAC,KLA Corporation,0.53%,1358.3,83.83,(6.58%)
INTU,Intuit,0.53%,635.88,6.42,(1.02%)
BKNG,Booking Holdings,0.52%,5417.53,94.33,(1.77%)
AMGN,Amgen,0.51%,319.58,-8.06,(-2.46%)
PDD,PDD Holdings,0.50%,118.89,3.14,(2.71%)
TXN,Texas Instruments,0.49%,179.48,1.96,(1.10%)
GILD,Gilead Sciences,0.43%,117.68,-3.92,(-3.23%)
ADBE,Adobe Inc.,0.42%,333.87,0.57,(0.17%)
ADI,Analog Devices,0.40%,277.41,3.66,(1.34%)
PANW,Palo Alto Networks,0.38%,183.3,3.93,(2.19%)
HON,Honeywell,0.38%,201.13,5.25,(2.68%)
ARM,Arm Holdings,0.37%,117.71,2.98,(2.60%)
CRWD,CrowdStrike,0.35%,461.94,8.36,(1.84%)
VRTX,Vertex Pharmaceuticals,0.34%,445.42,-6.71,(-1.48%)
MELI,MercadoLibre,0.33%,2180.94,207.24,(10.50%)
CEG,Constellation Energy,0.33%,353.18,-13.07,(-3.57%)
ADP,ADP,0.31%,258.04,5.16,(2.04%)
CMCSA,Comcast,0.31%,28.53,-1.01,(-3.43%)
SBUX,Starbucks,0.30%,87.19,3.22,(3.84%)
DASH,DoorDash,0.29%,229.15,9.36,(4.26%)
SNPS,Synopsys,0.29%,502.53,22.11,(4.60%)
MAR,Marriott International,0.25%,313.15,-0.26,(-0.08%)
ABNB,Airbnb,0.25%,137.39,4.38,(3.29%)
CDNS,Cadence Design Systems,0.25%,305.54,-4.86,(-1.57%)
REGN,Regeneron Pharmaceuticals,0.24%,763.95,-12.36,(-1.59%)
MRVL,Marvell Technology,0.23%,91.34,1.95,(2.18%)
ORLY,O'Reilly Automotive,0.23%,90.64,0.3,(0.33%)
CTAS,Cintas,0.22%,186.48,1.6,(0.86%)
MNST,Monster Beverage,0.22%,75.6,-0.56,(-0.74%)
WBD,Warner Bros. Discovery,0.21%,28.88,0.36,(1.28%)
MDLZ,Mondelez International,0.21%,53.72,0.07,(0.13%)
CSX,CSX Corporation,0.20%,36.07,-0.21,(-0.57%)
ADSK,Autodesk,0.18%,292.1,5.37,(1.87%)
AEP,American Electric Power,0.18%,112.71,-3.1,(-2.67%)
ROST,Ross Stores,0.18%,185.42,2.68,(1.47%)
PCAR,Paccar,0.18%,112.62,1.06,(0.95%)
FTNT,Fortinet,0.17%,78.65,0.77,(0.98%)
TRI,Thomson Reuters Corporation,0.17%,129.47,3.11,(2.46%)
NXPI,NXP Semiconductors,0.17%,227.1,5.82,(2.63%)
PYPL,PayPal,0.17%,59.79,1.65,(2.84%)
WDAY,"Workday, Inc.",0.16%,210.42,4.63,(2.25%)
IDXX,Idexx Laboratories,0.16%,678.66,8.67,(1.29%)
EA,Electronic Arts,0.15%,204.36,-0.05,(-0.03%)
BKR,Baker Hughes,0.15%,49.67,2.53,(5.36%)
FAST,Fastenal,0.14%,41.44,1.0,(2.48%)
TTWO,Take-Two Interactive,0.14%,257.11,5.51,(2.19%)
AXON,Axon Enterprise Inc.,0.14%,596.25,32.79,(5.82%)
DDOG,Datadog,0.14%,134.42,0.65,(0.49%)
ROP,Roper Technologies,0.14%,434.33,-0.21,(-0.05%)
MSTR,MicroStrategy Inc.,0.14%,162.44,5.28,(3.36%)
XEL,Xcel Energy,0.13%,73.01,-1.67,(-2.24%)
EXC,Exelon,0.13%,42.82,-1.1,(-2.50%)
FANG,Diamondback Energy,0.12%,146.31,-6.03,(-3.96%)
TEAM,Atlassian,0.12%,154.32,-0.44,(-0.29%)
CTSH,Cognizant,0.12%,81.95,0.67,(0.82%)
PAYX,Paychex,0.12%,109.81,1.21,(1.11%)
CCEP,Coca-Cola Europacific Partners,0.12%,87.8,-0.41,(-0.47%)
GEHC,GE HealthCare,0.12%,85.38,2.56,(3.09%)
CPRT,Copart,0.11%,38.88,1.11,(2.93%)
KDP,Keurig Dr Pepper,0.11%,27.37,-0.37,(-1.32%)
MCHP,Microchip Technology,0.11%,68.09,3.06,(4.71%)
ZS,Zscaler,0.11%,224.89,4.32,(1.96%)
ODFL,Old Dominion Freight Line,0.10%,164.59,5.4,(3.39%)
VRSK,Verisk,0.09%,223.96,2.94,(1.33%)
CSGP,CoStar Group,0.08%,67.07,1.38,(2.11%)
KHC,Kraft Heinz,0.08%,23.88,-0.52,(-2.11%)
CHTR,Charter Communications,0.08%,213.78,4.5,(2.15%)
DXCM,DexCom,0.08%,67.75,1.21,(1.82%)
BIIB,Biogen,0.08%,173.87,-3.95,(-2.22%)
LULU,Lululemon Athletica,0.08%,215.12,4.31,(2.04%)
ON,Onsemi,0.07%,59.59,2.89,(5.09%)
GFS,GlobalFoundries,0.06%,37.86,0.99,(2.68%)
TTD,Trade Desk (The),0.06%,39.99,2.31,(6.12%)
CDW,CDW Corporation,0.05%,134.67,1.51,(1.14%)
