Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,7.48%,191.68,2.83,(1.50%)
AAPL,Apple Inc.,6.42%,270.41,-0.6,(-0.22%)
MSFT,Microsoft,5.65%,473.19,0.25,(0.05%)
AMZN,Amazon,3.91%,227.44,0.94,(0.41%)
GOOGL,Alphabet Inc. (Class A),3.17%,315.79,0.64,(0.20%)
GOOG,Alphabet Inc. (Class C),2.95%,315.98,0.66,(0.21%)
AVGO,Broadcom,2.69%,353.11,5.49,(1.58%)
META,Meta Platforms,2.63%,649.51,-0.9,(-0.14%)
TSLA,"Tesla, Inc.",2.38%,444.8,6.73,(1.54%)
BRK.B,Berkshire Hathaway,1.72%,495.26,-1.59,(-0.32%)
LLY,Lilly (Eli),1.54%,1071.8,-8.56,(-0.79%)
WMT,Walmart,1.44%,112.3,-0.46,(-0.41%)
JPM,JPMorgan Chase,1.42%,324.34,-1.15,(-0.35%)
V,Visa Inc.,1.07%,344.56,-1.92,(-0.55%)
ORCL,Oracle Corporation,0.92%,199.27,3.56,(1.82%)
XOM,ExxonMobil,0.86%,126.27,3.62,(2.95%)
MA,Mastercard,0.81%,559.64,-3.5,(-0.62%)
JNJ,Johnson & Johnson,0.80%,206.06,-1.29,(-0.62%)
PLTR,Palantir Technologies,0.67%,173.86,6.0,(3.57%)
BAC,Bank of America,0.65%,55.81,-0.15,(-0.26%)
ABBV,AbbVie,0.65%,228.21,-1.1,(-0.48%)
NFLX,Netflix,0.62%,90.78,-0.21,(-0.23%)
COST,Costco,0.61%,859.22,4.72,(0.55%)
AMD,Advanced Micro Devices,0.60%,229.73,6.26,(2.80%)
MU,Micron Technology,0.59%,323.69,8.27,(2.62%)
HD,Home Depot (The),0.55%,344.0,-1.82,(-0.53%)
GE,GE Aerospace,0.55%,321.65,0.9,(0.28%)
CVX,Chevron Corporation,0.53%,165.57,9.67,(6.20%)
PG,Procter & Gamble,0.53%,141.23,-0.56,(-0.39%)
UNH,UnitedHealth Group,0.49%,335.52,-0.88,(-0.26%)
CSCO,Cisco,0.48%,76.15,0.11,(0.15%)
WFC,Wells Fargo,0.48%,95.13,-0.07,(-0.07%)
KO,Coca-Cola Company (The),0.48%,68.83,-0.29,(-0.42%)
MS,Morgan Stanley,0.46%,181.65,-0.25,(-0.14%)
CAT,Caterpillar Inc.,0.45%,602.86,4.45,(0.74%)
IBM,IBM,0.44%,295.57,4.07,(1.40%)
GS,Goldman Sachs,0.44%,912.41,-1.94,(-0.21%)
MRK,Merck & Co.,0.42%,105.5,-0.95,(-0.89%)
AXP,American Express,0.41%,372.12,-0.62,(-0.16%)
RTX,RTX Corporation,0.40%,187.1,-0.15,(-0.08%)
PM,Philip Morris International,0.40%,159.83,-0.47,(-0.29%)
LRCX,Lam Research,0.38%,190.2,5.14,(2.78%)
CRM,Salesforce,0.38%,253.78,0.16,(0.06%)
TMUS,T-Mobile US,0.36%,199.28,-0.31,(-0.15%)
TMO,Thermo Fisher Scientific,0.36%,592.18,-0.34,(-0.06%)
AMAT,Applied Materials,0.35%,274.63,5.76,(2.14%)
MCD,McDonald's,0.35%,302.31,-0.95,(-0.31%)
ABT,Abbott Laboratories,0.35%,123.64,-0.55,(-0.44%)
C,Citigroup,0.34%,118.46,-0.24,(-0.20%)
APP,AppLovin Corporation,0.34%,622.25,3.93,(0.64%)
DIS,Walt Disney Company (The),0.32%,111.65,-0.2,(-0.18%)
LIN,Linde plc,0.32%,426.65,-2.47,(-0.57%)
ISRG,Intuitive Surgical,0.32%,561.58,-0.4,(-0.07%)
INTC,Intel,0.32%,41.14,1.76,(4.48%)
PEP,PepsiCo,0.31%,141.54,-0.69,(-0.49%)
QCOM,Qualcomm,0.30%,174.28,1.3,(0.75%)
GEV,GE Vernova,0.30%,686.52,6.97,(1.03%)
SCHW,Charles Schwab Corporation,0.29%,101.78,0.21,(0.21%)
BA,Boeing,0.29%,227.95,0.18,(0.08%)
INTU,Intuit,0.28%,630.65,1.19,(0.19%)
AMGN,Amgen,0.28%,325.12,-2.52,(-0.77%)
T,AT&T,0.28%,24.42,-0.14,(-0.59%)
APH,Amphenol,0.28%,140.96,1.25,(0.89%)
ANET,Arista Networks,0.28%,136.63,3.03,(2.26%)
KLAC,KLA Corporation,0.28%,1308.65,34.18,(2.68%)
BKNG,Booking Holdings,0.27%,5310.0,-13.2,(-0.25%)
VZ,Verizon,0.27%,40.45,-0.08,(-0.19%)
UBER,Uber,0.27%,82.03,-0.83,(-1.00%)
TJX,TJX Companies,0.27%,153.02,-1.26,(-0.82%)
BLK,BlackRock,0.27%,1084.76,-0.3,(-0.03%)
NEE,NextEra Energy,0.27%,80.8,-0.13,(-0.16%)
DHR,Danaher Corporation,0.26%,229.87,-0.53,(-0.23%)
TXN,Texas Instruments,0.26%,177.34,-0.18,(-0.10%)
ACN,Accenture,0.26%,259.38,-0.57,(-0.22%)
COF,Capital One,0.25%,246.71,-1.22,(-0.49%)
SPGI,S&P Global,0.25%,511.94,-0.72,(-0.14%)
NOW,ServiceNow,0.25%,147.44,-0.01,(-0.01%)
GILD,Gilead Sciences,0.24%,120.94,-0.66,(-0.55%)
PFE,Pfizer,0.23%,25.08,-0.11,(-0.42%)
BSX,Boston Scientific,0.23%,94.62,-0.09,(-0.10%)
ADBE,Adobe Inc.,0.22%,331.49,-1.81,(-0.54%)
UNP,Union Pacific Corporation,0.22%,231.82,-0.09,(-0.04%)
LOW,Lowe's,0.22%,244.96,-1.93,(-0.78%)
ADI,Analog Devices,0.22%,275.61,1.87,(0.68%)
SYK,Stryker Corporation,0.21%,347.04,-1.14,(-0.33%)
WELL,Welltower,0.20%,185.77,-1.18,(-0.63%)
ETN,Eaton Corporation,0.20%,325.97,-1.34,(-0.41%)
COP,ConocoPhillips,0.20%,102.41,5.71,(5.90%)
PANW,Palo Alto Networks,0.20%,181.44,2.06,(1.15%)
DE,Deere & Company,0.20%,466.52,-0.28,(-0.06%)
HON,Honeywell,0.20%,196.01,0.13,(0.07%)
PGR,Progressive Corporation,0.20%,211.71,-0.41,(-0.20%)
MDT,Medtronic,0.20%,95.99,-0.06,(-0.07%)
