Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.56%,907.48,28.48,(3.24%)
CAT,Caterpillar Inc.,7.60%,596.68,23.81,(4.16%)
MSFT,Microsoft Corporation,6.02%,472.67,-10.95,(-2.27%)
AXP,American Express Company,4.73%,371.49,1.54,(0.42%)
V,Visa Inc.,4.42%,346.69,-4.02,(-1.15%)
HD,"The Home Depot, Inc.",4.41%,346.55,2.45,(0.71%)
UNH,UnitedHealth Group Incorporated,4.30%,337.85,7.74,(2.34%)
AMGN,Amgen Inc.,4.19%,329.04,1.73,(0.53%)
SHW,Sherwin-Williams,4.18%,328.23,4.2,(1.30%)
JPM,JPMorgan Chase & Co.,4.13%,324.58,2.36,(0.73%)
MCD,McDonald's Corporation,3.87%,303.67,-1.96,(-0.64%)
IBM,International Business Machines Corporation,3.70%,290.8,-5.41,(-1.83%)
TRV,"The Travelers Companies, Inc.",3.63%,285.11,-4.95,(-1.71%)
AAPL,Apple Inc.,3.44%,270.03,-1.84,(-0.67%)
CRM,"Salesforce, Inc.",3.25%,255.28,-9.63,(-3.63%)
AMZN,"Amazon.com, Inc.amazon.com",2.89%,226.51,-4.31,(-1.87%)
BA,The Boeing Company,2.86%,224.78,7.66,(3.53%)
JNJ,Johnson & Johnson,2.64%,207.05,0.1,(0.05%)
HON,Honeywell International Inc.,2.50%,196.36,1.27,(0.65%)
NVDA,Nvidia,2.41%,189.26,2.76,(1.48%)
MMM,3M Company,2.06%,161.53,1.43,(0.89%)
CVX,Chevron Corporation,1.98%,155.37,2.96,(1.94%)
PG,The Procter & Gamble Company,1.81%,142.29,-1.03,(-0.72%)
WMT,Walmart Inc.,1.44%,112.69,1.28,(1.15%)
DIS,The Walt Disney Company,1.43%,112.28,-1.49,(-1.31%)
MRK,"Merck & Co., Inc.",1.35%,106.0,0.74,(0.70%)
CSCO,"Cisco Systems, Inc.",0.97%,76.17,-0.86,(-1.12%)
KO,The Coca-Cola Company,0.88%,69.25,-0.66,(-0.94%)
NKE,"Nike, Inc.",0.80%,63.18,-0.54,(-0.84%)
VZ,Verizon Communications Inc.,0.52%,40.76,0.03,(0.06%)
