Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,13.62%,189.24,2.74,(1.47%)
AAPL,Apple Inc.,11.95%,273.16,1.3,(0.48%)
MSFT,Microsoft,10.69%,485.67,2.05,(0.42%)
AMZN,Amazon,7.36%,232.63,1.81,(0.78%)
GOOGL,Alphabet Inc. (Class A),5.86%,316.42,3.42,(1.09%)
GOOG,Alphabet Inc. (Class C),5.46%,317.23,3.43,(1.09%)
META,Meta Platforms,4.95%,663.87,3.77,(0.57%)
AVGO,Broadcom Inc.,4.94%,352.1,6.0,(1.73%)
TSLA,"Tesla, Inc.",4.49%,455.76,6.04,(1.34%)
ASML,ASML Holding,1.30%,1134.64,64.78,(6.05%)
PLTR,Palantir Technologies,1.28%,181.33,3.58,(2.01%)
NFLX,Netflix,1.18%,94.12,0.36,(0.38%)
COST,Costco,1.13%,861.37,-0.98,(-0.11%)
AMD,Advanced Micro Devices Inc.,1.05%,218.08,3.92,(1.83%)
MU,Micron Technology,0.98%,292.91,7.5,(2.63%)
CSCO,Cisco,0.90%,77.15,0.12,(0.16%)
AZN,AstraZeneca,0.85%,92.39,0.46,(0.50%)
APP,Applovin Corp,0.69%,685.0,11.18,(1.66%)
TMUS,T-Mobile US,0.67%,202.99,-0.05,(-0.02%)
LRCX,Lam Research,0.66%,176.49,5.31,(3.10%)
SHOP,Shopify,0.63%,163.95,2.98,(1.85%)
AMAT,Applied Materials,0.62%,266.17,9.18,(3.57%)
ISRG,Intuitive Surgical,0.60%,568.14,1.77,(0.31%)
LIN,Linde plc,0.59%,425.02,-1.38,(-0.32%)
PEP,PepsiCo,0.58%,143.47,-0.05,(-0.03%)
QCOM,Qualcomm,0.55%,172.65,1.6,(0.94%)
INTU,Intuit,0.55%,664.0,1.58,(0.24%)
INTC,Intel,0.53%,37.74,0.84,(2.26%)
AMGN,Amgen,0.52%,328.88,1.56,(0.48%)
BKNG,Booking Holdings,0.52%,5405.55,50.22,(0.94%)
PDD,PDD Holdings,0.49%,116.33,2.94,(2.59%)
KLAC,KLA Corporation,0.49%,1251.43,36.35,(2.99%)
TXN,Texas Instruments,0.47%,175.53,2.03,(1.17%)
GILD,Gilead Sciences,0.45%,122.97,0.23,(0.19%)
ADBE,Adobe Inc.,0.44%,351.24,1.25,(0.36%)
ADI,Analog Devices,0.40%,276.58,5.38,(1.98%)
PANW,Palo Alto Networks,0.38%,186.3,2.1,(1.14%)
HON,Honeywell,0.37%,196.03,0.94,(0.48%)
CRWD,CrowdStrike,0.35%,474.74,5.98,(1.27%)
ARM,Arm Holdings,0.35%,112.71,3.4,(3.11%)
VRTX,Vertex Pharmaceuticals,0.34%,455.27,1.91,(0.42%)
CEG,Constellation Energy,0.33%,357.5,4.23,(1.20%)
CMCSA,Comcast,0.32%,29.96,0.07,(0.24%)
ADP,ADP,0.31%,257.03,-0.2,(-0.08%)
MELI,MercadoLibre,0.31%,2035.9,21.64,(1.07%)
DASH,DoorDash,0.29%,227.84,1.36,(0.60%)
SBUX,Starbucks,0.28%,84.5,0.29,(0.34%)
SNPS,Synopsys,0.27%,475.85,6.13,(1.31%)
CDNS,Cadence Design Systems,0.25%,315.5,2.92,(0.93%)
MAR,Marriott International,0.25%,311.83,1.59,(0.51%)
ABNB,Airbnb,0.25%,136.53,0.81,(0.59%)
REGN,Regeneron Pharmaceuticals,0.24%,771.89,0.02,(0.00%)
ORLY,O'Reilly Automotive,0.23%,91.22,0.01,(0.01%)
CTAS,Cintas,0.22%,188.26,0.19,(0.10%)
MNST,Monster Beverage,0.22%,76.46,-0.21,(-0.27%)
MRVL,Marvell Technology,0.22%,87.04,2.06,(2.42%)
WBD,Warner Bros. Discovery,0.21%,28.86,0.04,(0.14%)
MDLZ,Mondelez International,0.21%,53.91,0.08,(0.14%)
CSX,CSX Corporation,0.20%,36.41,0.16,(0.44%)
ADSK,Autodesk,0.19%,298.3,2.29,(0.77%)
AEP,American Electric Power,0.18%,115.8,0.48,(0.42%)
FTNT,Fortinet,0.18%,80.08,0.67,(0.84%)
TRI,Thomson Reuters Corporation,0.17%,131.9,0.01,(0.00%)
ROST,Ross Stores,0.17%,180.22,0.08,(0.04%)
PCAR,Paccar,0.17%,109.76,0.24,(0.22%)
WDAY,"Workday, Inc.",0.17%,215.99,1.21,(0.56%)
NXPI,NXP Semiconductors,0.17%,221.53,4.47,(2.06%)
PYPL,PayPal,0.16%,58.97,0.59,(1.01%)
IDXX,Idexx Laboratories,0.16%,676.31,-0.23,(-0.03%)
EA,Electronic Arts,0.15%,205.31,0.98,(0.48%)
DDOG,Datadog,0.14%,137.18,1.19,(0.87%)
ROP,Roper Technologies,0.14%,445.17,0.04,(0.01%)
TTWO,Take-Two Interactive,0.14%,258.02,1.99,(0.78%)
FAST,Fastenal,0.14%,40.44,0.3,(0.76%)
AXON,Axon Enterprise Inc.,0.13%,572.03,4.1,(0.72%)
BKR,Baker Hughes,0.13%,45.8,0.26,(0.57%)
MSTR,MicroStrategy Inc.,0.13%,155.74,3.79,(2.49%)
EXC,Exelon,0.13%,43.81,0.22,(0.50%)
XEL,Xcel Energy,0.13%,73.87,0.01,(0.01%)
FANG,Diamondback Energy,0.13%,150.66,0.32,(0.22%)
TEAM,Atlassian,0.13%,163.55,1.41,(0.87%)
CCEP,Coca-Cola Europacific Partners,0.12%,90.53,-0.17,(-0.19%)
PAYX,Paychex,0.12%,113.1,0.92,(0.82%)
CTSH,Cognizant,0.12%,83.04,0.04,(0.05%)
CPRT,Copart,0.11%,39.43,0.28,(0.72%)
KDP,Keurig Dr Pepper,0.11%,27.91,-0.11,(-0.37%)
GEHC,GE HealthCare,0.11%,81.98,-0.04,(-0.05%)
ZS,Zscaler,0.11%,227.03,2.11,(0.94%)
MCHP,Microchip Technology,0.10%,65.23,1.5,(2.36%)
ODFL,Old Dominion Freight Line,0.10%,157.34,0.53,(0.34%)
VRSK,Verisk,0.09%,223.76,0.07,(0.03%)
