Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,7.45%,189.58,3.08,(1.65%)
AAPL,Apple Inc.,6.45%,269.89,-1.97,(-0.72%)
MSFT,Microsoft,5.66%,471.12,-12.5,(-2.59%)
AMZN,Amazon,3.90%,225.6,-5.22,(-2.26%)
GOOGL,Alphabet Inc. (Class A),3.18%,314.78,1.78,(0.57%)
GOOG,Alphabet Inc. (Class C),2.96%,315.06,1.26,(0.40%)
AVGO,Broadcom,2.66%,347.38,1.28,(0.37%)
META,Meta Platforms,2.65%,650.17,-9.93,(-1.50%)
TSLA,"Tesla, Inc.",2.35%,436.89,-12.83,(-2.85%)
BRK.B,Berkshire Hathaway,1.72%,494.16,-8.49,(-1.69%)
LLY,Lilly (Eli),1.55%,1071.07,-3.62,(-0.34%)
WMT,Walmart,1.45%,112.49,1.08,(0.97%)
JPM,JPMorgan Chase,1.42%,322.86,0.64,(0.20%)
V,Visa Inc.,1.08%,345.8,-4.91,(-1.40%)
ORCL,Oracle Corporation,0.91%,195.13,0.22,(0.11%)
XOM,ExxonMobil,0.83%,122.31,1.97,(1.64%)
MA,Mastercard,0.81%,560.54,-10.34,(-1.81%)
JNJ,Johnson & Johnson,0.80%,206.38,-0.57,(-0.27%)
BAC,Bank of America,0.66%,55.53,0.52,(0.95%)
ABBV,AbbVie,0.65%,229.01,0.52,(0.23%)
PLTR,Palantir Technologies,0.65%,167.77,-9.98,(-5.62%)
NFLX,Netflix,0.63%,91.22,-2.54,(-2.71%)
COST,Costco,0.61%,854.65,-7.69,(-0.89%)
AMD,Advanced Micro Devices,0.58%,221.62,7.46,(3.48%)
MU,Micron Technology,0.57%,312.64,27.23,(9.54%)
HD,Home Depot (The),0.56%,345.03,0.93,(0.27%)
GE,GE Aerospace,0.54%,314.61,6.58,(2.13%)
PG,Procter & Gamble,0.54%,141.76,-1.55,(-1.08%)
CVX,Chevron Corporation,0.50%,155.43,3.02,(1.98%)
UNH,UnitedHealth Group,0.49%,334.96,4.84,(1.47%)
CSCO,Cisco,0.49%,75.98,-1.05,(-1.37%)
KO,Coca-Cola Company (The),0.48%,69.22,-0.69,(-0.99%)
WFC,Wells Fargo,0.48%,94.33,1.13,(1.22%)
MS,Morgan Stanley,0.46%,180.44,2.91,(1.64%)
CAT,Caterpillar Inc.,0.45%,595.24,22.37,(3.90%)
