Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.50%,906.61,17.37,(1.95%)
CAT,Caterpillar Inc.,7.85%,618.95,3.6,(0.59%)
MSFT,Microsoft Corporation,6.09%,480.51,1.95,(0.41%)
AXP,American Express Company,4.85%,382.3,6.73,(1.79%)
HD,"The Home Depot, Inc.",4.57%,360.47,9.34,(2.66%)
V,Visa Inc.,4.29%,338.55,12.82,(3.94%)
UNH,UnitedHealth Group Incorporated,4.24%,334.09,5.72,(1.74%)
SHW,Sherwin-Williams,4.19%,330.29,4.02,(1.23%)
AMGN,Amgen Inc.,4.03%,318.0,2.62,(0.83%)
JPM,JPMorgan Chase & Co.,3.98%,314.16,4.04,(1.30%)
IBM,International Business Machines Corporation,3.96%,312.59,-0.09,(-0.03%)
MCD,McDonald's Corporation,3.95%,311.28,0.75,(0.24%)
TRV,"The Travelers Companies, Inc.",3.60%,283.61,5.26,(1.89%)
AAPL,Apple Inc.,3.50%,275.96,-2.82,(-1.01%)
CRM,"Salesforce, Inc.",3.34%,263.5,-0.7,(-0.27%)
AMZN,"Amazon.com, Inc.amazon.com",2.92%,229.98,-1.8,(-0.78%)
JNJ,Johnson & Johnson,2.67%,210.58,4.04,(1.96%)
BA,The Boeing Company,2.55%,200.69,1.97,(0.99%)
HON,Honeywell International Inc.,2.46%,193.56,1.5,(0.78%)
NVDA,Nvidia,2.25%,177.6,-6.18,(-3.36%)
MMM,3M Company,2.14%,168.73,3.07,(1.85%)
CVX,Chevron Corporation,1.92%,151.75,0.34,(0.22%)
PG,The Procter & Gamble Company,1.79%,141.36,1.54,(1.10%)
WMT,Walmart Inc.,1.45%,114.33,1.15,(1.02%)
DIS,The Walt Disney Company,1.40%,110.38,1.55,(1.43%)
MRK,"Merck & Co., Inc.",1.25%,98.47,0.85,(0.87%)
CSCO,"Cisco Systems, Inc.",1.01%,79.25,-1.0,(-1.25%)
KO,The Coca-Cola Company,0.88%,69.57,-0.64,(-0.91%)
NKE,"Nike, Inc.",0.84%,66.36,0.57,(0.86%)
VZ,Verizon Communications Inc.,0.51%,40.28,0.36,(0.90%)
