Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,12.97%,181.08,-2.7,(-1.47%)
AAPL,Apple Inc.,12.12%,278.27,-0.51,(-0.18%)
MSFT,Microsoft,10.61%,484.45,5.89,(1.23%)
AMZN,Amazon,7.26%,230.58,-1.2,(-0.52%)
AVGO,Broadcom Inc.,5.83%,419.17,6.2,(1.50%)
GOOGL,Alphabet Inc. (Class A),5.79%,314.38,-5.83,(-1.82%)
GOOG,Alphabet Inc. (Class C),5.41%,315.56,-5.44,(-1.69%)
META,Meta Platforms,4.86%,654.01,3.88,(0.60%)
TSLA,"Tesla, Inc.",4.39%,447.74,-3.71,(-0.82%)
PLTR,Palantir Technologies,1.32%,188.28,0.37,(0.20%)
ASML,ASML Holding,1.29%,1123.87,4.55,(0.41%)
NFLX,Netflix,1.18%,94.32,1.61,(1.74%)
COST,Costco,1.16%,883.65,9.24,(1.06%)
AMD,Advanced Micro Devices Inc.,1.06%,221.7,0.28,(0.13%)
CSCO,Cisco,0.93%,79.5,-0.75,(-0.93%)
MU,Micron Technology,0.86%,260.63,-3.08,(-1.17%)
AZN,AstraZeneca,0.83%,90.7,-0.81,(-0.89%)
APP,Applovin Corp,0.72%,718.03,14.75,(2.10%)
TMUS,T-Mobile US,0.65%,197.25,1.93,(0.99%)
AMAT,Applied Materials,0.64%,271.54,-3.61,(-1.31%)
SHOP,Shopify,0.63%,164.63,-3.79,(-2.25%)
LRCX,Lam Research,0.63%,169.28,1.02,(0.60%)
PEP,PepsiCo,0.60%,148.5,-1.2,(-0.80%)
QCOM,Qualcomm,0.57%,181.64,-0.58,(-0.32%)
ISRG,Intuitive Surgical,0.57%,547.91,-8.01,(-1.44%)
INTC,Intel,0.56%,39.62,-1.16,(-2.84%)
LIN,Linde plc,0.56%,403.75,11.07,(2.82%)
INTU,Intuit,0.55%,675.7,13.27,(2.00%)
AMGN,Amgen,0.51%,319.29,3.91,(1.24%)
BKNG,Booking Holdings,0.50%,5287.08,9.88,(0.19%)
KLAC,KLA Corporation,0.49%,1254.0,15.09,(1.22%)
TXN,Texas Instruments,0.49%,181.15,-0.52,(-0.29%)
PDD,PDD Holdings,0.47%,112.33,-2.95,(-2.56%)
GILD,Gilead Sciences,0.45%,123.01,1.67,(1.38%)
ADBE,Adobe Inc.,0.43%,349.5,6.37,(1.85%)
ARM,Arm Holdings,0.43%,137.78,-3.75,(-2.65%)
ADI,Analog Devices,0.41%,283.55,1.98,(0.70%)
PANW,Palo Alto Networks,0.39%,190.9,-2.06,(-1.07%)
CRWD,CrowdStrike,0.38%,518.0,-1.54,(-0.30%)
HON,Honeywell,0.36%,193.2,1.13,(0.59%)
CEG,Constellation Energy,0.35%,377.89,15.82,(4.37%)
VRTX,Vertex Pharmaceuticals,0.33%,444.67,0.03,(0.01%)
ADP,ADP,0.32%,264.78,5.44,(2.10%)
MELI,MercadoLibre,0.30%,2020.0,49.27,(2.50%)
CMCSA,Comcast,0.30%,27.7,0.12,(0.42%)
DASH,DoorDash,0.28%,224.17,3.86,(1.75%)
SBUX,Starbucks,0.28%,84.48,0.63,(0.75%)
CDNS,Cadence Design Systems,0.27%,335.59,-2.47,(-0.73%)
SNPS,Synopsys,0.27%,478.36,2.53,(0.53%)
ORLY,O'Reilly Automotive,0.23%,93.94,0.31,(0.33%)
MAR,Marriott International,0.23%,294.1,7.14,(2.49%)
ABNB,Airbnb,0.23%,128.35,0.78,(0.61%)
REGN,Regeneron Pharmaceuticals,0.23%,740.05,13.83,(1.91%)
MRVL,Marvell Technology,0.22%,89.97,-2.5,(-2.70%)
CTAS,Cintas,0.22%,189.43,3.89,(2.09%)
WBD,Warner Bros. Discovery,0.21%,29.43,-0.1,(-0.34%)
MNST,Monster Beverage,0.21%,72.09,-1.77,(-2.40%)
MDLZ,Mondelez International,0.20%,53.8,-0.09,(-0.17%)
CSX,CSX Corporation,0.20%,37.2,0.1,(0.28%)
ADSK,Autodesk,0.19%,300.9,0.8,(0.27%)
FTNT,Fortinet,0.18%,82.17,0.57,(0.70%)
AEP,American Electric Power,0.18%,114.24,0.08,(0.07%)
ROST,Ross Stores,0.18%,183.14,1.31,(0.72%)
PCAR,Paccar,0.17%,112.79,-0.7,(-0.61%)
TRI,Thomson Reuters Corporation,0.17%,131.93,2.08,(1.60%)
NXPI,NXP Semiconductors,0.17%,232.39,1.61,(0.70%)
WDAY,"Workday, Inc.",0.17%,221.86,-0.9,(-0.40%)
PYPL,PayPal,0.17%,61.8,0.64,(1.05%)
IDXX,Idexx Laboratories,0.17%,701.72,-0.12,(-0.02%)
MSTR,MicroStrategy Inc.,0.16%,185.82,1.18,(0.64%)
DDOG,Datadog,0.15%,149.75,-1.45,(-0.96%)
EA,Electronic Arts,0.15%,203.74,0.23,(0.11%)
ROP,Roper Technologies,0.14%,447.25,4.97,(1.12%)
FAST,Fastenal,0.14%,41.72,0.79,(1.93%)
BKR,Baker Hughes,0.14%,47.5,-0.54,(-1.12%)
AXON,Axon Enterprise Inc.,0.14%,583.29,14.89,(2.62%)
FANG,Diamondback Energy,0.13%,158.44,-1.84,(-1.15%)
TTWO,Take-Two Interactive,0.13%,244.0,-2.03,(-0.82%)
XEL,Xcel Energy,0.13%,74.44,-0.19,(-0.25%)
EXC,Exelon,0.13%,43.1,-0.18,(-0.42%)
TEAM,Atlassian,0.13%,163.35,1.62,(1.00%)
PAYX,Paychex,0.12%,114.64,1.76,(1.55%)
CTSH,Cognizant,0.12%,83.38,0.16,(0.19%)
KDP,Keurig Dr Pepper,0.12%,29.48,-0.05,(-0.19%)
CCEP,Coca-Cola Europacific Partners,0.12%,89.13,-0.87,(-0.97%)
GEHC,GE HealthCare,0.11%,85.22,0.75,(0.89%)
ZS,Zscaler,0.11%,242.13,-1.16,(-0.48%)
CPRT,Copart,0.11%,38.74,-0.45,(-1.15%)
MCHP,Microchip Technology,0.11%,69.37,1.47,(2.16%)
ODFL,Old Dominion Freight Line,0.10%,159.89,2.56,(1.63%)
VRSK,Verisk,0.09%,216.76,2.28,(1.07%)
KHC,Kraft Heinz,0.09%,24.4,0.05,(0.21%)
CSGP,CoStar Group,0.08%,67.66,-0.22,(-0.32%)
CHTR,Charter Communications,0.08%,213.48,0.19,(0.09%)
DXCM,DexCom,0.08%,68.3,0.73,(1.09%)
BIIB,Biogen,0.07%,172.18,-5.37,(-3.02%)
LULU,Lululemon Athletica,0.07%,207.19,19.57,(10.43%)
ON,Onsemi,0.07%,56.26,1.16,(2.10%)
GFS,GlobalFoundries,0.06%,38.71,-1.72,(-4.24%)
CDW,CDW Corporation,0.06%,149.88,0.34,(0.22%)
TTD,Trade Desk (The),0.05%,37.14,-2.08,(-5.30%)
