Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.27%,-14.69,(-1.61%)
CAT,Caterpillar Inc.,8.51%,-13.13,(-1.90%)
MSFT,Microsoft Corporation,5.07%,-9.61,(-2.32%)
HD,"The Home Depot, Inc.",4.79%,-5.07,(-1.31%)
AMGN,Amgen Inc.,4.61%,1.12,(0.31%)
SHW,Sherwin-Williams,4.58%,-3.75,(-1.02%)
AXP,American Express Company,4.45%,1.09,(0.31%)
V,Visa Inc.,4.17%,2.21,(0.67%)
MCD,McDonald's Corporation,4.07%,1.17,(0.36%)
JPM,JPMorgan Chase & Co.,3.86%,-9.11,(-2.87%)
TRV,"The Travelers Companies, Inc.",3.77%,5.46,(1.85%)
IBM,International Business Machines Corporation,3.64%,0.92,(0.32%)
AAPL,Apple Inc.,3.44%,-2.32,(-0.84%)
UNH,UnitedHealth Group Incorporated,3.36%,-7.91,(-2.87%)
JNJ,Johnson & Johnson,2.98%,3.41,(1.45%)
BA,The Boeing Company,2.96%,0.12,(0.05%)
HON,Honeywell International Inc.,2.94%,-0.86,(-0.37%)
AMZN,"Amazon.com, Inc.amazon.com",2.81%,-8.57,(-3.68%)
CRM,"Salesforce, Inc.",2.42%,-6.12,(-3.07%)
CVX,Chevron Corporation,2.24%,-2.83,(-1.56%)
NVDA,Nvidia,2.19%,0.37,(0.21%)
MMM,3M Company,2.06%,0.75,(0.46%)
PG,The Procter & Gamble Company,1.98%,1.13,(0.72%)
WMT,Walmart Inc.,1.60%,-0.76,(-0.59%)
MRK,"Merck & Co., Inc.",1.52%,2.6,(2.20%)
DIS,The Walt Disney Company,1.32%,-1.81,(-1.70%)
CSCO,"Cisco Systems, Inc.",1.04%,1.41,(1.74%)
KO,The Coca-Cola Company,0.98%,0.57,(0.74%)
NKE,"Nike, Inc.",0.78%,-1.69,(-2.63%)
VZ,Verizon Communications Inc.,0.59%,-0.1,(-0.22%)
