Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,6.81%,-1.28,(-0.73%)
AAPL,Apple Inc.,6.55%,-1.23,(-0.44%)
MSFT,Microsoft,4.80%,-15.17,(-3.66%)
AMZN,Amazon,3.85%,-10.85,(-4.66%)
GOOGL,Alphabet Inc. (Class A),3.23%,-14.49,(-4.35%)
GOOG,Alphabet Inc. (Class C),3.01%,-13.51,(-4.05%)
META,Meta Platforms,2.74%,-1.79,(-0.27%)
AVGO,Broadcom,2.42%,7.23,(2.35%)
TSLA,"Tesla, Inc.",2.38%,-14.28,(-3.52%)
BRK.B,Berkshire Hathaway,1.75%,-3.01,(-0.60%)
WMT,Walmart,1.67%,1.06,(0.83%)
LLY,Lilly (Eli),1.51%,-66.31,(-5.99%)
JPM,JPMorgan Chase,1.36%,-6.3,(-1.99%)
V,Visa Inc.,1.04%,2.46,(0.74%)
XOM,ExxonMobil,0.99%,-1.89,(-1.28%)
JNJ,Johnson & Johnson,0.93%,3.78,(1.61%)
MA,Mastercard,0.80%,1.17,(0.21%)
COST,Costco,0.71%,14.0,(1.43%)
MU,Micron Technology,0.69%,-3.78,(-1.00%)
ORCL,Oracle Corporation,0.66%,-5.75,(-3.92%)
BAC,Bank of America,0.64%,-0.5,(-0.90%)
HD,Home Depot (The),0.62%,-1.38,(-0.36%)
ABBV,AbbVie,0.62%,-0.09,(-0.04%)
PG,Procter & Gamble,0.59%,0.82,(0.52%)
CVX,Chevron Corporation,0.58%,-1.91,(-1.06%)
NFLX,Netflix,0.56%,2.03,(2.54%)
KO,Coca-Cola Company (The),0.55%,1.13,(1.45%)
CSCO,Cisco,0.52%,0.73,(0.90%)
GE,GE Aerospace,0.52%,-2.43,(-0.79%)
AMD,Advanced Micro Devices,0.52%,-4.34,(-2.17%)
CAT,Caterpillar Inc.,0.52%,-12.02,(-1.74%)
PLTR,Palantir Technologies,0.51%,-7.35,(-5.27%)
MRK,Merck & Co.,0.49%,3.14,(2.66%)
PM,Philip Morris International,0.46%,2.71,(1.50%)
WFC,Wells Fargo,0.46%,-1.17,(-1.25%)
MS,Morgan Stanley,0.45%,-4.08,(-2.26%)
IBM,IBM,0.44%,-1.65,(-0.57%)
GS,Goldman Sachs,0.43%,-21.71,(-2.38%)
RTX,RTX Corporation,0.43%,0.19,(0.10%)
LRCX,Lam Research,0.42%,0.0,(0.00%)
UNH,UnitedHealth Group,0.40%,-2.91,(-1.06%)
AXP,American Express,0.39%,-1.34,(-0.38%)
INTC,Intel,0.39%,-0.3,(-0.61%)
AMAT,Applied Materials,0.38%,-0.32,(-0.11%)
MCD,McDonald's,0.38%,2.61,(0.80%)
PEP,PepsiCo,0.37%,1.08,(0.65%)
TMUS,T-Mobile US,0.37%,1.88,(0.93%)
LIN,Linde plc,0.36%,-1.42,(-0.30%)
TMO,Thermo Fisher Scientific,0.34%,-5.48,(-0.97%)
AMGN,Amgen,0.33%,6.77,(1.85%)
TXN,Texas Instruments,0.33%,-1.8,(-0.81%)
C,Citigroup,0.32%,-3.01,(-2.56%)
GEV,GE Vernova,0.32%,-8.1,(-1.09%)
VZ,Verizon,0.32%,-0.0,(-0.01%)
T,AT&T,0.31%,0.11,(0.40%)
ABT,Abbott Laboratories,0.31%,0.52,(0.48%)
DIS,Walt Disney Company (The),0.31%,-0.63,(-0.59%)
GILD,Gilead Sciences,0.30%,3.87,(2.65%)
BA,Boeing,0.30%,1.09,(0.46%)
NEE,NextEra Energy,0.30%,-0.7,(-0.78%)
SCHW,Charles Schwab Corporation,0.30%,-1.1,(-1.06%)
CRM,Salesforce,0.29%,-6.7,(-3.36%)
TJX,TJX Companies,0.28%,1.74,(1.13%)
KLAC,KLA Corporation,0.28%,5.4,(0.41%)
ISRG,Intuitive Surgical,0.28%,3.17,(0.66%)
BLK,BlackRock,0.27%,-11.97,(-1.11%)
ANET,Arista Networks,0.26%,-3.07,(-2.35%)
ADI,Analog Devices,0.25%,-2.21,(-0.69%)
DE,Deere & Company,0.25%,6.2,(1.09%)
UBER,Uber,0.25%,0.78,(1.06%)
APH,Amphenol,0.25%,-3.21,(-2.47%)
LOW,Lowe's,0.25%,-1.05,(-0.38%)
DHR,Danaher Corporation,0.25%,-1.67,(-0.76%)
PFE,Pfizer,0.25%,0.14,(0.54%)
HON,Honeywell,0.24%,-0.34,(-0.14%)
UNP,Union Pacific Corporation,0.24%,1.5,(0.60%)
ACN,Accenture,0.24%,-2.96,(-1.22%)
BKNG,Booking Holdings,0.24%,-74.47,(-1.62%)
QCOM,Qualcomm,0.23%,-14.87,(-9.99%)
LMT,Lockheed Martin,0.23%,8.26,(1.37%)
ETN,Eaton Corporation,0.23%,-6.07,(-1.66%)
SYK,Stryker Corporation,0.23%,3.72,(1.03%)
SPGI,S&P Global,0.23%,-6.7,(-1.44%)
COF,Capital One,0.22%,-6.66,(-2.95%)
MDT,Medtronic,0.22%,1.75,(1.71%)
CB,Chubb Limited,0.21%,2.68,(0.81%)
COP,ConocoPhillips,0.21%,-2.28,(-2.12%)
WELL,Welltower,0.21%,2.98,(1.60%)
APP,AppLovin Corporation,0.21%,-9.33,(-2.41%)
PLD,Prologis,0.20%,0.27,(0.20%)
INTU,Intuit,0.20%,-0.15,(-0.03%)
PGR,Progressive Corporation,0.20%,4.11,(2.00%)
NEM,Newmont,0.20%,-4.66,(-3.99%)
PH,Parker Hannifin,0.20%,-5.4,(-0.56%)
BMY,Bristol Myers Squibb,0.20%,1.85,(3.22%)
VRTX,Vertex Pharmaceuticals,0.20%,5.33,(1.13%)
MCK,McKesson Corporation,0.19%,127.05,(15.46%)
HCA,HCA Healthcare,0.19%,11.68,(2.37%)
ADBE,Adobe Inc.,0.18%,-4.69,(-1.68%)
PANW,Palo Alto Networks,0.18%,-5.23,(-3.14%)
NOW,ServiceNow,0.18%,-4.04,(-3.63%)
CMCSA,Comcast,0.18%,0.11,(0.35%)
BSX,Boston Scientific,0.18%,-0.51,(-0.68%)
SBUX,Starbucks,0.18%,-0.45,(-0.47%)
MO,Altria,0.18%,0.49,(0.76%)
CME,CME Group,0.18%,6.17,(2.09%)
CRWD,CrowdStrike,0.17%,-8.88,(-2.14%)
BX,Blackstone Inc.,0.17%,-3.75,(-2.79%)
SO,Southern Company,0.16%,0.77,(0.85%)
NOC,Northrop Grumman,0.16%,8.99,(1.30%)
UPS,United Parcel Service,0.16%,-0.64,(-0.55%)
CVS,CVS Health,0.16%,1.64,(2.18%)
TT,Trane Technologies,0.16%,-1.3,(-0.29%)
ICE,Intercontinental Exchange,0.16%,5.99,(3.63%)
PNC,PNC Financial Services,0.16%,1.02,(0.43%)
GD,General Dynamics,0.16%,1.91,(0.54%)
DUK,Duke Energy,0.16%,1.24,(1.02%)
GLW,Corning Inc.,0.16%,2.24,(2.04%)
ADP,Automatic Data Processing,0.15%,0.29,(0.13%)
NKE,"Nike, Inc.",0.15%,-1.28,(-1.99%)
MRSH,"Marsh & McLennan Companies, Inc.",0.15%,1.34,(0.71%)
USB,U.S. Bancorp,0.15%,-0.02,(-0.03%)
WM,Waste Management,0.15%,1.86,(0.82%)
RCL,Royal Caribbean Group,0.15%,7.95,(2.42%)
SHW,Sherwin-Williams,0.15%,-4.37,(-1.19%)
CEG,Constellation Energy,0.15%,-2.05,(-0.82%)
KKR,KKR,0.15%,-3.97,(-3.79%)
WDC,Western Digital,0.15%,-5.05,(-1.87%)
STX,Seagate Technology,0.14%,-13.59,(-3.25%)
SNDK,Sandisk Corporation,0.14%,5.24,(0.90%)
MAR,Marriott International,0.14%,-0.45,(-0.14%)
MMM,3M,0.14%,-1.13,(-0.69%)
EMR,Emerson Electric,0.14%,-4.19,(-2.66%)
FDX,FedEx,0.14%,2.72,(0.75%)
FCX,Freeport-McMoRan,0.14%,-2.54,(-4.11%)
HWM,Howmet Aerospace,0.14%,2.08,(1.00%)
ITW,Illinois Tool Works,0.14%,3.5,(1.21%)
BK,BNY Mellon,0.13%,-0.95,(-0.78%)
REGN,Regeneron Pharmaceuticals,0.13%,6.87,(0.89%)
CRH,CRH plc,0.13%,-0.09,(-0.08%)
MCO,Moody's Corporation,0.13%,-3.55,(-0.77%)
ECL,Ecolab,0.13%,-1.69,(-0.59%)
WMB,Williams Companies,0.13%,-0.25,(-0.37%)
MNST,Monster Beverage,0.13%,1.14,(1.39%)
DASH,DoorDash,0.13%,-9.36,(-4.78%)
JCI,Johnson Controls,0.13%,1.71,(1.32%)
AMT,American Tower,0.13%,-5.17,(-2.93%)
ORLY,O'Reilly Auto Parts,0.13%,-2.55,(-2.63%)
SNPS,Synopsys,0.13%,-6.23,(-1.49%)
EQIX,Equinix,0.13%,-5.15,(-0.64%)
CTAS,Cintas,0.13%,1.73,(0.90%)
MDLZ,Mondelez International,0.13%,0.58,(0.98%)
CMI,Cummins,0.13%,-46.46,(-7.67%)
GM,General Motors,0.12%,-1.29,(-1.50%)
CL,Colgate-Palmolive,0.12%,-0.17,(-0.18%)
DELL,Dell Technologies,0.12%,-7.52,(-6.16%)
ELV,Elevance Health,0.12%,0.55,(0.16%)
NSC,Norfolk Southern Railway,0.12%,1.41,(0.46%)
AON,Aon,0.12%,0.25,(0.07%)
CSX,CSX Corporation,0.12%,0.31,(0.77%)
SLB,Schlumberger,0.12%,-1.56,(-3.04%)
CI,Cigna,0.12%,6.89,(2.54%)
ABNB,Airbnb,0.12%,-2.2,(-1.77%)
APO,Apollo Global Management,0.12%,-5.94,(-4.47%)
CDNS,Cadence Design Systems,0.12%,-3.49,(-1.28%)
HLT,Hilton Worldwide,0.12%,-0.45,(-0.15%)
TDG,TransDigm Group,0.11%,-15.66,(-1.24%)
PWR,Quanta Services,0.11%,4.96,(1.07%)
TFC,Truist Financial,0.11%,-0.26,(-0.47%)
MSI,Motorola Solutions,0.11%,-0.88,(-0.21%)
COR,Cencora,0.11%,25.58,(7.75%)
RSG,Republic Services,0.11%,2.21,(1.01%)
HOOD,"Robinhood Markets, Inc.",0.11%,-5.13,(-6.37%)
PCAR,Paccar,0.11%,-0.39,(-0.30%)
KMI,Kinder Morgan,0.11%,-0.11,(-0.36%)
WBD,Warner Bros. Discovery,0.11%,-0.2,(-0.73%)
TRV,Travelers Companies (The),0.11%,5.13,(1.74%)
LHX,L3Harris,0.11%,8.18,(2.41%)
AEP,American Electric Power,0.10%,0.61,(0.51%)
AJG,Arthur J. Gallagher & Co.,0.10%,1.02,(0.41%)
APD,Air Products,0.10%,0.85,(0.29%)
SPG,Simon Property Group,0.10%,0.92,(0.47%)
AFL,Aflac,0.10%,4.44,(3.91%)
PSX,Phillips 66,0.10%,-1.44,(-0.93%)
TEL,TE Connectivity,0.10%,-5.41,(-2.51%)
ROST,Ross Stores,0.10%,0.93,(0.49%)
EOG,EOG Resources,0.10%,-1.44,(-1.26%)
AZO,AutoZone,0.10%,-58.99,(-1.59%)
FTNT,Fortinet,0.10%,-0.65,(-0.80%)
BDX,Becton Dickinson,0.10%,0.01,(0.00%)
VLO,Valero Energy,0.10%,-4.29,(-2.17%)
BKR,Baker Hughes,0.09%,-0.59,(-1.00%)
O,Realty Income,0.09%,0.38,(0.60%)
MPC,Marathon Petroleum,0.09%,-1.37,(-0.70%)
GWW,W. W. Grainger,0.09%,-2.97,(-0.25%)
DLR,Digital Realty,0.09%,-2.02,(-1.21%)
SRE,Sempra,0.09%,-0.21,(-0.25%)
ALL,Allstate,0.09%,7.37,(3.56%)
NXPI,NXP Semiconductors,0.09%,-4.02,(-1.77%)
ZTS,Zoetis,0.09%,0.05,(0.04%)
FAST,Fastenal,0.09%,-0.71,(-1.47%)
F,Ford Motor Company,0.09%,-0.13,(-0.91%)
MPWR,Monolithic Power Systems,0.09%,1.94,(0.17%)
CAH,Cardinal Health,0.09%,18.98,(9.17%)
URI,United Rentals,0.09%,1.57,(0.19%)
D,Dominion Energy,0.09%,0.29,(0.46%)
CARR,Carrier Global,0.09%,-0.34,(-0.53%)
AME,Ametek,0.09%,2.16,(0.95%)
MET,MetLife,0.09%,2.22,(2.85%)
CVNA,Carvana Co.,0.09%,-20.3,(-5.16%)
CMG,Chipotle Mexican Grill,0.08%,-0.28,(-0.70%)
ADSK,Autodesk,0.08%,-1.23,(-0.51%)
TGT,Target Corporation,0.08%,-1.3,(-1.14%)
IDXX,Idexx Laboratories,0.08%,-3.53,(-0.55%)
OKE,ONEOK,0.08%,-0.4,(-0.49%)
CTVA,Corteva,0.08%,-0.98,(-1.30%)
PSA,Public Storage,0.08%,-4.83,(-1.67%)
NDAQ,"Nasdaq, Inc.",0.08%,-1.37,(-1.55%)
AMP,Ameriprise Financial,0.08%,-1.24,(-0.23%)
EA,Electronic Arts,0.08%,1.12,(0.57%)
CBRE,CBRE Group,0.08%,-0.31,(-0.19%)
FITB,Fifth Third Bancorp,0.08%,-0.49,(-0.91%)
VST,Vistra Corp.,0.08%,-0.56,(-0.39%)
