Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.47%,4.9,(2.79%)
AAPL,Apple Inc.,11.41%,0.9,(0.36%)
MSFT,Microsoft,8.54%,1.07,(0.29%)
AMZN,Amazon,7.02%,5.2,(2.51%)
GOOGL,Alphabet Inc. (Class A),5.60%,0.59,(0.20%)
GOOG,Alphabet Inc. (Class C),5.21%,0.57,(0.20%)
AVGO,Broadcom Inc.,4.72%,5.67,(1.78%)
META,Meta Platforms,4.66%,5.9,(1.00%)
TSLA,"Tesla, Inc.",4.55%,10.9,(2.85%)
WMT,Walmart,3.00%,0.02,(0.01%)
ASML,ASML Holding,1.65%,-4.26,(-0.30%)
MU,Micron Technology,1.35%,-7.29,(-1.84%)
COST,Costco,1.32%,-5.07,(-0.52%)
NFLX,Netflix,1.19%,0.9,(0.99%)
PLTR,Palantir Technologies,1.17%,3.58,(2.31%)
AMD,Advanced Micro Devices Inc.,1.10%,13.55,(6.60%)
CSCO,Cisco,1.00%,1.56,(1.92%)
AMAT,Applied Materials,0.91%,-1.43,(-0.38%)
LRCX,Lam Research,0.90%,-4.72,(-1.98%)
INTC,Intel,0.72%,3.04,(6.91%)
TMUS,T-Mobile US,0.72%,-0.18,(-0.08%)
LIN,Linde plc,0.69%,4.35,(0.91%)
KLAC,KLA Corporation,0.63%,3.24,(0.21%)
PEP,PepsiCo,0.63%,-1.18,(-0.78%)
AMGN,Amgen,0.59%,8.09,(2.32%)
TXN,Texas Instruments,0.55%,2.0,(1.03%)
GILD,Gilead Sciences,0.53%,1.35,(0.97%)
ISRG,Intuitive Surgical,0.52%,-0.59,(-0.12%)
ARM,Arm Holdings,0.51%,21.12,(15.65%)
ADI,Analog Devices,0.49%,2.75,(0.85%)
SHOP,Shopify,0.48%,3.45,(2.97%)
PDD,PDD Holdings,0.47%,9.05,(9.23%)
APP,Applovin Corp,0.46%,5.51,(1.26%)
HON,Honeywell,0.44%,1.88,(0.85%)
QCOM,Qualcomm,0.43%,2.84,(2.21%)
BKNG,Booking Holdings,0.42%,30.84,(0.72%)
PANW,Palo Alto Networks,0.40%,2.07,(1.32%)
INTU,Intuit,0.36%,-4.87,(-1.13%)
VRTX,Vertex Pharmaceuticals,0.36%,6.87,(1.53%)
CEG,Constellation Energy,0.34%,12.72,(4.31%)
SBUX,Starbucks,0.32%,0.4,(0.44%)
CMCSA,Comcast,0.32%,-0.12,(-0.42%)
