Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,7.26%,187.56,-0.56,(-0.30%)
AAPL,Apple Inc.,6.17%,262.48,-4.78,(-1.79%)
MSFT,Microsoft,5.66%,478.69,5.84,(1.24%)
AMZN,Amazon,4.10%,240.95,7.88,(3.38%)
GOOGL,Alphabet Inc. (Class A),3.13%,314.59,-1.96,(-0.62%)
GOOG,Alphabet Inc. (Class C),2.91%,314.78,-2.55,(-0.80%)
META,Meta Platforms,2.65%,659.71,0.92,(0.14%)
AVGO,Broadcom,2.60%,344.4,0.97,(0.28%)
TSLA,"Tesla, Inc.",2.30%,434.76,-16.91,(-3.74%)
BRK.B,Berkshire Hathaway,1.71%,498.95,0.43,(0.09%)
LLY,Lilly (Eli),1.52%,1066.25,24.74,(2.38%)
WMT,Walmart,1.45%,114.39,1.68,(1.49%)
JPM,JPMorgan Chase,1.45%,334.67,0.63,(0.19%)
V,Visa Inc.,1.10%,357.91,4.11,(1.16%)
ORCL,Oracle Corporation,0.89%,193.69,1.1,(0.57%)
MA,Mastercard,0.83%,580.18,11.6,(2.04%)
XOM,ExxonMobil,0.81%,121.25,-4.11,(-3.28%)
JNJ,Johnson & Johnson,0.79%,205.15,0.84,(0.41%)
PLTR,Palantir Technologies,0.68%,179.37,5.33,(3.06%)
BAC,Bank of America,0.67%,57.29,0.4,(0.70%)
ABBV,AbbVie,0.63%,223.91,3.72,(1.69%)
COST,Costco,0.63%,888.9,13.16,(1.50%)
MU,Micron Technology,0.62%,344.56,32.41,(10.38%)
NFLX,Netflix,0.61%,90.59,-0.87,(-0.95%)
AMD,Advanced Micro Devices,0.56%,214.25,-6.84,(-3.09%)
HD,Home Depot (The),0.55%,349.0,4.91,(1.43%)
GE,GE Aerospace,0.55%,327.16,2.84,(0.88%)
PG,Procter & Gamble,0.52%,139.93,-0.44,(-0.32%)
UNH,UnitedHealth Group,0.50%,349.48,7.46,(2.18%)
CVX,Chevron Corporation,0.50%,156.79,-7.06,(-4.31%)
WFC,Wells Fargo,0.48%,96.38,0.0,(0.00%)
MS,Morgan Stanley,0.47%,187.38,0.84,(0.45%)
CSCO,Cisco,0.47%,75.27,-0.31,(-0.42%)
CAT,Caterpillar Inc.,0.47%,624.67,8.56,(1.39%)
KO,Coca-Cola Company (The),0.47%,67.94,0.0,(0.00%)
GS,Goldman Sachs,0.46%,956.43,7.99,(0.84%)
IBM,IBM,0.45%,301.88,6.9,(2.34%)
MRK,Merck & Co.,0.43%,109.01,1.56,(1.46%)
AXP,American Express,0.42%,383.08,3.28,(0.86%)
LRCX,Lam Research,0.41%,206.97,12.21,(6.27%)
RTX,RTX Corporation,0.41%,190.5,2.24,(1.19%)
CRM,Salesforce,0.39%,262.93,6.67,(2.60%)
PM,Philip Morris International,0.38%,155.31,-4.56,(-2.85%)
AMAT,Applied Materials,0.37%,295.45,11.13,(3.91%)
TMO,Thermo Fisher Scientific,0.37%,620.85,9.64,(1.58%)
ABT,Abbott Laboratories,0.36%,128.3,1.85,(1.46%)
TMUS,T-Mobile US,0.35%,198.15,-2.71,(-1.35%)
C,Citigroup,0.35%,122.44,-0.86,(-0.70%)
MCD,McDonald's,0.35%,304.74,4.88,(1.63%)
ISRG,Intuitive Surgical,0.33%,592.64,26.25,(4.64%)
APP,AppLovin Corporation,0.33%,616.38,-16.53,(-2.61%)
DIS,Walt Disney Company (The),0.33%,114.54,0.47,(0.41%)
LIN,Linde plc,0.33%,437.29,4.19,(0.97%)
QCOM,Qualcomm,0.31%,182.36,6.05,(3.43%)
INTC,Intel,0.30%,39.98,0.61,(1.55%)
PEP,PepsiCo,0.30%,139.25,-0.67,(-0.48%)
GEV,GE Vernova,0.30%,686.9,6.04,(0.89%)
SCHW,Charles Schwab Corporation,0.29%,104.04,0.3,(0.29%)
KLAC,KLA Corporation,0.29%,1393.84,41.39,(3.06%)
INTU,Intuit,0.29%,647.75,13.91,(2.19%)
BA,Boeing,0.29%,229.75,1.62,(0.71%)
AMGN,Amgen,0.29%,332.71,11.99,(3.74%)
UBER,Uber,0.28%,85.44,4.7,(5.82%)
TXN,Texas Instruments,0.28%,191.55,14.38,(8.12%)
BLK,BlackRock,0.27%,1113.0,-6.76,(-0.60%)
T,AT&T,0.27%,24.33,-0.38,(-1.55%)
BKNG,Booking Holdings,0.27%,5345.48,-21.89,(-0.41%)
TJX,TJX Companies,0.27%,154.0,0.16,(0.10%)
APH,Amphenol,0.27%,139.27,-0.61,(-0.43%)
VZ,Verizon,0.27%,40.36,0.13,(0.31%)
ACN,Accenture,0.27%,275.45,11.47,(4.35%)
NEE,NextEra Energy,0.27%,81.2,-0.12,(-0.15%)
DHR,Danaher Corporation,0.27%,237.45,2.09,(0.89%)
ANET,Arista Networks,0.27%,132.65,-4.54,(-3.31%)
COF,Capital One,0.26%,258.78,8.27,(3.30%)
SPGI,S&P Global,0.26%,538.82,5.92,(1.11%)
NOW,ServiceNow,0.25%,148.95,1.35,(0.91%)
GILD,Gilead Sciences,0.24%,121.4,3.1,(2.62%)
