Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,13.70%,189.3,1.18,(0.63%)
AAPL,Apple Inc.,11.63%,264.32,-2.94,(-1.10%)
MSFT,Microsoft,10.44%,472.02,-0.83,(-0.18%)
AMZN,Amazon,7.57%,237.99,4.93,(2.12%)
GOOGL,Alphabet Inc. (Class A),5.84%,313.85,-2.69,(-0.85%)
GOOG,Alphabet Inc. (Class C),5.44%,314.42,-2.9,(-0.91%)
META,Meta Platforms,4.93%,656.47,-2.32,(-0.35%)
AVGO,Broadcom Inc.,4.84%,342.89,-0.53,(-0.15%)
TSLA,"Tesla, Inc.",4.31%,434.97,-16.7,(-3.70%)
ASML,ASML Holding,1.43%,1233.56,5.37,(0.44%)
PLTR,Palantir Technologies,1.26%,176.91,2.87,(1.65%)
COST,Costco,1.17%,882.46,6.72,(0.77%)
NFLX,Netflix,1.14%,90.2,-1.27,(-1.38%)
MU,Micron Technology,1.11%,330.03,17.88,(5.73%)
AMD,Advanced Micro Devices Inc.,1.03%,212.21,-8.87,(-4.01%)
CSCO,Cisco,0.88%,75.2,-0.38,(-0.50%)
AZN,AstraZeneca,0.88%,94.9,3.68,(4.04%)
LRCX,Lam Research,0.76%,204.58,9.82,(5.04%)
AMAT,Applied Materials,0.69%,293.41,9.09,(3.20%)
TMUS,T-Mobile US,0.67%,199.78,-1.08,(-0.54%)
SHOP,Shopify,0.63%,163.64,-2.57,(-1.55%)
ISRG,Intuitive Surgical,0.62%,587.59,21.21,(3.74%)
LIN,Linde plc,0.61%,437.46,4.35,(1.01%)
APP,Applovin Corp,0.61%,603.92,-28.99,(-4.58%)
QCOM,Qualcomm,0.58%,181.24,4.93,(2.80%)
PEP,PepsiCo,0.57%,138.87,-1.05,(-0.75%)
INTC,Intel,0.55%,39.08,-0.29,(-0.73%)
KLAC,KLA Corporation,0.54%,1392.61,40.16,(2.97%)
INTU,Intuit,0.54%,646.33,12.49,(1.97%)
PDD,PDD Holdings,0.53%,124.89,5.77,(4.84%)
TXN,Texas Instruments,0.52%,191.08,13.91,(7.85%)
AMGN,Amgen,0.52%,321.91,1.19,(0.37%)
BKNG,Booking Holdings,0.51%,5289.92,-77.45,(-1.44%)
GILD,Gilead Sciences,0.44%,120.48,2.18,(1.84%)
ADI,Analog Devices,0.42%,289.34,12.05,(4.35%)
ADBE,Adobe Inc.,0.42%,334.13,2.57,(0.77%)
PANW,Palo Alto Networks,0.38%,185.38,3.26,(1.79%)
HON,Honeywell,0.38%,201.57,0.48,(0.24%)
ARM,Arm Holdings,0.36%,115.39,-0.72,(-0.62%)
VRTX,Vertex Pharmaceuticals,0.35%,467.52,18.72,(4.17%)
CRWD,CrowdStrike,0.34%,454.76,-1.79,(-0.39%)
MELI,MercadoLibre,0.34%,2220.79,72.16,(3.36%)
CEG,Constellation Energy,0.33%,349.67,-5.27,(-1.49%)
ADP,ADP,0.31%,258.74,1.42,(0.55%)
SBUX,Starbucks,0.30%,89.2,2.64,(3.05%)
CMCSA,Comcast,0.30%,27.69,-0.45,(-1.58%)
DASH,DoorDash,0.29%,229.32,2.6,(1.15%)
SNPS,Synopsys,0.28%,495.62,1.43,(0.29%)
MAR,Marriott International,0.25%,316.6,5.57,(1.79%)
CDNS,Cadence Design Systems,0.25%,306.48,5.26,(1.75%)
ABNB,Airbnb,0.25%,136.69,0.82,(0.60%)
REGN,Regeneron Pharmaceuticals,0.24%,775.74,12.5,(1.64%)
MRVL,Marvell Technology,0.23%,91.68,1.45,(1.60%)
ORLY,O'Reilly Automotive,0.23%,89.7,-0.88,(-0.97%)
CTAS,Cintas,0.22%,186.39,0.93,(0.50%)
MNST,Monster Beverage,0.22%,75.43,-0.24,(-0.32%)
WBD,Warner Bros. Discovery,0.21%,28.41,-0.13,(-0.44%)
MDLZ,Mondelez International,0.20%,52.98,-0.76,(-1.41%)
CSX,CSX Corporation,0.20%,35.85,-0.06,(-0.16%)
PCAR,Paccar,0.18%,117.6,4.68,(4.14%)
ADSK,Autodesk,0.18%,290.27,1.6,(0.56%)
AEP,American Electric Power,0.18%,114.06,-0.01,(-0.01%)
ROST,Ross Stores,0.18%,186.94,0.25,(0.14%)
NXPI,NXP Semiconductors,0.18%,238.49,14.61,(6.52%)
FTNT,Fortinet,0.17%,78.62,0.68,(0.87%)
TRI,Thomson Reuters Corporation,0.17%,129.02,-0.33,(-0.26%)
IDXX,Idexx Laboratories,0.17%,695.54,13.3,(1.95%)
PYPL,PayPal,0.16%,59.04,-0.26,(-0.43%)
WDAY,"Workday, Inc.",0.16%,207.49,-1.41,(-0.67%)
EA,Electronic Arts,0.15%,204.45,0.08,(0.04%)
AXON,Axon Enterprise Inc.,0.14%,612.8,21.63,(3.66%)
BKR,Baker Hughes,0.14%,48.87,-0.2,(-0.40%)
TTWO,Take-Two Interactive,0.14%,254.62,-2.69,(-1.05%)
FAST,Fastenal,0.14%,40.88,-0.27,(-0.65%)
ROP,Roper Technologies,0.14%,432.79,1.13,(0.26%)
DDOG,Datadog,0.14%,132.52,-1.12,(-0.84%)
MSTR,MicroStrategy Inc.,0.14%,160.44,-4.28,(-2.60%)
EXC,Exelon,0.13%,43.44,-0.1,(-0.22%)
XEL,Xcel Energy,0.13%,73.91,-0.16,(-0.22%)
FANG,Diamondback Energy,0.13%,147.52,0.53,(0.36%)
TEAM,Atlassian,0.12%,158.67,4.79,(3.11%)
CTSH,Cognizant,0.12%,83.36,1.73,(2.12%)
PAYX,Paychex,0.12%,110.74,1.26,(1.15%)
MCHP,Microchip Technology,0.12%,73.38,6.32,(9.42%)
GEHC,GE HealthCare,0.12%,86.54,1.5,(1.77%)
CCEP,Coca-Cola Europacific Partners,0.11%,85.9,-1.67,(-1.90%)
CPRT,Copart,0.11%,38.64,0.11,(0.27%)
KDP,Keurig Dr Pepper,0.11%,27.06,-0.26,(-0.94%)
ZS,Zscaler,0.10%,220.59,-2.17,(-0.97%)
ODFL,Old Dominion Freight Line,0.10%,167.63,3.9,(2.38%)
VRSK,Verisk,0.09%,219.71,-0.99,(-0.45%)
CSGP,CoStar Group,0.08%,66.31,-0.11,(-0.17%)
KHC,Kraft Heinz,0.08%,23.63,-0.14,(-0.61%)
DXCM,DexCom,0.08%,70.02,2.37,(3.50%)
CHTR,Charter Communications,0.08%,210.03,0.02,(0.01%)
BIIB,Biogen,0.08%,180.94,6.31,(3.61%)
LULU,Lululemon Athletica,0.07%,213.89,1.49,(0.70%)
ON,Onsemi,0.07%,61.53,2.84,(4.84%)
GFS,GlobalFoundries,0.06%,38.95,1.82,(4.90%)
TTD,Trade Desk (The),0.06%,40.18,0.07,(0.17%)
CDW,CDW Corporation,0.05%,134.68,1.07,(0.80%)
