Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.94%,957.12,8.68,(0.92%)
CAT,Caterpillar Inc.,7.78%,623.69,7.59,(1.23%)
MSFT,Microsoft Corporation,5.91%,473.66,0.81,(0.17%)
AXP,American Express Company,4.78%,383.44,3.64,(0.96%)
V,Visa Inc.,4.45%,357.03,3.23,(0.91%)
UNH,UnitedHealth Group Incorporated,4.39%,351.64,9.62,(2.81%)
HD,"The Home Depot, Inc.",4.35%,348.76,4.67,(1.36%)
SHW,Sherwin-Williams,4.21%,337.9,5.7,(1.72%)
JPM,JPMorgan Chase & Co.,4.17%,334.13,0.09,(0.03%)
AMGN,Amgen Inc.,4.07%,326.08,5.36,(1.67%)
MCD,McDonald's Corporation,3.78%,303.5,3.64,(1.21%)
IBM,International Business Machines Corporation,3.73%,299.03,4.06,(1.38%)
TRV,"The Travelers Companies, Inc.",3.52%,282.47,-5.29,(-1.84%)
AAPL,Apple Inc.,3.28%,262.92,-4.34,(-1.62%)
CRM,"Salesforce, Inc.",3.25%,260.33,4.07,(1.59%)
AMZN,"Amazon.com, Inc.amazon.com",3.02%,242.45,9.39,(4.03%)
BA,The Boeing Company,2.86%,229.64,1.51,(0.66%)
JNJ,Johnson & Johnson,2.56%,205.25,0.94,(0.46%)
HON,Honeywell International Inc.,2.54%,203.29,2.2,(1.09%)
NVDA,Nvidia,2.36%,189.54,1.42,(0.76%)
MMM,3M Company,2.06%,165.13,1.58,(0.97%)
CVX,Chevron Corporation,1.96%,157.54,-6.31,(-3.85%)
PG,The Procter & Gamble Company,1.75%,140.24,-0.13,(-0.09%)
DIS,The Walt Disney Company,1.43%,114.54,0.47,(0.41%)
WMT,Walmart Inc.,1.41%,113.39,0.68,(0.60%)
MRK,"Merck & Co., Inc.",1.36%,109.05,1.61,(1.49%)
CSCO,"Cisco Systems, Inc.",0.94%,75.07,-0.51,(-0.68%)
KO,The Coca-Cola Company,0.85%,67.98,0.03,(0.05%)
NKE,"Nike, Inc.",0.80%,63.89,-0.65,(-1.00%)
VZ,Verizon Communications Inc.,0.50%,40.07,-0.16,(-0.39%)
