Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.31%,-1.22,(-0.65%)
AAPL,Apple Inc.,11.34%,-0.95,(-0.37%)
MSFT,Microsoft,10.30%,-3.32,(-0.71%)
AMZN,Amazon,7.64%,-1.65,(-0.68%)
GOOGL,Alphabet Inc. (Class A),6.21%,-1.48,(-0.44%)
GOOG,Alphabet Inc. (Class C),5.78%,-1.34,(-0.40%)
AVGO,Broadcom Inc.,4.94%,-3.71,(-1.05%)
META,Meta Platforms,4.69%,-4.32,(-0.68%)
TSLA,"Tesla, Inc.",4.38%,-2.85,(-0.64%)
ASML,ASML Holding,1.46%,-5.02,(-0.40%)
PLTR,Palantir Technologies,1.26%,-0.6,(-0.34%)
COST,Costco,1.23%,-4.63,(-0.49%)
NFLX,Netflix,1.15%,1.21,(1.34%)
MU,Micron Technology,1.12%,-2.13,(-0.63%)
AMD,Advanced Micro Devices Inc.,1.05%,-3.23,(-1.46%)
AZN,AstraZeneca,0.88%,1.65,(1.75%)
CSCO,Cisco,0.88%,-0.59,(-0.79%)
LRCX,Lam Research,0.79%,-1.83,(-0.85%)
AMAT,Applied Materials,0.71%,-2.92,(-0.96%)
INTC,Intel,0.69%,1.12,(2.37%)
APP,Applovin Corp,0.67%,1.56,(0.23%)
SHOP,Shopify,0.64%,-1.18,(-0.70%)
TMUS,T-Mobile US,0.63%,-0.11,(-0.06%)
LIN,Linde plc,0.61%,-1.78,(-0.40%)
ISRG,Intuitive Surgical,0.59%,-3.55,(-0.63%)
PEP,PepsiCo,0.58%,-0.23,(-0.16%)
KLAC,KLA Corporation,0.56%,-11.02,(-0.76%)
QCOM,Qualcomm,0.52%,-1.28,(-0.77%)
AMGN,Amgen,0.52%,-1.6,(-0.49%)
TXN,Texas Instruments,0.50%,-1.67,(-0.89%)
BKNG,Booking Holdings,0.50%,-48.2,(-0.91%)
INTU,Intuit,0.49%,-14.02,(-2.32%)
PDD,PDD Holdings,0.45%,-4.59,(-4.09%)
GILD,Gilead Sciences,0.45%,-0.76,(-0.62%)
ADI,Analog Devices,0.43%,-2.63,(-0.89%)
HON,Honeywell,0.40%,3.83,(1.82%)
PANW,Palo Alto Networks,0.39%,-3.13,(-1.64%)
ADBE,Adobe Inc.,0.38%,-0.95,(-0.31%)
CEG,Constellation Energy,0.36%,-1.99,(-0.60%)
CRWD,CrowdStrike,0.35%,-3.52,(-0.75%)
VRTX,Vertex Pharmaceuticals,0.34%,0.09,(0.02%)
ARM,Arm Holdings,0.34%,-0.94,(-0.87%)
MELI,MercadoLibre,0.31%,5.93,(0.29%)
ADP,ADP,0.31%,-0.44,(-0.17%)
CMCSA,Comcast,0.30%,-0.3,(-1.07%)
SBUX,Starbucks,0.30%,-0.47,(-0.51%)
SNPS,Synopsys,0.29%,-6.95,(-1.36%)
DASH,DoorDash,0.28%,-0.87,(-0.40%)
CDNS,Cadence Design Systems,0.26%,-3.52,(-1.09%)
MAR,Marriott International,0.25%,-2.9,(-0.90%)
ABNB,Airbnb,0.25%,-1.14,(-0.82%)
REGN,Regeneron Pharmaceuticals,0.24%,-0.53,(-0.07%)
ORLY,O'Reilly Automotive,0.24%,-0.43,(-0.45%)
CTAS,Cintas,0.23%,0.85,(0.44%)
MNST,Monster Beverage,0.23%,0.0,(0.00%)
MDLZ,Mondelez International,0.21%,-0.16,(-0.29%)
WBD,Warner Bros. Discovery,0.21%,0.06,(0.21%)
MRVL,Marvell Technology,0.21%,-0.5,(-0.60%)
CSX,CSX Corporation,0.20%,-0.27,(-0.76%)
PCAR,Paccar,0.19%,-0.44,(-0.37%)
ROST,Ross Stores,0.18%,-1.14,(-0.59%)
AEP,American Electric Power,0.18%,-0.35,(-0.30%)
NXPI,NXP Semiconductors,0.18%,-1.87,(-0.78%)
ADSK,Autodesk,0.17%,-1.25,(-0.46%)
IDXX,Idexx Laboratories,0.17%,-3.42,(-0.48%)
FTNT,Fortinet,0.17%,-2.11,(-2.69%)
TRI,Thomson Reuters Corporation,0.17%,-0.07,(-0.06%)
PYPL,PayPal,0.16%,-0.07,(-0.11%)
WDAY,"Workday, Inc.",0.16%,-0.36,(-0.18%)
EA,Electronic Arts,0.15%,-0.04,(-0.02%)
MSTR,MicroStrategy Inc.,0.15%,3.4,(1.97%)
AXON,Axon Enterprise Inc.,0.15%,-3.63,(-0.57%)
FAST,Fastenal,0.14%,-0.17,(-0.40%)
BKR,Baker Hughes,0.14%,-0.05,(-0.09%)
TTWO,Take-Two Interactive,0.14%,-0.01,(-0.00%)
ROP,Roper Technologies,0.14%,-1.74,(-0.41%)
XEL,Xcel Energy,0.13%,-0.02,(-0.03%)
DDOG,Datadog,0.13%,-0.55,(-0.44%)
FANG,Diamondback Energy,0.13%,1.05,(0.69%)
EXC,Exelon,0.13%,-0.17,(-0.39%)
CTSH,Cognizant,0.12%,-0.41,(-0.48%)
MCHP,Microchip Technology,0.12%,-0.57,(-0.77%)
CCEP,Coca-Cola Europacific Partners,0.12%,-1.48,(-1.65%)
PAYX,Paychex,0.12%,-0.46,(-0.42%)
CPRT,Copart,0.11%,-0.14,(-0.36%)
GEHC,GE HealthCare,0.11%,-0.36,(-0.43%)
KDP,Keurig Dr Pepper,0.11%,-0.04,(-0.16%)
TEAM,Atlassian,0.11%,-0.96,(-0.70%)
ODFL,Old Dominion Freight Line,0.11%,-1.06,(-0.62%)
ZS,Zscaler,0.10%,-0.77,(-0.36%)
VRSK,Verisk,0.09%,-0.02,(-0.01%)
KHC,Kraft Heinz,0.08%,-0.03,(-0.13%)
DXCM,DexCom,0.08%,-0.33,(-0.47%)
CSGP,CoStar Group,0.08%,-0.34,(-0.55%)
BIIB,Biogen,0.08%,-0.84,(-0.47%)
CHTR,Charter Communications,0.08%,-0.06,(-0.03%)
LULU,Lululemon Athletica,0.07%,-0.93,(-0.44%)
ON,Onsemi,0.07%,-0.44,(-0.74%)
GFS,GlobalFoundries,0.07%,-0.02,(-0.06%)
TTD,Trade Desk (The),0.05%,-0.12,(-0.32%)
CDW,CDW Corporation,0.05%,0.24,(0.18%)
