Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.67%,-7.16,(-0.76%)
CAT,Caterpillar Inc.,7.95%,-2.57,(-0.40%)
MSFT,Microsoft Corporation,5.83%,-5.72,(-1.22%)
HD,"The Home Depot, Inc.",4.75%,-0.75,(-0.20%)
SHW,Sherwin-Williams,4.48%,1.22,(0.34%)
AXP,American Express Company,4.44%,-3.68,(-1.03%)
UNH,UnitedHealth Group Incorporated,4.21%,1.91,(0.57%)
V,Visa Inc.,4.11%,0.31,(0.10%)
AMGN,Amgen Inc.,4.08%,1.57,(0.48%)
MCD,McDonald's Corporation,3.90%,1.46,(0.47%)
JPM,JPMorgan Chase & Co.,3.88%,-1.12,(-0.36%)
IBM,International Business Machines Corporation,3.80%,0.13,(0.04%)
TRV,"The Travelers Companies, Inc.",3.42%,1.75,(0.64%)
AAPL,Apple Inc.,3.27%,-0.54,(-0.21%)
CRM,"Salesforce, Inc.",3.02%,0.18,(0.08%)
BA,The Boeing Company,3.02%,-3.35,(-1.37%)
AMZN,"Amazon.com, Inc.amazon.com",3.00%,-3.24,(-1.33%)
JNJ,Johnson & Johnson,2.70%,1.53,(0.72%)
HON,Honeywell International Inc.,2.67%,2.85,(1.36%)
NVDA,Nvidia,2.28%,-3.84,(-2.07%)
MMM,3M Company,2.13%,0.77,(0.46%)
CVX,Chevron Corporation,2.10%,3.39,(2.07%)
PG,The Procter & Gamble Company,1.83%,1.45,(1.00%)
WMT,Walmart Inc.,1.52%,0.68,(0.57%)
DIS,The Walt Disney Company,1.42%,0.44,(0.39%)
MRK,"Merck & Co., Inc.",1.36%,0.41,(0.38%)
CSCO,"Cisco Systems, Inc.",0.93%,-0.9,(-1.20%)
KO,The Coca-Cola Company,0.89%,-0.04,(-0.06%)
NKE,"Nike, Inc.",0.84%,0.67,(1.02%)
VZ,Verizon Communications Inc.,0.49%,0.38,(0.97%)
