Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,13.36%,-3.59,(-1.93%)
AAPL,Apple Inc.,11.32%,-4.83,(-1.85%)
MSFT,Microsoft,9.03%,-1.16,(-0.29%)
AMZN,Amazon,6.83%,-1.53,(-0.72%)
GOOGL,Alphabet Inc. (Class A),5.74%,-4.03,(-1.30%)
GOOG,Alphabet Inc. (Class C),5.36%,-4.16,(-1.35%)
META,Meta Platforms,4.93%,-8.38,(-1.28%)
AVGO,Broadcom Inc.,4.78%,-6.52,(-1.91%)
TSLA,"Tesla, Inc.",4.53%,-7.02,(-1.72%)
WMT,Walmart,2.95%,-0.52,(-0.43%)
ASML,ASML Holding,1.57%,-36.19,(-2.61%)
MU,Micron Technology,1.37%,-13.29,(-3.17%)
COST,Costco,1.33%,-0.29,(-0.03%)
NFLX,Netflix,1.21%,0.18,(0.19%)
PLTR,Palantir Technologies,1.12%,3.52,(2.32%)
AMD,Advanced Micro Devices Inc.,0.98%,-5.18,(-2.53%)
CSCO,Cisco,0.92%,-0.62,(-0.80%)
AMAT,Applied Materials,0.81%,-13.65,(-3.89%)
LRCX,Lam Research,0.79%,-8.13,(-3.71%)
TMUS,T-Mobile US,0.71%,-0.15,(-0.07%)
INTC,Intel,0.70%,-1.32,(-2.74%)
LIN,Linde plc,0.68%,6.24,(1.29%)
PEP,PepsiCo,0.66%,0.68,(0.43%)
AMGN,Amgen,0.61%,-4.42,(-1.17%)
KLAC,KLA Corporation,0.56%,-39.53,(-2.70%)
GILD,Gilead Sciences,0.54%,-1.02,(-0.70%)
TXN,Texas Instruments,0.53%,-6.51,(-3.27%)
ISRG,Intuitive Surgical,0.52%,-4.3,(-0.87%)
SHOP,Shopify,0.51%,-0.38,(-0.29%)
APP,Applovin Corp,0.47%,1.63,(0.35%)
HON,Honeywell,0.46%,-0.59,(-0.24%)
ADI,Analog Devices,0.46%,-9.75,(-3.05%)
PDD,PDD Holdings,0.44%,0.21,(0.20%)
QCOM,Qualcomm,0.43%,-0.49,(-0.37%)
BKNG,Booking Holdings,0.41%,4.77,(0.11%)
PANW,Palo Alto Networks,0.41%,1.38,(0.83%)
VRTX,Vertex Pharmaceuticals,0.37%,-5.9,(-1.20%)
ARM,Arm Holdings,0.37%,-3.75,(-3.12%)
INTU,Intuit,0.37%,4.47,(1.01%)
SBUX,Starbucks,0.35%,0.84,(0.83%)
CRWD,CrowdStrike,0.34%,3.47,(0.79%)
ADBE,Adobe Inc.,0.34%,-0.68,(-0.25%)
CMCSA,Comcast,0.33%,-0.04,(-0.11%)
CEG,Constellation Energy,0.33%,2.42,(0.80%)
WDC,Western Digital,0.27%,-6.36,(-2.36%)
ADP,ADP,0.26%,0.26,(0.12%)
MAR,Marriott International,0.26%,-6.02,(-1.85%)
MELI,MercadoLibre,0.25%,-104.78,(-5.93%)
STX,Seagate Technology Holdings,0.25%,-10.83,(-2.80%)
SNPS,Synopsys,0.25%,-2.22,(-0.51%)
CDNS,Cadence Design Systems,0.24%,-0.55,(-0.19%)
REGN,Regeneron Pharmaceuticals,0.24%,-12.11,(-1.56%)
ORLY,O'Reilly Automotive,0.24%,0.94,(0.99%)
CTAS,Cintas,0.24%,-0.11,(-0.06%)
ABNB,Airbnb,0.24%,-1.78,(-1.34%)
MRVL,Marvell Technology,0.24%,-0.86,(-0.95%)
MNST,Monster Beverage,0.23%,-0.48,(-0.62%)
