Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.36%,-2.45,(-1.31%)
AAPL,Apple Inc.,6.18%,-5.37,(-2.06%)
MSFT,Microsoft,4.94%,-1.77,(-0.44%)
AMZN,Amazon,3.71%,-2.88,(-1.35%)
GOOGL,Alphabet Inc. (Class A),3.14%,-4.19,(-1.36%)
GOOG,Alphabet Inc. (Class C),2.93%,-4.19,(-1.36%)
META,Meta Platforms,2.67%,-15.51,(-2.37%)
AVGO,Broadcom,2.64%,-3.76,(-1.10%)
TSLA,"Tesla, Inc.",2.46%,-10.13,(-2.48%)
BRK.B,Berkshire Hathaway,1.75%,-1.11,(-0.22%)
WMT,Walmart,1.64%,1.28,(1.03%)
LLY,Lilly (Eli),1.44%,-22.58,(-2.26%)
JPM,JPMorgan Chase,1.25%,-5.44,(-1.89%)
XOM,ExxonMobil,1.06%,2.96,(1.95%)
V,Visa Inc.,0.97%,-1.71,(-0.55%)
JNJ,Johnson & Johnson,0.97%,0.95,(0.39%)
ORCL,Oracle Corporation,0.76%,-3.05,(-1.87%)
MU,Micron Technology,0.76%,-11.2,(-2.67%)
COST,Costco,0.74%,12.84,(1.29%)
MA,Mastercard,0.73%,-5.46,(-1.08%)
NFLX,Netflix,0.66%,-0.02,(-0.02%)
ABBV,AbbVie,0.66%,-1.55,(-0.68%)
CVX,Chevron Corporation,0.65%,6.59,(3.44%)
PLTR,Palantir Technologies,0.61%,2.47,(1.63%)
PG,Procter & Gamble,0.58%,-2.08,(-1.36%)
HD,Home Depot (The),0.56%,-9.63,(-2.75%)
BAC,Bank of America,0.56%,-1.61,(-3.32%)
KO,Coca-Cola Company (The),0.55%,0.44,(0.56%)
CAT,Caterpillar Inc.,0.54%,-6.46,(-0.91%)
AMD,Advanced Micro Devices,0.53%,-6.65,(-3.25%)
GE,GE Aerospace,0.52%,-23.0,(-7.07%)
CSCO,Cisco,0.51%,-0.25,(-0.32%)
MRK,Merck & Co.,0.47%,-0.49,(-0.42%)
RTX,RTX Corporation,0.45%,-4.5,(-2.17%)
AMAT,Applied Materials,0.44%,-12.81,(-3.65%)
PM,Philip Morris International,0.44%,3.18,(1.91%)
LRCX,Lam Research,0.44%,-7.31,(-3.34%)
UNH,UnitedHealth Group,0.42%,-7.35,(-2.58%)
MS,Morgan Stanley,0.40%,-7.3,(-4.54%)
TMUS,T-Mobile US,0.39%,0.89,(0.42%)
GS,Goldman Sachs,0.39%,-36.19,(-4.39%)
IBM,IBM,0.38%,-1.33,(-0.53%)
MCD,McDonald's,0.38%,0.68,(0.21%)
WFC,Wells Fargo,0.38%,-1.86,(-2.42%)
LIN,Linde plc,0.38%,10.66,(2.21%)
INTC,Intel,0.38%,-2.42,(-5.05%)
GEV,GE Vernova,0.37%,-13.78,(-1.63%)
PEP,PepsiCo,0.36%,-0.3,(-0.19%)
VZ,Verizon,0.35%,0.04,(0.07%)
AXP,American Express,0.34%,-3.24,(-1.06%)
AMGN,Amgen,0.33%,-7.21,(-1.91%)
T,AT&T,0.32%,0.18,(0.64%)
NEE,NextEra Energy,0.32%,0.17,(0.19%)
ABT,Abbott Laboratories,0.31%,-1.26,(-1.15%)
KLAC,KLA Corporation,0.31%,-43.68,(-2.98%)
C,Citigroup,0.30%,-3.61,(-3.30%)
CRM,Salesforce,0.30%,4.67,(2.41%)
GILD,Gilead Sciences,0.30%,0.22,(0.15%)
TMO,Thermo Fisher Scientific,0.29%,-18.62,(-3.76%)
DIS,Walt Disney Company (The),0.29%,-1.22,(-1.21%)
TJX,TJX Companies,0.29%,-0.61,(-0.38%)
TXN,Texas Instruments,0.29%,-7.83,(-3.94%)
ANET,Arista Networks,0.28%,-1.87,(-1.35%)
ISRG,Intuitive Surgical,0.28%,-13.23,(-2.68%)
BA,Boeing,0.27%,-8.91,(-4.16%)
APH,Amphenol,0.27%,-3.63,(-2.70%)
SCHW,Charles Schwab Corporation,0.26%,-1.89,(-2.04%)
DE,Deere & Company,0.26%,-7.44,(-1.25%)
APP,AppLovin Corporation,0.25%,-6.96,(-1.51%)
PFE,Pfizer,0.25%,-0.35,(-1.30%)
LMT,Lockheed Martin,0.25%,5.32,(0.82%)
UBER,Uber,0.25%,-1.79,(-2.38%)
HON,Honeywell,0.25%,-3.51,(-1.47%)
ADI,Analog Devices,0.25%,-12.91,(-4.05%)
COP,ConocoPhillips,0.24%,3.39,(2.89%)
UNP,Union Pacific Corporation,0.24%,-5.75,(-2.29%)
WELL,Welltower,0.24%,0.74,(0.36%)
BLK,BlackRock,0.24%,-28.43,(-2.99%)
QCOM,Qualcomm,0.23%,-3.01,(-2.24%)
PANW,Palo Alto Networks,0.23%,2.33,(1.41%)
