Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",10.42%,-28.75,(-3.49%)
CAT,Caterpillar Inc.,9.07%,-15.46,(-2.19%)
MSFT,Microsoft Corporation,5.29%,-1.16,(-0.29%)
AMGN,Amgen Inc.,4.89%,-4.42,(-1.17%)
HD,"The Home Depot, Inc.",4.54%,-4.3,(-1.23%)
MCD,McDonald's Corporation,4.28%,1.25,(0.39%)
SHW,Sherwin-Williams,4.25%,1.33,(0.41%)
V,Visa Inc.,4.07%,1.28,(0.41%)
AXP,American Express Company,3.97%,-3.15,(-1.03%)
TRV,"The Travelers Companies, Inc.",3.96%,2.43,(0.81%)
UNH,UnitedHealth Group Incorporated,3.73%,-0.77,(-0.27%)
JPM,JPMorgan Chase & Co.,3.68%,-6.71,(-2.34%)
AAPL,Apple Inc.,3.36%,-4.83,(-1.85%)
IBM,International Business Machines Corporation,3.25%,-0.95,(-0.38%)
JNJ,Johnson & Johnson,3.18%,-0.08,(-0.03%)
HON,Honeywell International Inc.,3.13%,-0.59,(-0.24%)
AMZN,"Amazon.com, Inc.amazon.com",2.77%,-1.53,(-0.72%)
BA,The Boeing Company,2.73%,-5.91,(-2.76%)
CRM,"Salesforce, Inc.",2.62%,5.59,(2.88%)
CVX,Chevron Corporation,2.54%,2.27,(1.18%)
NVDA,Nvidia,2.39%,-3.59,(-1.93%)
MMM,3M Company,2.01%,-2.12,(-1.37%)
PG,The Procter & Gamble Company,2.00%,-0.61,(-0.40%)
WMT,Walmart Inc.,1.61%,-0.52,(-0.43%)
MRK,"Merck & Co., Inc.",1.51%,-0.75,(-0.65%)
DIS,The Walt Disney Company,1.32%,-0.5,(-0.49%)
KO,The Coca-Cola Company,1.02%,-0.04,(-0.05%)
CSCO,"Cisco Systems, Inc.",1.02%,-0.62,(-0.80%)
NKE,"Nike, Inc.",0.72%,-0.75,(-1.35%)
VZ,Verizon Communications Inc.,0.66%,-0.22,(-0.43%)
