Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.46%,905.05,3.34,(0.37%)
CAT,Caterpillar Inc.,7.38%,582.29,-0.13,(-0.02%)
MSFT,Microsoft Corporation,6.18%,487.6,0.75,(0.15%)
AXP,American Express Company,4.84%,382.32,0.13,(0.03%)
V,Visa Inc.,4.49%,354.26,0.88,(0.25%)
HD,"The Home Depot, Inc.",4.39%,346.53,1.56,(0.45%)
AMGN,Amgen Inc.,4.22%,333.23,1.74,(0.52%)
JPM,JPMorgan Chase & Co.,4.16%,328.1,2.17,(0.66%)
UNH,UnitedHealth Group Incorporated,4.15%,327.31,2.5,(0.77%)
SHW,Sherwin-Williams,4.10%,323.97,-0.08,(-0.02%)
MCD,McDonald's Corporation,3.95%,311.73,0.89,(0.29%)
IBM,International Business Machines Corporation,3.85%,303.58,-0.2,(-0.07%)
TRV,"The Travelers Companies, Inc.",3.73%,294.55,2.09,(0.71%)
AAPL,Apple Inc.,3.47%,274.16,1.8,(0.66%)
CRM,"Salesforce, Inc.",3.37%,265.86,2.43,(0.92%)
AMZN,"Amazon.com, Inc.amazon.com",2.94%,232.07,-0.07,(-0.03%)
BA,The Boeing Company,2.76%,217.71,0.86,(0.40%)
JNJ,Johnson & Johnson,2.62%,207.13,1.35,(0.66%)
HON,Honeywell International Inc.,2.48%,195.72,0.22,(0.11%)
NVDA,Nvidia,2.37%,187.06,-2.15,(-1.14%)
MMM,3M Company,2.03%,159.9,-0.25,(-0.16%)
CVX,Chevron Corporation,1.91%,150.78,0.27,(0.18%)
PG,The Procter & Gamble Company,1.83%,144.5,1.32,(0.92%)
DIS,The Walt Disney Company,1.45%,114.16,0.94,(0.83%)
WMT,Walmart Inc.,1.41%,111.23,0.33,(0.30%)
MRK,"Merck & Co., Inc.",1.35%,106.44,1.39,(1.33%)
CSCO,"Cisco Systems, Inc.",0.99%,77.92,-0.1,(-0.13%)
KO,The Coca-Cola Company,0.88%,69.81,-0.06,(-0.09%)
NKE,"Nike, Inc.",0.76%,60.09,2.75,(4.80%)
VZ,Verizon Communications Inc.,0.51%,40.02,0.1,(0.25%)
