Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,7.28%,187.48,-1.73,(-0.91%)
AAPL,Apple Inc.,6.47%,274.29,1.93,(0.71%)
MSFT,Microsoft,5.79%,487.79,0.94,(0.19%)
AMZN,Amazon,3.97%,232.53,0.39,(0.17%)
GOOGL,Alphabet Inc. (Class A),3.13%,313.29,-1.06,(-0.34%)
GOOG,Alphabet Inc. (Class C),2.92%,314.74,-0.94,(-0.30%)
META,Meta Platforms,2.68%,665.94,1.0,(0.15%)
AVGO,Broadcom,2.65%,350.11,0.79,(0.23%)
TSLA,"Tesla, Inc.",2.55%,479.97,-5.6,(-1.15%)
BRK.B,Berkshire Hathaway,1.72%,500.01,-0.5,(-0.10%)
LLY,Lilly (Eli),1.54%,1075.85,4.2,(0.39%)
JPM,JPMorgan Chase,1.43%,329.32,3.39,(1.04%)
WMT,Walmart,1.41%,111.13,0.23,(0.21%)
V,Visa Inc.,1.09%,354.13,0.75,(0.21%)
ORCL,Oracle Corporation,0.90%,196.97,1.63,(0.84%)
MA,Mastercard,0.83%,579.41,3.05,(0.53%)
XOM,ExxonMobil,0.81%,119.7,0.28,(0.23%)
JNJ,Johnson & Johnson,0.80%,207.31,1.53,(0.74%)
PLTR,Palantir Technologies,0.74%,193.99,-0.14,(-0.07%)
BAC,Bank of America,0.66%,56.36,0.39,(0.70%)
ABBV,AbbVie,0.65%,230.11,1.31,(0.57%)
NFLX,Netflix,0.63%,93.33,-0.17,(-0.18%)
COST,Costco,0.62%,872.24,17.45,(2.04%)
AMD,Advanced Micro Devices,0.56%,214.9,0.0,(0.00%)
HD,Home Depot (The),0.55%,346.54,1.57,(0.46%)
PG,Procter & Gamble,0.54%,144.59,1.41,(0.98%)
GE,GE Aerospace,0.53%,316.11,0.58,(0.18%)
MU,Micron Technology,0.52%,287.08,10.81,(3.91%)
CSCO,Cisco,0.49%,77.92,-0.1,(-0.13%)
CVX,Chevron Corporation,0.48%,150.71,0.2,(0.13%)
KO,Coca-Cola Company (The),0.48%,69.84,-0.03,(-0.04%)
WFC,Wells Fargo,0.48%,95.58,1.11,(1.17%)
UNH,UnitedHealth Group,0.47%,326.68,1.88,(0.58%)
MS,Morgan Stanley,0.46%,180.87,1.37,(0.76%)
IBM,IBM,0.45%,302.92,-0.86,(-0.28%)
CAT,Caterpillar Inc.,0.44%,582.79,0.37,(0.06%)
GS,Goldman Sachs,0.43%,906.0,4.29,(0.48%)
MRK,Merck & Co.,0.42%,106.37,1.32,(1.26%)
AXP,American Express,0.42%,382.86,0.67,(0.18%)
PM,Philip Morris International,0.40%,162.5,0.44,(0.27%)
RTX,RTX Corporation,0.40%,186.74,0.98,(0.53%)
CRM,Salesforce,0.40%,265.71,2.28,(0.87%)
APP,AppLovin Corporation,0.39%,727.59,-0.86,(-0.12%)
MCD,McDonald's,0.36%,312.11,1.27,(0.41%)
TMUS,T-Mobile US,0.35%,198.53,0.86,(0.44%)
LRCX,Lam Research,0.35%,176.25,1.09,(0.62%)
C,Citigroup,0.35%,122.4,3.0,(2.51%)
ABT,Abbott Laboratories,0.35%,125.07,0.53,(0.43%)
TMO,Thermo Fisher Scientific,0.35%,577.9,-2.04,(-0.35%)
AMAT,Applied Materials,0.33%,259.88,-0.35,(-0.13%)
ISRG,Intuitive Surgical,0.33%,577.1,-0.24,(-0.04%)
DIS,Walt Disney Company (The),0.33%,114.29,1.07,(0.95%)
LIN,Linde plc,0.32%,425.1,0.0,(0.00%)
PEP,PepsiCo,0.31%,143.14,-0.55,(-0.38%)
INTU,Intuit,0.30%,675.41,1.27,(0.19%)
QCOM,Qualcomm,0.30%,174.64,-0.11,(-0.06%)
GEV,GE Vernova,0.29%,668.53,7.08,(1.07%)
SCHW,Charles Schwab Corporation,0.29%,101.51,0.32,(0.32%)
AMGN,Amgen,0.29%,332.74,1.25,(0.38%)
BKNG,Booking Holdings,0.28%,5451.57,12.3,(0.23%)
TJX,TJX Companies,0.28%,157.12,1.2,(0.77%)
T,AT&T,0.28%,24.55,0.09,(0.37%)
INTC,Intel,0.27%,35.78,-0.57,(-1.57%)
BA,Boeing,0.27%,217.89,1.03,(0.48%)
BLK,BlackRock,0.27%,1090.92,4.37,(0.40%)
UBER,Uber,0.27%,81.23,0.26,(0.32%)
VZ,Verizon,0.27%,40.01,0.09,(0.21%)
APH,Amphenol,0.27%,137.05,-0.08,(-0.05%)
