Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.74%,-12.43,(-1.31%)
CAT,Caterpillar Inc.,8.01%,9.5,(1.51%)
MSFT,Microsoft Corporation,5.88%,-7.33,(-1.54%)
HD,"The Home Depot, Inc.",4.74%,3.27,(0.87%)
AXP,American Express Company,4.49%,-1.24,(-0.34%)
SHW,Sherwin-Williams,4.39%,-6.67,(-1.87%)
UNH,UnitedHealth Group Incorporated,4.20%,-5.15,(-1.51%)
V,Visa Inc.,4.12%,-14.41,(-4.20%)
AMGN,Amgen Inc.,4.04%,-3.18,(-0.98%)
JPM,JPMorgan Chase & Co.,3.90%,-12.81,(-3.95%)
MCD,McDonald's Corporation,3.87%,2.51,(0.82%)
IBM,International Business Machines Corporation,3.80%,-8.75,(-2.80%)
TRV,"The Travelers Companies, Inc.",3.40%,-9.26,(-3.30%)
AAPL,Apple Inc.,3.27%,0.7,(0.27%)
BA,The Boeing Company,3.06%,4.66,(1.94%)
AMZN,"Amazon.com, Inc.amazon.com",3.04%,-3.64,(-1.48%)
CRM,"Salesforce, Inc.",3.02%,-18.5,(-7.13%)
JNJ,Johnson & Johnson,2.68%,4.68,(2.23%)
HON,Honeywell International Inc.,2.63%,1.78,(0.85%)
NVDA,Nvidia,2.32%,0.61,(0.33%)
MMM,3M Company,2.11%,0.58,(0.35%)
CVX,Chevron Corporation,2.05%,1.59,(0.98%)
PG,The Procter & Gamble Company,1.81%,0.76,(0.53%)
WMT,Walmart Inc.,1.51%,2.35,(1.99%)
DIS,The Walt Disney Company,1.41%,-0.18,(-0.16%)
MRK,"Merck & Co., Inc.",1.36%,-0.64,(-0.59%)
CSCO,"Cisco Systems, Inc.",0.94%,1.44,(1.95%)
KO,The Coca-Cola Company,0.89%,0.73,(1.04%)
NKE,"Nike, Inc.",0.83%,0.72,(1.09%)
VZ,Verizon Communications Inc.,0.49%,-0.8,(-2.01%)
