Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.16%,0.47,(0.25%)
AAPL,Apple Inc.,6.09%,0.7,(0.27%)
MSFT,Microsoft,5.55%,-7.26,(-1.52%)
AMZN,Amazon,4.12%,-3.85,(-1.56%)
GOOGL,Alphabet Inc. (Class A),3.33%,3.45,(1.04%)
GOOG,Alphabet Inc. (Class C),3.10%,3.1,(0.93%)
AVGO,Broadcom,2.67%,1.91,(0.54%)
META,Meta Platforms,2.52%,-11.47,(-1.79%)
TSLA,"Tesla, Inc.",2.36%,-2.0,(-0.45%)
BRK.B,Berkshire Hathaway,1.70%,-3.81,(-0.76%)
LLY,Lilly (Eli),1.53%,-7.46,(-0.69%)
WMT,Walmart,1.52%,2.49,(2.11%)
JPM,JPMorgan Chase,1.34%,-13.58,(-4.19%)
V,Visa Inc.,1.01%,-14.92,(-4.35%)
ORCL,Oracle Corporation,0.92%,-2.44,(-1.19%)
XOM,ExxonMobil,0.85%,2.3,(1.85%)
JNJ,Johnson & Johnson,0.82%,4.15,(1.98%)
MA,Mastercard,0.78%,-20.08,(-3.55%)
PLTR,Palantir Technologies,0.68%,-0.58,(-0.32%)
COST,Costco,0.66%,-1.51,(-0.16%)
BAC,Bank of America,0.65%,-0.71,(-1.29%)
ABBV,AbbVie,0.62%,0.19,(0.09%)
NFLX,Netflix,0.61%,1.04,(1.16%)
MU,Micron Technology,0.60%,-8.12,(-2.35%)
HD,Home Depot (The),0.60%,4.81,(1.28%)
AMD,Advanced Micro Devices,0.57%,13.31,(6.41%)
GE,GE Aerospace,0.55%,2.48,(0.77%)
PG,Procter & Gamble,0.54%,0.77,(0.54%)
CVX,Chevron Corporation,0.52%,1.56,(0.96%)
KO,Coca-Cola Company (The),0.49%,0.66,(0.93%)
UNH,UnitedHealth Group,0.48%,-6.4,(-1.88%)
CSCO,Cisco,0.47%,1.47,(1.99%)
CAT,Caterpillar Inc.,0.47%,6.52,(1.03%)
WFC,Wells Fargo,0.47%,-1.5,(-1.58%)
MS,Morgan Stanley,0.46%,-3.61,(-1.93%)
IBM,IBM,0.45%,-9.06,(-2.90%)
GS,Goldman Sachs,0.45%,-12.53,(-1.32%)
LRCX,Lam Research,0.43%,-6.09,(-2.76%)
MRK,Merck & Co.,0.43%,-0.91,(-0.84%)
RTX,RTX Corporation,0.41%,-0.34,(-0.17%)
PM,Philip Morris International,0.41%,0.9,(0.54%)
AXP,American Express,0.39%,-1.91,(-0.53%)
AMAT,Applied Materials,0.38%,-2.71,(-0.88%)
TMO,Thermo Fisher Scientific,0.36%,-9.63,(-1.56%)
INTC,Intel,0.36%,3.31,(7.52%)
APP,AppLovin Corporation,0.36%,9.27,(1.41%)
CRM,Salesforce,0.36%,-18.65,(-7.19%)
MCD,McDonald's,0.35%,2.76,(0.90%)
ABT,Abbott Laboratories,0.34%,-0.5,(-0.40%)
TMUS,T-Mobile US,0.34%,-8.09,(-4.10%)
C,Citigroup,0.33%,-2.01,(-1.71%)
LIN,Linde plc,0.33%,-0.81,(-0.18%)
DIS,Walt Disney Company (The),0.32%,0.23,(0.20%)
ISRG,Intuitive Surgical,0.32%,-10.8,(-1.89%)
PEP,PepsiCo,0.31%,2.15,(1.52%)
BA,Boeing,0.30%,4.64,(1.94%)
KLAC,KLA Corporation,0.30%,14.43,(1.01%)
APH,Amphenol,0.29%,3.63,(2.50%)
SCHW,Charles Schwab Corporation,0.29%,-0.81,(-0.80%)
UBER,Uber,0.28%,0.85,(1.00%)
QCOM,Qualcomm,0.28%,-3.96,(-2.34%)
