Symbol,Name,Weight,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",10.64%,-15.03,(-1.80%)
CAT,Caterpillar Inc.,8.83%,-25.5,(-3.61%)
MSFT,Microsoft Corporation,5.30%,-2.03,(-0.49%)
AMGN,Amgen Inc.,4.78%,1.16,(0.32%)
HD,"The Home Depot, Inc.",4.65%,-3.31,(-0.91%)
SHW,Sherwin-Williams,4.28%,-5.62,(-1.68%)
MCD,McDonald's Corporation,4.27%,1.41,(0.43%)
V,Visa Inc.,4.11%,-2.78,(-0.87%)
TRV,"The Travelers Companies, Inc.",3.97%,-0.35,(-0.12%)
AXP,American Express Company,3.90%,-6.71,(-2.18%)
JPM,JPMorgan Chase & Co.,3.75%,-4.8,(-1.64%)
UNH,UnitedHealth Group Incorporated,3.71%,-2.94,(-1.02%)
IBM,International Business Machines Corporation,3.36%,2.12,(0.83%)
AAPL,Apple Inc.,3.34%,-3.08,(-1.18%)
JNJ,Johnson & Johnson,3.11%,0.07,(0.03%)
HON,Honeywell International Inc.,3.07%,-1.63,(-0.69%)
BA,The Boeing Company,2.99%,8.56,(3.86%)
AMZN,"Amazon.com, Inc.amazon.com",2.76%,-6.14,(-2.80%)
CRM,"Salesforce, Inc.",2.60%,-0.89,(-0.44%)
CVX,Chevron Corporation,2.47%,0.16,(0.08%)
NVDA,Nvidia,2.30%,-5.67,(-3.09%)
PG,The Procter & Gamble Company,1.99%,-0.48,(-0.31%)
MMM,3M Company,1.99%,-2.8,(-1.79%)
WMT,Walmart Inc.,1.60%,0.33,(0.26%)
MRK,"Merck & Co., Inc.",1.50%,-0.51,(-0.44%)
DIS,The Walt Disney Company,1.32%,-0.91,(-0.89%)
CSCO,"Cisco Systems, Inc.",1.02%,-1.44,(-1.80%)
KO,The Coca-Cola Company,1.00%,0.04,(0.05%)
NKE,"Nike, Inc.",0.74%,-0.99,(-1.70%)
VZ,Verizon Communications Inc.,0.66%,-0.2,(-0.40%)
