Symbol,Name,Weight,Chg,% Chg
NVDA,Nvidia,7.25%,-1.9,(-1.04%)
AAPL,Apple Inc.,6.17%,-4.73,(-1.82%)
MSFT,Microsoft,5.00%,-1.07,(-0.26%)
AMZN,Amazon,3.79%,-4.26,(-1.94%)
GOOGL,Alphabet Inc. (Class A),3.06%,-3.24,(-1.08%)
GOOG,Alphabet Inc. (Class C),2.86%,-3.34,(-1.11%)
META,Meta Platforms,2.66%,-20.14,(-3.05%)
AVGO,Broadcom,2.60%,0.96,(0.29%)
TSLA,"Tesla, Inc.",2.44%,-9.59,(-2.36%)
BRK.B,Berkshire Hathaway,1.75%,-6.71,(-1.34%)
WMT,Walmart,1.60%,-0.92,(-0.75%)
LLY,Lilly (Eli),1.43%,-11.64,(-1.18%)
JPM,JPMorgan Chase,1.26%,-9.13,(-3.11%)
XOM,ExxonMobil,1.03%,-0.33,(-0.22%)
V,Visa Inc.,0.99%,-6.98,(-2.18%)
JNJ,Johnson & Johnson,0.94%,-3.05,(-1.27%)
MA,Mastercard,0.75%,-10.06,(-1.92%)
ORCL,Oracle Corporation,0.73%,-1.01,(-0.66%)
COST,Costco,0.72%,1.11,(0.11%)
MU,Micron Technology,0.71%,-11.47,(-2.89%)
NFLX,Netflix,0.68%,-0.74,(-0.75%)
ABBV,AbbVie,0.66%,-4.8,(-2.07%)
CVX,Chevron Corporation,0.61%,-1.06,(-0.56%)
PLTR,Palantir Technologies,0.60%,-0.01,(-0.01%)
PG,Procter & Gamble,0.58%,-1.43,(-0.93%)
HD,Home Depot (The),0.58%,-7.87,(-2.17%)
BAC,Bank of America,0.57%,-2.12,(-4.25%)
GE,GE Aerospace,0.55%,-8.47,(-2.59%)
KO,Coca-Cola Company (The),0.54%,-0.36,(-0.47%)
AMD,Advanced Micro Devices,0.53%,-2.9,(-1.46%)
CAT,Caterpillar Inc.,0.52%,-19.51,(-2.76%)
CSCO,Cisco,0.51%,-1.23,(-1.54%)
MRK,Merck & Co.,0.46%,-1.68,(-1.45%)
RTX,RTX Corporation,0.45%,0.4,(0.20%)
AMAT,Applied Materials,0.44%,-12.4,(-3.58%)
PM,Philip Morris International,0.43%,-1.59,(-0.94%)
LRCX,Lam Research,0.43%,-7.37,(-3.43%)
UNH,UnitedHealth Group,0.42%,-4.78,(-1.65%)
MS,Morgan Stanley,0.41%,-5.99,(-3.68%)
WFC,Wells Fargo,0.40%,-3.45,(-4.20%)
GS,Goldman Sachs,0.40%,-30.59,(-3.66%)
TMUS,T-Mobile US,0.40%,-2.04,(-0.92%)
IBM,IBM,0.39%,-2.09,(-0.82%)
MCD,McDonald's,0.38%,-4.68,(-1.43%)
INTC,Intel,0.37%,-1.17,(-2.54%)
LIN,Linde plc,0.37%,-9.25,(-1.89%)
GEV,GE Vernova,0.35%,-18.61,(-2.28%)
PEP,PepsiCo,0.35%,-3.86,(-2.40%)
VZ,Verizon,0.35%,-0.73,(-1.43%)
AXP,American Express,0.34%,-9.46,(-3.08%)
T,AT&T,0.33%,-0.19,(-0.65%)
AMGN,Amgen,0.32%,-3.89,(-1.06%)
TMO,Thermo Fisher Scientific,0.31%,-13.81,(-2.66%)
ABT,Abbott Laboratories,0.31%,-2.2,(-1.98%)
NEE,NextEra Energy,0.31%,-0.77,(-0.85%)
CRM,Salesforce,0.30%,-3.36,(-1.67%)
KLAC,KLA Corporation,0.30%,-40.31,(-2.82%)
C,Citigroup,0.30%,-5.32,(-4.88%)
GILD,Gilead Sciences,0.29%,-1.57,(-1.08%)
DIS,Walt Disney Company (The),0.29%,-2.35,(-2.29%)
TJX,TJX Companies,0.29%,-2.22,(-1.38%)
