Symbol,Name,Weight,Price,Chg,% Chg
NVDA,Nvidia,6.94%,175.66,-5.27,(-2.91%)
AAPL,Apple Inc.,6.67%,277.56,-0.47,(-0.17%)
MSFT,Microsoft,5.78%,477.84,-5.63,(-1.16%)
AMZN,Amazon,3.93%,225.98,-4.3,(-1.87%)
GOOGL,Alphabet Inc. (Class A),3.14%,308.54,-3.89,(-1.24%)
GOOG,Alphabet Inc. (Class C),2.93%,309.99,-3.71,(-1.18%)
AVGO,Broadcom,2.74%,356.27,-50.1,(-12.33%)
META,Meta Platforms,2.64%,644.22,-8.49,(-1.30%)
TSLA,"Tesla, Inc.",2.46%,454.57,7.68,(1.72%)
BRK.B,Berkshire Hathaway,1.75%,498.04,2.19,(0.44%)
WMT,Walmart,1.51%,116.44,0.92,(0.79%)
LLY,Lilly (Eli),1.49%,1023.76,14.38,(1.43%)
JPM,JPMorgan Chase,1.41%,317.64,0.26,(0.08%)
V,Visa Inc.,1.09%,346.7,1.07,(0.31%)
ORCL,Oracle Corporation,0.88%,189.6,-9.25,(-4.65%)
MA,Mastercard,0.83%,569.22,5.85,(1.04%)
JNJ,Johnson & Johnson,0.83%,211.42,1.41,(0.67%)
XOM,ExxonMobil,0.81%,118.69,-0.85,(-0.71%)
PLTR,Palantir Technologies,0.71%,182.98,-4.56,(-2.43%)
NFLX,Netflix,0.66%,95.5,1.41,(1.50%)
BAC,Bank of America,0.65%,54.98,0.41,(0.76%)
ABBV,AbbVie,0.64%,222.25,-1.73,(-0.77%)
COST,Costco,0.64%,883.23,-1.25,(-0.14%)
HD,Home Depot (The),0.58%,358.65,1.19,(0.33%)
AMD,Advanced Micro Devices,0.56%,210.31,-11.12,(-5.02%)
PG,Procter & Gamble,0.54%,142.74,1.98,(1.41%)
GE,GE Aerospace,0.51%,299.21,10.79,(3.74%)
UNH,UnitedHealth Group,0.50%,340.65,3.92,(1.17%)
CSCO,Cisco,0.50%,77.78,-1.49,(-1.88%)
KO,Coca-Cola Company (The),0.49%,70.51,1.39,(2.02%)
CVX,Chevron Corporation,0.49%,150.09,-0.63,(-0.42%)
WFC,Wells Fargo,0.47%,92.17,-0.42,(-0.45%)
IBM,IBM,0.47%,307.74,-3.0,(-0.97%)
MS,Morgan Stanley,0.46%,177.81,-2.48,(-1.37%)
CAT,Caterpillar Inc.,0.46%,598.17,-27.44,(-4.39%)
MU,Micron Technology,0.44%,240.12,-18.34,(-7.10%)
GS,Goldman Sachs,0.43%,890.67,-20.36,(-2.23%)
AXP,American Express,0.43%,380.16,-4.73,(-1.23%)
MRK,Merck & Co.,0.40%,99.66,0.65,(0.66%)
CRM,Salesforce,0.40%,262.55,0.2,(0.08%)
RTX,RTX Corporation,0.39%,177.88,0.46,(0.26%)
PM,Philip Morris International,0.39%,153.18,2.23,(1.48%)
APP,AppLovin Corporation,0.37%,673.71,-43.27,(-6.04%)
MCD,McDonald's,0.37%,316.6,6.89,(2.23%)
TMUS,T-Mobile US,0.35%,195.06,-0.27,(-0.14%)
ABT,Abbott Laboratories,0.35%,125.09,1.8,(1.46%)
TMO,Thermo Fisher Scientific,0.35%,571.65,-7.25,(-1.25%)
AMAT,Applied Materials,0.33%,257.44,-12.67,(-4.69%)
PEP,PepsiCo,0.33%,149.83,0.79,(0.53%)
LRCX,Lam Research,0.33%,159.28,-9.44,(-5.59%)
C,Citigroup,0.32%,111.23,-0.51,(-0.45%)
DIS,Walt Disney Company (The),0.32%,111.3,-0.16,(-0.14%)
LIN,Linde plc,0.32%,415.98,12.68,(3.14%)
ISRG,Intuitive Surgical,0.31%,541.5,-5.86,(-1.07%)
QCOM,Qualcomm,0.31%,178.6,-2.68,(-1.48%)
INTU,Intuit,0.30%,668.93,-7.08,(-1.05%)
GEV,GE Vernova,0.29%,668.3,-35.9,(-5.10%)
INTC,Intel,0.29%,37.77,-1.74,(-4.41%)
NOW,ServiceNow,0.29%,866.04,-1.45,(-0.17%)
UBER,Uber,0.29%,85.25,-0.19,(-0.22%)
T,AT&T,0.28%,24.57,0.27,(1.09%)
TJX,TJX Companies,0.28%,156.03,0.45,(0.29%)
VZ,Verizon,0.28%,40.79,0.56,(1.40%)
BKNG,Booking Holdings,0.28%,5327.73,48.05,(0.91%)
SCHW,Charles Schwab Corporation,0.28%,96.1,-0.95,(-0.98%)
AMGN,Amgen,0.28%,317.05,-0.33,(-0.10%)
NEE,NextEra Energy,0.28%,81.58,0.37,(0.45%)
BLK,BlackRock,0.27%,1088.68,-13.16,(-1.19%)
ACN,Accenture,0.27%,271.85,1.48,(0.55%)
TXN,Texas Instruments,0.26%,178.94,-2.73,(-1.50%)
DHR,Danaher Corporation,0.26%,227.01,-5.37,(-2.31%)
BA,Boeing,0.26%,204.4,3.69,(1.84%)
APH,Amphenol,0.26%,128.87,-10.22,(-7.35%)
ANET,Arista Networks,0.26%,124.75,-9.64,(-7.18%)
KLAC,KLA Corporation,0.25%,1188.63,-57.55,(-4.62%)
SPGI,S&P Global,0.25%,500.71,3.15,(0.63%)
COF,Capital One,0.24%,236.44,-2.85,(-1.19%)
GILD,Gilead Sciences,0.24%,120.2,-3.02,(-2.45%)
ADBE,Adobe Inc.,0.24%,355.86,5.43,(1.55%)
PFE,Pfizer,0.24%,25.8,-0.0,(-0.02%)
UNP,Union Pacific Corporation,0.23%,239.02,2.9,(1.23%)
LOW,Lowe's,0.23%,246.84,-1.24,(-0.50%)
PGR,Progressive Corporation,0.22%,234.78,4.34,(1.88%)
BSX,Boston Scientific,0.22%,92.21,0.46,(0.50%)
ADI,Analog Devices,0.22%,278.39,-5.0,(-1.77%)
SYK,Stryker Corporation,0.22%,353.25,0.28,(0.08%)
PANW,Palo Alto Networks,0.22%,191.56,1.2,(0.63%)
DE,Deere & Company,0.21%,482.96,7.02,(1.48%)
ETN,Eaton Corporation,0.21%,331.03,-19.33,(-5.52%)
WELL,Welltower,0.21%,186.48,1.51,(0.82%)
MDT,Medtronic,0.21%,99.69,-0.06,(-0.06%)
CRWD,CrowdStrike,0.21%,504.28,-13.37,(-2.58%)
HON,Honeywell,0.20%,192.99,-0.86,(-0.45%)
KKR,KKR,0.20%,136.27,-6.5,(-4.55%)
CB,Chubb Limited,0.20%,308.25,2.27,(0.74%)
PLD,Prologis,0.20%,129.91,-0.66,(-0.50%)
COP,ConocoPhillips,0.19%,95.86,-0.85,(-0.88%)
BX,Blackstone Inc.,0.19%,150.25,-3.86,(-2.50%)
VRTX,Vertex Pharmaceuticals,0.19%,451.28,5.35,(1.20%)
PH,Parker Hannifin,0.18%,882.66,-16.47,(-1.83%)
LMT,Lockheed Martin,0.18%,478.81,3.93,(0.83%)
HCA,HCA Healthcare,0.18%,482.92,0.57,(0.12%)
CEG,Constellation Energy,0.18%,351.86,-26.74,(-7.06%)
ADP,Automatic Data Processing,0.17%,265.32,0.63,(0.24%)
NEM,Newmont,0.17%,98.07,-1.35,(-1.35%)
HOOD,"Robinhood Markets, Inc.",0.17%,118.77,-4.61,(-3.73%)
BMY,Bristol Myers Squibb,0.17%,52.45,1.24,(2.43%)
MCK,McKesson Corporation,0.16%,814.12,-1.42,(-0.17%)
CVS,CVS Health,0.16%,78.88,-1.95,(-2.42%)
NKE,"Nike, Inc.",0.16%,67.41,-0.33,(-0.48%)
CMCSA,Comcast,0.16%,27.31,-0.3,(-1.07%)
MO,Altria,0.16%,58.76,0.04,(0.06%)
CME,CME Group,0.16%,273.01,0.61,(0.22%)
DASH,DoorDash,0.16%,226.9,2.38,(1.06%)
SBUX,Starbucks,0.16%,85.37,0.63,(0.74%)
ICE,Intercontinental Exchange,0.15%,163.2,0.1,(0.06%)
SO,Southern Company,0.15%,84.27,-0.46,(-0.55%)
GD,General Dynamics,0.15%,337.79,-3.69,(-1.08%)
MMC,Marsh McLennan,0.15%,185.89,2.42,(1.32%)
MMM,3M,0.15%,168.48,-0.12,(-0.07%)
DUK,Duke Energy,0.15%,114.98,0.59,(0.52%)
CDNS,Cadence Design Systems,0.14%,324.45,-10.98,(-3.27%)
SNPS,Synopsys,0.14%,455.41,-21.86,(-4.58%)
WM,Waste Management,0.14%,215.1,3.05,(1.44%)
TT,Trane Technologies,0.14%,390.61,-12.77,(-3.16%)
MCO,Moody's Corporation,0.14%,484.7,-0.81,(-0.17%)
DELL,Dell Technologies,0.14%,129.93,-8.67,(-6.26%)
APO,Apollo Global Management,0.14%,147.61,-2.72,(-1.81%)
UPS,United Parcel Service,0.14%,100.42,-0.06,(-0.06%)
AMT,American Tower,0.14%,181.2,-0.51,(-0.28%)
USB,U.S. Bancorp,0.13%,53.37,-0.21,(-0.39%)
PNC,PNC Financial Services,0.13%,210.15,-1.34,(-0.63%)
BK,BNY Mellon,0.13%,116.9,-1.78,(-1.50%)
SHW,Sherwin-Williams,0.13%,328.34,-0.96,(-0.29%)
NOC,Northrop Grumman,0.13%,569.23,9.19,(1.64%)
MAR,Marriott International,0.13%,299.43,2.97,(1.00%)
ELV,Elevance Health,0.13%,359.45,-0.78,(-0.22%)
HWM,Howmet Aerospace,0.13%,198.25,2.36,(1.20%)
ORLY,O'Reilly Auto Parts,0.13%,94.32,0.36,(0.38%)
ABNB,Airbnb,0.13%,128.43,0.43,(0.34%)
REGN,Regeneron Pharmaceuticals,0.13%,734.65,-12.15,(-1.63%)
EMR,Emerson Electric,0.12%,136.31,-3.26,(-2.34%)
RCL,Royal Caribbean Group,0.12%,279.49,-0.21,(-0.07%)
GLW,Corning Inc.,0.12%,88.51,-7.46,(-7.77%)
AON,Aon,0.12%,352.72,5.32,(1.53%)
GM,General Motors,0.12%,80.65,-0.2,(-0.24%)
CTAS,Cintas,0.12%,186.95,-1.88,(-1.00%)
ITW,Illinois Tool Works,0.12%,257.58,0.17,(0.07%)
ECL,Ecolab,0.12%,262.46,1.13,(0.43%)
WBD,Warner Bros. Discovery,0.12%,29.93,0.44,(1.48%)
EQIX,Equinix,0.12%,747.47,-6.66,(-0.88%)
WMB,Williams Companies,0.12%,59.94,-0.98,(-1.62%)
CI,Cigna,0.12%,273.93,1.67,(0.61%)
TDG,TransDigm Group,0.12%,1293.86,-23.63,(-1.79%)
MNST,Monster Beverage,0.12%,74.09,1.6,(2.21%)
COIN,Coinbase Global,0.12%,268.0,-1.02,(-0.38%)
CMI,Cummins,0.11%,509.67,-13.74,(-2.63%)
JCI,Johnson Controls,0.11%,114.47,-3.59,(-3.04%)
MDLZ,Mondelez International,0.11%,54.11,0.32,(0.59%)
CSX,CSX Corporation,0.11%,37.18,0.02,(0.07%)
TEL,TE Connectivity,0.11%,230.67,-13.62,(-5.58%)
FCX,Freeport-McMoRan,0.11%,47.25,-0.86,(-1.78%)
COR,Cencora,0.11%,345.96,1.46,(0.42%)
FDX,FedEx,0.11%,283.28,-1.5,(-0.53%)
NSC,Norfolk Southern Railway,0.11%,296.79,2.73,(0.93%)
RSG,Republic Services,0.11%,213.41,2.23,(1.05%)
AJG,Arthur J. Gallagher & Co.,0.11%,255.5,7.88,(3.18%)
HLT,Hilton Worldwide,0.11%,280.49,2.31,(0.83%)
PWR,Quanta Services,0.11%,436.91,-30.0,(-6.42%)
TFC,Truist Financial,0.10%,49.61,-0.09,(-0.19%)
TRV,Travelers Companies (The),0.10%,284.33,1.45,(0.51%)
ADSK,Autodesk,0.10%,298.08,-2.85,(-0.95%)
CL,Colgate-Palmolive,0.10%,78.27,1.02,(1.32%)
STX,Seagate Technology,0.10%,283.74,-24.1,(-7.83%)
FTNT,Fortinet,0.10%,82.19,-0.28,(-0.34%)
AEP,American Electric Power,0.10%,114.1,-0.16,(-0.14%)
MSI,Motorola Solutions,0.10%,363.77,-4.29,(-1.16%)
WDC,Western Digital,0.10%,174.44,-12.76,(-6.81%)
KMI,Kinder Morgan,0.10%,26.74,-0.09,(-0.32%)
SPG,Simon Property Group,0.10%,181.95,0.1,(0.06%)
WDAY,"Workday, Inc.",0.10%,224.84,0.8,(0.36%)
ROST,Ross Stores,0.10%,181.94,-1.19,(-0.65%)
SLB,Schlumberger,0.10%,39.3,-1.04,(-2.59%)
PCAR,Paccar,0.10%,111.69,-1.1,(-0.98%)
EOG,EOG Resources,0.10%,108.1,-1.41,(-1.29%)
SRE,Sempra,0.09%,88.64,-0.33,(-0.37%)
PYPL,PayPal,0.09%,61.69,0.0,(0.00%)
AFL,Aflac,0.09%,109.99,1.14,(1.05%)
NXPI,NXP Semiconductors,0.09%,228.87,-2.96,(-1.28%)
VST,Vistra Corp.,0.09%,169.57,-5.03,(-2.88%)
BDX,Becton Dickinson,0.09%,201.05,0.61,(0.31%)
AZO,AutoZone,0.09%,3446.52,-22.58,(-0.65%)
PSX,Phillips 66,0.09%,141.49,-1.94,(-1.35%)
IDXX,Idexx Laboratories,0.09%,699.96,-7.54,(-1.07%)
MPC,Marathon Petroleum,0.09%,185.48,-1.63,(-0.87%)
F,Ford Motor Company,0.09%,13.72,0.08,(0.62%)
ALL,Allstate,0.09%,206.94,0.12,(0.06%)
MET,MetLife,0.09%,81.82,-0.43,(-0.53%)
APD,Air Products,0.09%,241.49,-2.24,(-0.92%)
LHX,L3Harris,0.09%,286.99,-2.87,(-0.99%)
NDAQ,"Nasdaq, Inc.",0.09%,93.45,-0.4,(-0.43%)
O,Realty Income,0.09%,57.64,0.41,(0.73%)
DLR,Digital Realty,0.09%,154.18,-4.64,(-2.92%)
ZTS,Zoetis,0.09%,118.87,1.21,(1.03%)
URI,United Rentals,0.08%,817.87,-15.98,(-1.92%)
VLO,Valero Energy,0.08%,168.33,-3.59,(-2.09%)
DDOG,Datadog,0.08%,146.27,-3.63,(-2.42%)
EA,Electronic Arts,0.08%,203.9,0.24,(0.12%)
D,Dominion Energy,0.08%,59.09,0.91,(1.57%)
GWW,W. W. Grainger,0.08%,1023.02,-9.37,(-0.91%)
EW,Edwards Lifesciences,0.08%,83.16,-1.08,(-1.28%)
PSA,Public Storage,0.08%,274.63,0.92,(0.33%)
FAST,Fastenal,0.08%,41.92,0.17,(0.41%)
ROP,Roper Technologies,0.08%,445.39,-0.45,(-0.10%)
CMG,Chipotle Mexican Grill,0.08%,36.14,1.27,(3.63%)
CBRE,CBRE Group,0.08%,159.33,-1.14,(-0.71%)
CAH,Cardinal Health,0.08%,197.86,-0.46,(-0.23%)
OKE,ONEOK,0.08%,73.47,-0.15,(-0.21%)
AME,Ametek,0.08%,200.7,-3.14,(-1.54%)
BKR,Baker Hughes,0.07%,46.67,-0.79,(-1.67%)
AMP,Ameriprise Financial,0.07%,493.27,-5.34,(-1.07%)
DAL,Delta Air Lines,0.07%,70.1,-0.46,(-0.65%)
DHI,D. R. Horton,0.07%,156.26,1.06,(0.68%)
AIG,American International Group,0.07%,84.51,1.66,(2.00%)
ROK,Rockwell Automation,0.07%,404.93,-8.12,(-1.97%)
MPWR,Monolithic Power Systems,0.07%,941.4,-40.08,(-4.08%)
FANG,Diamondback Energy,0.07%,156.65,-0.39,(-0.25%)
AXON,Axon Enterprise,0.07%,567.75,-13.28,(-2.28%)
TTWO,Take-Two Interactive,0.07%,242.21,-0.2,(-0.08%)
XEL,Xcel Energy,0.07%,75.31,0.63,(0.84%)
CARR,Carrier Global,0.07%,52.87,-1.28,(-2.36%)
CTVA,Corteva,0.07%,65.86,-0.18,(-0.28%)
TGT,Target Corporation,0.07%,96.94,-0.03,(-0.03%)
EXC,Exelon,0.07%,43.52,0.42,(0.99%)
LVS,Las Vegas Sands,0.07%,64.6,-1.6,(-2.42%)
FICO,Fair Isaac,0.07%,1835.86,10.03,(0.55%)
YUM,Yum! Brands,0.07%,150.81,2.69,(1.81%)
PAYX,Paychex,0.07%,115.48,0.85,(0.74%)
MSCI,MSCI,0.07%,548.77,-0.84,(-0.15%)
ETR,Entergy,0.07%,92.12,-1.2,(-1.29%)
PRU,Prudential Financial,0.07%,116.8,-0.25,(-0.21%)
KR,Kroger,0.07%,63.09,0.88,(1.41%)
OXY,Occidental Petroleum,0.07%,41.11,-0.1,(-0.23%)
CTSH,Cognizant,0.07%,83.45,-0.37,(-0.45%)
GRMN,Garmin,0.07%,208.25,-2.54,(-1.21%)
KDP,Keurig Dr Pepper,0.07%,29.48,0.01,(0.02%)
CCI,Crown Castle,0.06%,91.2,-0.64,(-0.69%)
A,Agilent Technologies,0.06%,139.29,-3.58,(-2.51%)
PEG,Public Service Enterprise Group,0.06%,78.9,-0.06,(-0.08%)
TRGP,Targa Resources,0.06%,182.84,-2.89,(-1.56%)
XYZ,"Block, Inc.",0.06%,64.38,0.77,(1.22%)
VMC,Vulcan Materials Company,0.06%,295.8,-3.47,(-1.16%)
EBAY,eBay,0.06%,85.08,0.68,(0.80%)
GEHC,GE HealthCare,0.06%,83.64,-2.41,(-2.80%)
MLM,Martin Marietta Materials,0.06%,628.28,-3.8,(-0.60%)
IQV,IQVIA,0.06%,221.57,-4.41,(-1.95%)
HIG,Hartford (The),0.06%,135.29,-0.0,(-0.00%)
NUE,Nucor,0.06%,164.57,-2.0,(-1.20%)
CPRT,Copart,0.06%,38.75,0.06,(0.15%)
EL,Estée Lauder Companies (The),0.06%,103.78,-1.78,(-1.68%)
FISV,"Fiserv, Inc.",0.06%,68.51,0.35,(0.51%)
HSY,Hershey Company (The),0.06%,181.47,-0.12,(-0.06%)
WAB,Wabtec,0.06%,214.39,-3.39,(-1.55%)
RMD,ResMed,0.06%,250.93,-1.46,(-0.58%)
VTR,Ventas,0.06%,77.79,0.52,(0.68%)
CCL,Carnival,0.06%,27.71,-0.13,(-0.46%)
MCHP,Microchip Technology,0.06%,66.79,-2.3,(-3.33%)
KEYS,Keysight Technologies,0.06%,208.24,-5.9,(-2.76%)
SYY,Sysco,0.06%,74.35,0.12,(0.16%)
STT,State Street Corporation,0.06%,127.29,-2.31,(-1.78%)
ED,Consolidated Edison,0.06%,97.58,1.94,(2.02%)
UAL,United Airlines Holdings,0.06%,107.28,-1.11,(-1.02%)
FIS,Fidelity National Information Services,0.06%,67.02,-0.22,(-0.33%)
EQT,EQT Corporation,0.06%,55.41,-0.66,(-1.18%)
OTIS,Otis Worldwide,0.06%,87.97,0.24,(0.28%)
KMB,Kimberly-Clark,0.06%,103.14,-0.31,(-0.30%)
ACGL,Arch Capital Group,0.06%,93.94,0.3,(0.32%)
WEC,WEC Energy Group,0.05%,103.48,0.0,(0.00%)
EXPE,Expedia Group,0.05%,274.57,-6.58,(-2.34%)
PCG,PG&E Corporation,0.05%,15.18,0.35,(2.33%)
XYL,Xylem Inc.,0.05%,136.99,-3.07,(-2.19%)
KVUE,Kenvue,0.05%,17.35,0.02,(0.14%)
LYV,Live Nation Entertainment,0.05%,143.01,1.14,(0.80%)
ODFL,Old Dominion,0.05%,158.75,-0.17,(-0.11%)
HUM,Humana,0.05%,268.62,2.13,(0.80%)
IR,Ingersoll Rand,0.05%,81.51,-1.93,(-2.31%)
RJF,Raymond James Financial,0.05%,163.03,-0.88,(-0.54%)
FITB,Fifth Third Bancorp,0.05%,47.99,-0.4,(-0.83%)
HPE,Hewlett Packard Enterprise,0.05%,23.8,-0.74,(-3.04%)
WTW,Willis Towers Watson,0.05%,325.96,0.38,(0.12%)
MTB,M&T Bank,0.05%,202.89,-2.86,(-1.39%)
NRG,NRG Energy,0.05%,161.07,-9.57,(-5.61%)
VICI,Vici Properties,0.05%,28.63,0.51,(1.80%)
VRSK,Verisk Analytics,0.05%,217.47,1.18,(0.54%)
SNDK,Sandisk Corporation,0.05%,205.52,-36.09,(-14.94%)
TER,Teradyne,0.05%,192.32,-11.65,(-5.71%)
SYF,Synchrony Financial,0.05%,83.6,-2.06,(-2.40%)
LEN,Lennar,0.05%,118.51,-0.64,(-0.54%)
DG,Dollar General,0.05%,132.72,0.04,(0.03%)
K,Kellanova,0.05%,83.44,0.0,(0.00%)
KHC,Kraft Heinz,0.05%,24.43,0.04,(0.14%)
CSGP,CoStar Group,0.05%,68.2,0.73,(1.08%)
ADM,Archer Daniels Midland,0.05%,59.82,-0.1,(-0.17%)
ROL,"Rollins, Inc.",0.05%,59.69,0.2,(0.34%)
IBKR,Interactive Brokers Group,0.05%,64.01,-2.05,(-3.10%)
EXR,Extra Space Storage,0.05%,134.15,1.13,(0.85%)
MTD,Mettler Toledo,0.05%,1392.09,-29.49,(-2.07%)
HBAN,Huntington Bancshares,0.05%,17.71,-0.2,(-1.12%)
BRO,Brown & Brown,0.05%,81.26,1.71,(2.15%)
EME,"EMCOR Group, Inc.",0.05%,619.25,-20.34,(-3.18%)
TSCO,Tractor Supply,0.04%,51.99,0.18,(0.35%)
DOV,Dover Corporation,0.04%,199.33,-1.95,(-0.97%)
FSLR,First Solar,0.04%,254.01,-18.82,(-6.90%)
ATO,Atmos Energy,0.04%,168.52,1.43,(0.86%)
DTE,DTE Energy,0.04%,129.79,-0.96,(-0.73%)
EFX,Equifax,0.04%,219.58,-1.02,(-0.46%)
EXE,Expand Energy,0.04%,112.72,-1.61,(-1.41%)
BR,Broadridge Financial Solutions,0.04%,229.78,-1.72,(-0.74%)
CHTR,Charter Communications,0.04%,207.21,-4.85,(-2.29%)
ULTA,Ulta Beauty,0.04%,599.34,5.93,(1.00%)
CBOE,Cboe Global Markets,0.04%,252.96,1.86,(0.74%)
AEE,Ameren,0.04%,97.34,0.08,(0.09%)
WRB,W. R. Berkley Corporation,0.04%,69.26,-0.08,(-0.12%)
NTRS,Northern Trust,0.04%,138.06,-2.03,(-1.45%)
DXCM,Dexcom,0.04%,66.77,-2.17,(-3.15%)
CINF,Cincinnati Financial,0.04%,165.46,0.44,(0.26%)
DLTR,Dollar Tree,0.04%,129.4,-0.57,(-0.44%)
STZ,Constellation Brands,0.04%,147.56,-2.0,(-1.33%)
AWK,American Water Works,0.04%,131.05,0.96,(0.74%)
ES,Eversource Energy,0.04%,68.05,0.55,(0.81%)
BIIB,Biogen,0.04%,174.03,1.53,(0.89%)
FE,FirstEnergy,0.04%,44.15,0.07,(0.16%)
OMC,Omnicom Group,0.04%,79.95,-0.12,(-0.15%)
TPR,"Tapestry, Inc.",0.04%,123.09,-0.4,(-0.32%)
PPL,PPL Corporation,0.04%,33.92,0.45,(1.36%)
STLD,Steel Dynamics,0.04%,171.04,-1.97,(-1.14%)
AVB,AvalonBay Communities,0.04%,176.21,0.14,(0.08%)
CFG,Citizens Financial Group,0.04%,57.92,-0.43,(-0.74%)
GIS,General Mills,0.04%,46.56,0.33,(0.71%)
LULU,Lululemon Athletica,0.04%,208.05,21.04,(11.25%)
STE,Steris,0.04%,250.89,-1.61,(-0.64%)
IRM,Iron Mountain,0.04%,83.25,-4.78,(-5.44%)
CNP,CenterPoint Energy,0.04%,37.69,0.36,(0.95%)
PHM,PulteGroup,0.04%,126.18,-1.39,(-1.09%)
VLTO,Veralto,0.04%,98.6,-0.14,(-0.14%)
LDOS,Leidos,0.04%,190.21,-0.32,(-0.17%)
TDY,Teledyne Technologies,0.04%,516.9,-6.22,(-1.19%)
RF,Regions Financial Corporation,0.04%,27.51,-0.34,(-1.20%)
HAL,Halliburton,0.04%,28.46,-0.66,(-2.27%)
HUBB,Hubbell Incorporated,0.04%,447.42,-15.4,(-3.33%)
JBL,Jabil,0.04%,220.64,-13.62,(-5.81%)
DVN,Devon Energy,0.04%,37.56,0.02,(0.05%)
EQR,Equity Residential,0.04%,60.98,0.35,(0.58%)
PPG,PPG Industries,0.04%,103.2,0.44,(0.43%)
HPQ,HP Inc.,0.04%,24.72,-0.69,(-2.72%)
NTAP,NetApp,0.04%,115.61,-3.5,(-2.94%)
WAT,Waters Corporation,0.04%,383.5,-8.71,(-2.22%)
TROW,T. Rowe Price,0.04%,104.49,-0.47,(-0.45%)
VRSN,Verisign,0.04%,242.31,-1.76,(-0.72%)
RL,Ralph Lauren Corporation,0.04%,370.38,2.76,(0.75%)
KEY,KeyCorp,0.04%,20.52,-0.18,(-0.85%)
EIX,Edison International,0.04%,58.23,0.3,(0.52%)
WSM,Williams-Sonoma,0.04%,186.29,-2.99,(-1.58%)
ON,ON Semiconductor,0.04%,54.86,-1.11,(-1.98%)
CPAY,Corpay,0.04%,314.91,-1.39,(-0.44%)
LH,LabCorp,0.04%,263.48,-1.25,(-0.47%)
L,Loews Corporation,0.04%,104.25,-0.4,(-0.38%)
LUV,Southwest Airlines,0.03%,41.11,0.37,(0.91%)
CMS,CMS Energy,0.03%,69.72,-0.02,(-0.03%)
DRI,Darden Restaurants,0.03%,182.15,-1.15,(-0.63%)
TSN,Tyson Foods,0.03%,59.83,0.27,(0.46%)
PTC,PTC Inc.,0.03%,176.05,-1.95,(-1.09%)
PODD,Insulet Corporation,0.03%,295.32,1.15,(0.39%)
NVR,"NVR, Inc.",0.03%,7511.15,-0.01,(-0.00%)
IP,International Paper,0.03%,38.59,-0.46,(-1.19%)
SBAC,SBA Communications,0.03%,190.98,-1.86,(-0.96%)
CHD,Church & Dwight,0.03%,84.62,1.05,(1.25%)
EXPD,Expeditors International,0.03%,151.58,-1.44,(-0.94%)
DGX,Quest Diagnostics,0.03%,182.14,0.57,(0.31%)
CTRA,Coterra,0.03%,26.43,-0.06,(-0.25%)
CNC,Centene Corporation,0.03%,40.8,0.34,(0.84%)
PFG,Principal Financial Group,0.03%,90.08,-1.46,(-1.59%)
TYL,Tyler Technologies,0.03%,455.55,1.82,(0.40%)
NI,NiSource,0.03%,41.37,-0.32,(-0.78%)
SW,Smurfit WestRock,0.03%,37.07,-0.94,(-2.46%)
TPL,Texas Pacific Land Corporation,0.03%,842.42,-47.88,(-5.38%)
