Symbol,Name,Weight,Price,Chg,% Chg
GS,"The Goldman Sachs Group, Inc.",11.49%,911.06,0.03,(0.00%)
CAT,Caterpillar Inc.,7.86%,623.79,-1.82,(-0.29%)
MSFT,Microsoft Corporation,6.04%,479.19,-4.29,(-0.89%)
AXP,American Express Company,4.86%,385.76,0.87,(0.23%)
HD,"The Home Depot, Inc.",4.54%,359.76,2.3,(0.64%)
V,Visa Inc.,4.40%,349.19,3.56,(1.03%)
UNH,UnitedHealth Group Incorporated,4.33%,343.48,6.75,(2.01%)
SHW,Sherwin-Williams,4.16%,329.67,0.37,(0.11%)
JPM,JPMorgan Chase & Co.,4.02%,319.1,1.72,(0.54%)
AMGN,Amgen Inc.,4.01%,317.83,0.45,(0.14%)
MCD,McDonald's Corporation,3.94%,312.67,2.96,(0.96%)
IBM,International Business Machines Corporation,3.92%,310.7,-0.04,(-0.01%)
TRV,"The Travelers Companies, Inc.",3.58%,284.16,1.28,(0.45%)
AAPL,Apple Inc.,3.51%,278.39,0.36,(0.13%)
CRM,"Salesforce, Inc.",3.32%,263.24,0.89,(0.34%)
AMZN,"Amazon.com, Inc.amazon.com",2.88%,228.11,-2.17,(-0.94%)
JNJ,Johnson & Johnson,2.66%,210.77,0.76,(0.36%)
BA,The Boeing Company,2.55%,202.08,1.37,(0.68%)
HON,Honeywell International Inc.,2.44%,193.81,-0.04,(-0.02%)
NVDA,Nvidia,2.28%,180.8,-0.13,(-0.07%)
MMM,3M Company,2.13%,169.26,0.66,(0.39%)
CVX,Chevron Corporation,1.90%,150.39,-0.33,(-0.22%)
PG,The Procter & Gamble Company,1.79%,141.68,0.92,(0.65%)
WMT,Walmart Inc.,1.47%,116.26,0.74,(0.64%)
DIS,The Walt Disney Company,1.43%,113.13,1.67,(1.50%)
MRK,"Merck & Co., Inc.",1.26%,99.73,0.72,(0.72%)
CSCO,"Cisco Systems, Inc.",0.99%,78.79,-0.48,(-0.60%)
KO,The Coca-Cola Company,0.88%,69.76,0.65,(0.95%)
NKE,"Nike, Inc.",0.87%,68.77,1.03,(1.52%)
VZ,Verizon Communications Inc.,0.51%,40.69,0.47,(1.17%)
